SITE,LINE,CROSS,LEN,PRM,SEC
CLMB,505,F2,44,25,9.5
CLMB,506,F2,58.75,29,15
CLMB,507,F2,46.5,33,14
CLMB,508,F2,44.5,32,12
CLMB,509,F2,38.5,32,15
CLMB,510,F2,38,21,9.5
CLMB,511,F2,49.5,27,12
CLMB,512,F2,32.75,19.5,9
CLMB,514,F2,63.75,26,14.5
CLMB,515,F2,34.5,21,9.5
CLMB,516,F2,42.25,27,9
CLMB,517,F2,42,32,11.5
CLMB,519,F2,42.75,36,12.5
CLMB,52,F2,42.75,19.5,10
CLMB,521,F2,40.5,18,11
CLMB,522,F2,51.5,20,11
CLMB,523,F2,52,27.5,12.5
CLMB,524,F2,49.75,27.5,12.5
CLMB,525,F2,40.5,23,12
CLMB,526,F2,39,23.5,10.5
CLMB,527,F2,37.75,23.5,12
CLMB,529,F2,48,27,13
CLMB,53,F2,23,24,7.5
CLMB,530,F2,35.75,21,10
CLMB,531,F2,38.75,23.5,9.5
CLMB,532,F2,40.75,22.5,11.5
CLMB,533,F2,17,13,6
CLMB,534,F2,33.75,24,10
CLMB,535,F2,48.5,31.5,13
CLMB,536,F2,42,21,10.5
CLMB,537,F2,38,37,17.5
CLMB,538,F2,42.75,32,16.5
CLMB,539,F2,45.25,29,11
CLMB,54,F2,53.25,33.5,14.5
CLMB,540,F2,34,29,10
CLMB,541,F2,36.75,25.5,13
CLMB,542,F2,47.5,33,15
CLMB,544,F2,47.5,28,11.5
CLMB,545,F2,46.75,41.5,14
CLMB,546,F2,31,30,11
CLMB,547,F2,49,38,10
CLMB,548,F2,35.75,20,11
CLMB,549,F2,47.5,37,15
CLMB,55,F2,34.75,22.5,10.5
CLMB,550,F2,45,36.5,11.5
CLMB,552,F2,44.75,31.5,11
CLMB,553,F2,44.75,32,18.5
CLMB,554,F2,48,34,14.5
CLMB,555,F2,53,28.5,12
CLMB,558,F2,50.75,34,11.5
CLMB,559,F2,43.75,30.5,11
CLMB,561,F2,38.25,23.5,10.5
CLMB,562,F2,47,27.5,12
CLMB,563,F2,39.75,31.5,10.5
CLMB,564,F2,32,21.5,9
CLMB,565,F2,38.25,33,12.5
CLMB,566,F2,39,28,11.5
CLMB,567,F2,44,25.5,10.5
CLMB,568,F2,40.25,27,11.5
CLMB,569,F2,38,23.5,9.5
CLMB,57,F2,48.75,21.5,11.5
CLMB,570,F2,48.25,24.5,11.5
CLMB,571,F2,52,24.5,9
CLMB,572,F2,34.75,18,9.5
CLMB,573,F2,41.5,29,11.5
CLMB,574,F2,41.25,21.5,10.5
CLMB,575,F2,46,28.5,11.5
CLMB,576,F2,44.25,26,12
CLMB,578,F2,24.5,17,6.5
CLMB,579,F2,47.5,29.5,9.5
CLMB,581,F2,30.25,30,11
CLMB,582,F2,50.25,39,14
CLMB,583,F2,39.5,27,12
CLMB,584,F2,47,30,12.5
CLMB,585,F2,37,24.5,9
CLMB,586,F2,38,25,11
CLMB,588,F2,55.25,33,12.5
CLMB,589,F2,47,28,11.5
CLMB,59,F2,34.5,24,9.5
CLMB,590,F2,43.5,24,10.5
CLMB,592,F2,34.5,31,10.5
CLMB,593,F2,40,27,11.5
CLMB,594,F2,54.75,36.5,15.5
CLMB,595,F2,47.5,24,11
CLMB,596,F2,44.25,24,11
CLMB,599,F2,52,33.5,14.5
CLMB,6,F2,39.5,26.5,13
CLMB,60,F2,28.25,18,8.5
CLMB,600,F2,42.75,32.5,13
CLMB,602,F2,55.25,31,13
CLMB,604,F2,34,32.5,11
CLMB,605,F2,44.75,28,12.5
CLMB,606,F2,52.25,23.5,14
CLMB,607,F2,42.5,37.5,15.5
CLMB,608,F2,40.5,23.5,11.5
CLMB,609,F2,35.25,29,12.5
CLMB,61,F2,54,28.5,15
CLMB,610,F2,46.5,31,12.5
CLMB,611,F2,43.5,26.5,12.5
CLMB,612,F2,39,23,12
CLMB,613,F2,41.5,21,14.5
CLMB,614,F2,52.5,30,12.5
CLMB,615,F2,46,29,11.5
CLMB,617,F2,43.75,21,12.5
CLMB,618,F2,42,30.5,12
CLMB,619,F2,41.5,30,12
CLMB,62,F2,44,30,13
CLMB,620,F2,40.75,23,9
CLMB,621,F2,49.75,34.5,10.5
CLMB,622,F2,41.75,28,11.5
CLMB,623,F2,46.75,28,12
CLMB,624,F2,41.25,26.5,15.5
CLMB,625,F2,25.75,16,6
CLMB,626,F2,49,30.5,16
CLMB,627,F2,28.75,18,8
CLMB,629,F2,46.5,28,12
CLMB,63,F2,55.5,26,12
CLMB,631,F2,38.75,26,11
CLMB,632,F2,44.25,26,12.5
CLMB,633,F2,32.75,25.5,9
CLMB,634,F2,47,28,13.5
CLMB,635,F2,42.5,28,13
CLMB,636,F2,40.25,26.5,10
CLMB,637,F2,48.5,30,14.5
CLMB,638,F2,43,27.5,13
CLMB,639,F2,32.5,22,11
CLMB,640,F2,52.25,31.5,13
CLMB,641,F2,44,34,12.5
CLMB,642,F2,48.75,26,11.5
CLMB,643,F2,34.25,21.5,9.5
CLMB,645,F2,51.5,28,11.5
CLMB,647,F2,39.75,23,9
CLMB,649,F2,43.5,27.5,11
CLMB,65,F2,38.75,35.5,11.5
CLMB,652,F2,42.75,24.5,10
CLMB,653,F2,38.75,17.5,10.5
CLMB,654,F2,42.75,19,8.5
CLMB,655,F2,55.5,33,14
CLMB,656,F2,34,27.5,9
CLMB,657,F2,47.25,22.5,13
CLMB,658,F2,47,23.5,12
CLMB,659,F2,51,27.5,9
CLMB,66,F2,38.5,28,10.5
CLMB,660,F2,41.5,30.5,13
CLMB,661,F2,50.5,27,14.5
CLMB,662,F2,38.75,28.5,11
CLMB,663,F2,33.5,27.5,8.5
CLMB,664,F2,42.5,29.5,11.5
CLMB,666,F2,42,27,10.5
CLMB,667,F2,46,19,12
CLMB,668,F2,45.75,22,12.5
CLMB,669,F2,35.75,21,10.5
CLMB,67,F2,46.5,25,10.5
CLMB,671,F2,38.5,29.5,11
CLMB,672,F2,45.5,26,11.5
CLMB,673,F2,44.25,24,12
CLMB,674,F2,51.75,31,12
CLMB,675,F2,32.75,28,10
CLMB,676,F2,51.5,36.5,15
CLMB,677,F2,49.5,27.5,14
CLMB,678,F2,43,30.5,10.5
CLMB,68,F2,41,32,11.5
CLMB,680,F2,32.75,24.5,10
CLMB,681,F2,49.5,24,12.5
CLMB,682,F2,38.25,25,10.5
CLMB,683,F2,48.5,32,12.5
CLMB,684,F2,52,36,12
CLMB,685,F2,45,25.5,11
CLMB,686,F2,51.25,26,13
CLMB,689,F2,40.5,18.5,11.5
CLMB,69,F2,28,27.5,9
CLMB,690,F2,42.5,27.5,12
CLMB,691,F2,46.5,20.5,9.5
CLMB,692,F2,47.75,36,14
CLMB,693,F2,37.75,28,10
CLMB,694,F2,20.5,20.5,11.5
CLMB,695,F2,37.5,22.5,10.5
CLMB,696,F2,37.5,25,11
CLMB,697,F2,40,17.5,7.5
CLMB,698,F2,44.75,29,13.5
CLMB,699,F2,41.25,28,11.5
CLMB,7,F2,36.5,26.5,11.5
CLMB,700,F2,37.75,25,11
CLMB,701,F2,46.75,20,11.5
CLMB,702,F2,36.5,23,9
CLMB,703,F2,42.75,18.5,11.5
CLMB,704,F2,44.75,31.5,13
CLMB,705,F2,43.75,21,12
CLMB,706,F2,45,21.5,12.5
CLMB,707,F2,40,20.5,9.5
CLMB,709,F2,55,28,14.5
CLMB,71,F2,46.75,27.5,11
CLMB,710,F2,51,34,17.5
CLMB,711,F2,47.25,28,11.5
CLMB,712,F2,42.75,22.5,10.5
CLMB,713,F2,40.25,23,11
CLMB,714,F2,38.75,26,14
CLMB,715,F2,52,28.5,12
CLMB,716,F2,49.25,23,11
CLMB,717,F2,45.75,28.5,13
CLMB,718,F2,41.25,25.5,10
CLMB,719,F2,45.5,31.66666667,13.25
CLMB,72,F2,49.25,34.5,15
CLMB,720,F2,49.25,30,12.5
CLMB,722,F2,40.75,26,11
CLMB,724,F2,46.25,30.5,11
CLMB,725,F2,40.75,24.5,10
CLMB,726,F2,42.5,25,8.5
CLMB,728,F2,47.5,32.5,11.5
CLMB,729,F2,38.5,23,11.5
CLMB,73,F2,33,27,11.5
CLMB,730,F2,37.25,24.5,10.5
CLMB,731,F2,50.5,28.5,15.5
CLMB,733,F2,51,30,12
CLMB,734,F2,48.5,38.5,13
CLMB,735,F2,46.25,42,14.5
CLMB,736,F2,47.75,31.5,13
CLMB,737,F2,50,31,11
CLMB,738,F2,43.5,26.5,11.5
CLMB,739,F2,44,33.5,18
CLMB,74,F2,55.5,40.5,17.5
CLMB,740,F2,40.5,30,11
CLMB,741,F2,55.25,25.5,14
CLMB,742,F2,43.75,23.5,14
CLMB,743,F2,34.75,13.5,11
CLMB,744,F2,48.75,35,14
CLMB,745,F2,48.5,23,11.5
CLMB,746,F2,33.75,23,11
CLMB,747,F2,36.75,28,10.5
CLMB,748,F2,47.75,26.5,12.5
CLMB,749,F2,49.75,25,19.5
CLMB,75,F2,61.75,30,13.5
CLMB,750,F2,37.25,26.5,13
CLMB,751,F2,59,26,11.5
CLMB,752,F2,29,24,9
CLMB,753,F2,45.75,33.5,16.5
CLMB,754,F2,52.25,28,13
CLMB,755,F2,45,25,11
CLMB,756,F2,48.5,31,14.5
CLMB,757,F2,47,34,19
CLMB,758,F2,45.75,29.5,16
CLMB,759,F2,43.25,28,11
CLMB,76,F2,43,24.5,10.5
CLMB,760,F2,41.375,28.5,16.75
CLMB,761,F2,45.25,26,13.5
CLMB,762,F2,39.25,22.5,10.5
CLMB,763,F2,35.25,21.5,9.5
CLMB,764,F2,41.5,23.5,12
CLMB,765,F2,16.75,31.5,15.5
CLMB,766,F2,35.25,26,12.5
CLMB,767,F2,48,30.5,13
CLMB,768,F2,36,22.5,10
CLMB,770,F2,41.5,29,10.5
CLMB,771,F2,40,26.5,9.5
CLMB,772,F2,43.25,22,12
CLMB,773,F2,48,24.5,11.5
CLMB,774,F2,30.25,24,9
CLMB,775,F2,34.5,20,9
CLMB,776,F2,40.5,28,12
CLMB,777,F2,36.5,21,10
CLMB,778,F2,42.75,29,8.5
CLMB,779,F2,34.25,25.5,25.5
CLMB,78,F2,49,21.5,10
CLMB,780,F2,60.5,31,14.5
CLMB,781,F2,44,25,10.5
CLMB,782,F2,38.25,28.5,11
CLMB,783,F2,54.5,45.5,13.5
CLMB,784,F2,45,30.5,14.5
CLMB,785,F2,42.75,27,10.5
CLMB,786,F2,36,30.5,10.5
CLMB,787,F2,51.5,39,16.5
CLMB,788,F2,48.75,31,9
CLMB,789,F2,41.75,24,11.5
CLMB,79,F2,43.25,25,8.5
CLMB,790,F2,50,33.5,12.5
CLMB,791,F2,39.75,25,10
CLMB,792,F2,56.75,37.5,12
CLMB,793,F2,41.75,21,9.5
CLMB,794,F2,43,29.5,11
CLMB,795,F2,32,27,11
CLMB,796,F2,37,29.5,10
CLMB,797,F2,36,21,12
CLMB,798,F2,54,41.5,15.5
CLMB,799,F2,57.25,26,13.5
CLMB,80,F2,45,22.5,10.5
CLMB,800,F2,39,22.5,8
CLMB,801,F2,44.75,26.5,15.5
CLMB,802,F2,48.25,38,15.5
CLMB,803,F2,31.5,26,9.5
CLMB,804,F2,39.75,22,10
CLMB,805,F2,36,29,10.5
CLMB,806,F2,35.25,31.5,12.5
CLMB,808,F2,32.5,26.5,10.5
CLMB,809,F2,33.75,30.5,11.5
CLMB,810,F2,42.75,29.5,11.5
CLMB,811,F2,37.25,26,11
CLMB,812,F2,38,29,11.5
CLMB,814,F2,43.5,24,10
CLMB,815,F2,33.5,27,10.5
CLMB,816,F2,46,31.5,12.5
CLMB,817,F2,43.75,30.5,11
CLMB,818,F2,48.25,28.5,12.5
CLMB,819,F2,56.25,31,18
CLMB,820,F2,43.75,18.5,9
CLMB,821,F2,40.5,22.5,12
CLMB,822,F2,40.25,21.5,13
CLMB,823,F2,44,31,10.5
CLMB,824,F2,44.5,36.5,14
CLMB,825,F2,39,25.5,13.5
CLMB,83,F2,48.5,26,10.5
CLMB,85,F2,42,19,9
CLMB,86,F2,41.25,27,10.5
CLMB,87,F2,40,25,10
CLMB,88,F2,47,34.5,13
CLMB,89,F2,38.25,35.5,10.5
CLMB,9,F2,39.25,20.5,10.5
CLMB,90,F2,42.75,33,12.5
CLMB,91,F2,43.75,34,11
CLMB,93,F2,41,29.5,14
CLMB,94,F2,33.5,32.5,11
CLMB,97,F2,50,26.5,12
CLMB,99,F2,37.5,22.5,10.5
CLMB,AP13,F0,63.325,36.34210526,15.35897436
CLMB,DAC,F0,27.375,14.42857143,6.625
CLMB,NA,NA,39.25,27,8.5
CLMB,VS16,F0,40.5,25.6,10
CLMB,WBC,F0,43.59615385,30.38461538,12.91666667
KBSM,1,F2,38.5,27,12.5
KBSM,10,F2,42.25,22.5,12
KBSM,100,F2,48.5,27.5,13
KBSM,101,F2,44,24.5,12
KBSM,103,F2,45.75,37,17
KBSM,104,F2,42,25,11.5
KBSM,105,F2,52,27.5,13.5
KBSM,106,F2,42.25,28.5,11
KBSM,107,F2,45.5,24.5,13.5
KBSM,11,F2,44.25,31,14.5
KBSM,110,F2,39.75,30.5,12
KBSM,111,F2,41,29,12.5
KBSM,112,F2,49,26.5,14
KBSM,114,F2,49.25,32,15
KBSM,115,F2,47.5,30,12
KBSM,116,F2,47.25,28.5,12.5
KBSM,117,F2,41.5,30.5,15
KBSM,118,F2,42.25,29,14.5
KBSM,119,F2,48.75,36,16
KBSM,12,F2,47.75,27,12.5
KBSM,122,F2,38,23,11
KBSM,123,F2,47.5,28.5,16
KBSM,124,F2,54,35,17
KBSM,125,F2,45,22,11
KBSM,126,F2,44.5,21,11
KBSM,127,F2,42.5,23.5,12.5
KBSM,128,F2,47.75,30.5,13.5
KBSM,130,F2,41.75,21.5,13
KBSM,131,F2,39.75,33.5,13
KBSM,132,F2,54.25,26,12.5
KBSM,134,F2,48.75,43,15.5
KBSM,135,F2,48.75,24,13.5
KBSM,136,F2,51.25,31,20.5
KBSM,137,F2,48.25,26.5,15
KBSM,139,F2,37.5,36,15
KBSM,14,F2,40,31,13
KBSM,142,F2,34.5,28,14
KBSM,143,F2,39.5,37,14
KBSM,144,F2,48,24,13
KBSM,145,F2,47.5,28,13.5
KBSM,147,F2,42,26,14
KBSM,148,F2,34.5,17.5,9.5
KBSM,15,F2,41.75,31,17
KBSM,150,F2,38,27.5,15
KBSM,151,F2,49.25,29.5,16.5
KBSM,152,F2,43.75,32,14
KBSM,153,F2,47.5,37.5,14
KBSM,154,F2,44,29,16
KBSM,155,F2,43.5,30.5,14.5
KBSM,156,F2,33.75,24,14
KBSM,157,F2,33.5,19.5,11.5
KBSM,158,F2,39.75,23.5,13
KBSM,159,F2,40.25,29,14
KBSM,161,F2,38.5,30,19.5
KBSM,163,F2,38.75,25,15
KBSM,164,F2,52.75,35.5,17.5
KBSM,166,F2,69,41,15
KBSM,167,F2,45.5,31,15.5
KBSM,168,F2,47,31.5,15
KBSM,17,F2,44.5,23.5,14.5
KBSM,170,F2,51.5,29,15
KBSM,171,F2,43.25,30,13.5
KBSM,172,F2,42,33.5,14.5
KBSM,173,F2,47.25,23,13
KBSM,174,F2,39.25,24.5,15
KBSM,175,F2,57.5,32.5,15.5
KBSM,176,F2,51,33.5,15
KBSM,177,F2,39,33,13
KBSM,178,F2,58.75,34.5,17.5
KBSM,18,F2,40.25,21.5,12.5
KBSM,182,F2,47.5,28,15.5
KBSM,183,F2,43.25,26,13
KBSM,184,F2,52.5,30,16.5
KBSM,185,F2,37.25,25,13.5
KBSM,187,F2,45.5,26,12
KBSM,188,F2,49.25,30.5,14
KBSM,189,F2,47.25,31.5,14
KBSM,19,F2,47.75,22,13
KBSM,190,F2,35.5,25,12
KBSM,191,F2,36,30.5,13
KBSM,193,F2,55,34,13.5
KBSM,194,F2,49.75,33,13.5
KBSM,195,F2,37.75,24,11
KBSM,196,F2,41,35.5,16.5
KBSM,197,F2,46.75,26.5,13
KBSM,198,F2,46.25,27,11
KBSM,199,F2,36.25,26,12
KBSM,2,F2,41,27,12.5
KBSM,20,F2,37,26,14
KBSM,200,F2,56.5,28.5,16
KBSM,201,F2,47,29,12.5
KBSM,203,F2,41.25,31,12
KBSM,204,F2,37.25,32.5,14
KBSM,205,F2,45.5,23.5,14
KBSM,207,F2,42.5,31,13
KBSM,208,F2,39.5,27,14
KBSM,210,F2,51,32.5,17
KBSM,213,F2,53,24,13.5
KBSM,214,F2,47,27.5,15
KBSM,215,F2,40.5,37.5,13.5
KBSM,216,F2,42.75,41.5,18
KBSM,217,F2,44,25.5,11.5
KBSM,218,F2,41.5,42,15
KBSM,22,F2,42.25,22,12
KBSM,221,F2,44.25,23,11
KBSM,222,F2,54,28,14.5
KBSM,223,F2,43.5,31,13
KBSM,224,F2,48.5,29,14
KBSM,226,F2,48.75,32.5,16.5
KBSM,227,F2,44.25,33,19
KBSM,228,F2,43.5,27.5,12.5
KBSM,229,F2,54.5,31,19.5
KBSM,23,F2,55.75,29,15
KBSM,230,F2,45.25,31.5,10.5
KBSM,232,F2,40.25,33.5,11.5
KBSM,234,F2,42.25,28.5,14
KBSM,235,F2,42.5,34.5,12.5
KBSM,236,F2,44,27,14
KBSM,237,F2,51.25,21,15
KBSM,239,F2,45.25,30.5,17
KBSM,242,F2,41.25,26,11.5
KBSM,243,F2,46.75,22.5,13.5
KBSM,244,F2,45.5,33.5,16.5
KBSM,245,F2,51.5,30.5,14
KBSM,246,F2,54.5,34,17
KBSM,247,F2,46.75,32,18
KBSM,248,F2,47,31.5,16
KBSM,249,F2,40.75,29,14.5
KBSM,25,F2,40,22,13
KBSM,250,F2,50.75,32,13.5
KBSM,251,F2,41.5,33,14
KBSM,252,F2,44.5,28,13.5
KBSM,254,F2,49.75,23.5,12
KBSM,255,F2,41,25,12.5
KBSM,256,F2,42.5,35,15.5
KBSM,257,F2,54.75,30,14
KBSM,258,F2,40.25,21,13.5
KBSM,259,F2,43,23.5,13
KBSM,26,F2,54.5,33,18.5
KBSM,260,F2,46,33.5,17.5
KBSM,263,F2,46,32.5,13
KBSM,264,F2,41,25,11
KBSM,265,F2,35.5,28,13
KBSM,267,F2,47.75,35.5,15
KBSM,268,F2,39.75,25.5,13
KBSM,270,F2,51,40.5,18
KBSM,272,F2,44.75,33,13.5
KBSM,273,F2,44,24,12
KBSM,274,F2,53.5,36.5,16.5
KBSM,275,F2,35,25.5,11
KBSM,276,F2,47.25,36,16.5
KBSM,277,F2,36,27,14
KBSM,279,F2,44,32,16
KBSM,28,F2,49,29.5,13.5
KBSM,281,F2,37.25,26,13
KBSM,283,F2,46.25,26.5,16
KBSM,284,F2,47,29.5,10
KBSM,285,F2,51.5,34.5,16.5
KBSM,286,F2,43,29.5,14
KBSM,287,F2,38.75,24.5,14.5
KBSM,289,F2,43.25,35,14
KBSM,29,F2,43.25,31,14.5
KBSM,292,F2,41.75,26.5,13
KBSM,293,F2,37.5,22,11
KBSM,294,F2,38.25,20,10.5
KBSM,296,F2,44,37,15
KBSM,297,F2,43.25,30,18
KBSM,298,F2,39.25,33,13.5
KBSM,299,F2,45.5,29,12
KBSM,3,F2,34,33,10.5
KBSM,30,F2,52.5,26.5,12
KBSM,300,F2,42.75,26.5,13.5
KBSM,301,F2,43.75,27,12
KBSM,302,F2,39.5,24.5,12.5
KBSM,303,F2,50.5,30.5,16
KBSM,304,F2,37,23,12
KBSM,305,F2,39.75,34,13.5
KBSM,306,F2,47.75,28,13.5
KBSM,307,F2,37,26,11.5
KBSM,308,F2,49.75,31.5,14
KBSM,31,F2,37.75,24.5,11.5
KBSM,310,F2,42.25,26,13.5
KBSM,312,F2,46.75,33,14.5
KBSM,313,F2,45.5,32.5,13.5
KBSM,314,F2,43.5,26,13
KBSM,315,F2,42.25,24,13
KBSM,317,F2,44.5,26,13.75
KBSM,318,F2,40.25,22,10.5
KBSM,32,F2,53.5,27,14
KBSM,320,F2,54.25,30,13
KBSM,322,F2,44.5,35.5,13.5
KBSM,323,F2,46.25,32.5,10
KBSM,324,F2,49.75,34,16.5
KBSM,325,F2,37.75,31,13.5
KBSM,326,F2,45.25,39,14
KBSM,328,F2,50.75,34,15
KBSM,33,F2,43.75,28.5,13
KBSM,330,F2,39,24.5,11.5
KBSM,332,F2,43.25,28,15.5
KBSM,333,F2,49.5,41,16.5
KBSM,334,F2,47.9,32,14.5
KBSM,335,F2,51.5,34,16.5
KBSM,336,F2,53.5,34,19
KBSM,337,F2,35.75,22,12
KBSM,338,F2,40.5,30,14.5
KBSM,339,F2,42.75,28,13
KBSM,34,F2,42,31,14
KBSM,341,F2,37,29.5,13.5
KBSM,342,F2,46.75,21,12.5
KBSM,343,F2,42,26,13
KBSM,345,F2,35.75,16.5,10.5
KBSM,346,F2,33.75,23.5,10.5
KBSM,347,F2,40.75,29.5,16
KBSM,349,F2,41,27.5,12.5
KBSM,35,F2,48.25,28,14.5
KBSM,350,F2,48.25,36.5,17
KBSM,352,F2,40.5,24.5,12.5
KBSM,353,F2,43.75,31,13.5
KBSM,354,F2,32.5,36.5,15
KBSM,356,F2,40.25,21.5,11.5
KBSM,358,F2,42.25,28.5,13
KBSM,359,F2,42,39,12.5
KBSM,36,F2,49.5,33,19.5
KBSM,360,F2,37,26.5,10.5
KBSM,361,F2,37.75,34.5,14.5
KBSM,363,F2,42.25,28,14
KBSM,364,F2,45.75,32,17.5
KBSM,365,F2,49,23.5,12.5
KBSM,366,F2,63.75,31.5,14
KBSM,367,F2,37.25,31,11
KBSM,369,F2,46.5,29,14.5
KBSM,37,F2,37.75,29.5,14.5
KBSM,370,F2,47.75,29,11.5
KBSM,371,F2,48.75,32.5,17.5
KBSM,372,F2,34.75,40.5,13.5
KBSM,373,F2,45,22,12
KBSM,374,F2,40.5,30.5,13
KBSM,375,F2,48.25,33,14
KBSM,378,F2,52.75,33,16
KBSM,379,F2,47,30.5,15.5
KBSM,38,F2,34.25,28,14
KBSM,380,F2,45.5,31.5,21
KBSM,381,F2,35.25,31.5,12
KBSM,382,F2,54,26,12.5
KBSM,383,F2,43.5,31,13
KBSM,384,F2,36.25,25,13
KBSM,386,F2,44.5,33,11
KBSM,387,F2,37.25,28,12
KBSM,388,F2,48.5,30.5,13.5
KBSM,389,F2,37.5,31.5,15
KBSM,39,F2,39,35.5,14.5
KBSM,390,F2,56.5,33.5,14
KBSM,391,F2,44.5,25.5,13.5
KBSM,392,F2,49.125,30,12.25
KBSM,393,F2,47,30,13.5
KBSM,394,F2,32.25,19.5,11
KBSM,395,F2,33.75,30,12.5
KBSM,396,F2,44.75,30,14
KBSM,397,F2,43,30.5,13.5
KBSM,398,F2,47.5,29.5,13
KBSM,399,F2,42.25,21,11.5
KBSM,4,F2,39.75,23.5,12
KBSM,40,F2,46,30,14.5
KBSM,400,F2,49.75,35.5,20.5
KBSM,402,F2,63.5,29.5,17
KBSM,403,F2,44.75,32,13.5
KBSM,404,F2,45.75,32,11.5
KBSM,405,F2,35.25,20.5,11
KBSM,406,F2,52.25,26.5,14
KBSM,407,F2,42.5,28,14.5
KBSM,408,F2,38,31,13.5
KBSM,409,F2,35.5,32.5,14
KBSM,41,F2,45.5,21,12
KBSM,410,F2,44.5,29.5,15.5
KBSM,411,F2,42.5,22,11
KBSM,412,F2,41,38,17
KBSM,414,F2,46.5,30,12
KBSM,415,F2,35.25,20.5,11.5
KBSM,417,F2,43.5,28,13.5
KBSM,418,F2,43.75,28.5,12.5
KBSM,419,F2,48.5,36,15.5
KBSM,42,F2,35.5,27,12
KBSM,420,F2,45.5,30,13
KBSM,421,F2,37.5,29.5,12.5
KBSM,422,F2,33.75,24,11.5
KBSM,423,F2,38.5,26.5,13
KBSM,424,F2,48.5,38,17.5
KBSM,425,F2,47.5,31,14
KBSM,426,F2,35,27,12.5
KBSM,427,F2,37.25,23.5,11
KBSM,428,F2,41.5,30.5,14.5
KBSM,429,F2,40,25,14
KBSM,43,F2,41.25,28.5,13
KBSM,431,F2,44.25,33,15
KBSM,432,F2,46.25,27,17
KBSM,433,F2,46.5,33.5,15
KBSM,434,F2,40.25,23,12
KBSM,435,F2,52.5,37,17
KBSM,436,F2,49.25,30.5,13.5
KBSM,438,F2,37.25,23.5,10.5
KBSM,439,F2,38.25,23,12
KBSM,44,F2,31.25,25.5,13
KBSM,440,F2,42.5,28,12
KBSM,442,F2,43.5,28,13.5
KBSM,443,F2,39.25,34,14
KBSM,444,F2,43,26.5,13.5
KBSM,445,F2,32.25,24,11
KBSM,446,F2,38.75,29,12
KBSM,447,F2,46,42,13
KBSM,448,F2,39.75,29.5,11.5
KBSM,449,F2,30.75,24.5,14
KBSM,450,F2,41.25,22.5,15.5
KBSM,451,F2,42.75,24,12
KBSM,452,F2,43.25,33,13
KBSM,453,F2,43.25,32.5,14.5
KBSM,455,F2,41.5,26,13
KBSM,456,F2,54.5,28,13
KBSM,457,F2,48.75,33.5,21
KBSM,458,F2,45,35.5,14
KBSM,459,F2,47.5,27,13.5
KBSM,46,F2,42.75,30,14
KBSM,460,F2,44,31.5,14
KBSM,461,F2,50,30,22.5
KBSM,462,F2,38.5,28,12.5
KBSM,463,F2,63.5,41,19
KBSM,464,F2,56.5,30,14.5
KBSM,465,F2,53.625,30.75,15.75
KBSM,466,F2,38.5,33,14
KBSM,467,F2,39,23.5,14.5
KBSM,468,F2,47.5,26.5,14.5
KBSM,469,F2,46.25,28.5,12
KBSM,470,F2,45.25,28,14
KBSM,471,F2,47,37,14
KBSM,472,F2,39.5,29.5,12.5
KBSM,473,F2,44.25,34.5,16.5
KBSM,475,F2,53.25,24.5,12
KBSM,476,F2,51.5,27.5,13.5
KBSM,477,F2,33,28.5,11
KBSM,478,F2,39.5,27.5,12
KBSM,479,F2,44,30,14
KBSM,48,F2,41.5,26.5,14.5
KBSM,480,F2,45.75,29,17
KBSM,483,F2,33.25,29,12
KBSM,484,F2,34.5,21.5,10.5
KBSM,485,F2,44.75,30,15.5
KBSM,487,F2,32.75,37.5,12.5
KBSM,488,F2,37,23,11
KBSM,489,F2,50.75,26,13.5
KBSM,490,F2,43.5,36.5,14
KBSM,491,F2,49.25,33.5,12.5
KBSM,492,F2,38.5,27.5,13
KBSM,493,F2,37.75,20.5,9.5
KBSM,494,F2,41.75,33.5,17.5
KBSM,495,F2,39.5,39.5,15.5
KBSM,496,F2,47,32,16.5
KBSM,497,F2,41.25,22.5,14
KBSM,498,F2,41,29.5,13.5
KBSM,5,F2,45.5,28.5,13
KBSM,500,F2,41.5,25,14
KBSM,501,F2,38.75,25,11
KBSM,502,F2,41.75,32.5,15
KBSM,503,F2,41.5,27,15.5
KBSM,505,F2,50.25,29.5,14
KBSM,506,F2,62,32.5,13.5
KBSM,507,F2,48.5,36.5,17
KBSM,508,F2,41.75,33.5,14
KBSM,510,F2,37.75,23.5,11
KBSM,511,F2,50,34,13
KBSM,512,F2,43.25,22,12
KBSM,513,F2,46,22,13
KBSM,515,F2,31.75,17.5,12
KBSM,516,F2,42.5,31.5,12.5
KBSM,517,F2,42.5,27.5,15.5
KBSM,52,F2,39,19.5,12
KBSM,520,F2,46.5,28.5,18.5
KBSM,521,F2,43,22.5,11
KBSM,522,F2,53.5,23.5,12.5
KBSM,523,F2,48,24.5,14.5
KBSM,524,F2,43.5,30,16.5
KBSM,525,F2,45.5,28,14
KBSM,526,F2,35.75,24.5,11.5
KBSM,527,F2,41.5,28,13
KBSM,529,F2,46.75,27.5,13.5
KBSM,53,F2,31.5,29.5,13.5
KBSM,530,F2,37.5,30.5,12
KBSM,531,F2,34.25,27,15
KBSM,532,F2,42.75,22,16
KBSM,533,F2,29.75,19.5,8.5
KBSM,534,F2,33.75,23.5,11
KBSM,535,F2,48.5,35,16
KBSM,536,F2,46,28,13
KBSM,537,F2,45.25,34,15
