"SITE","LINE","FL50","HT","SITE2"
"CLMB",371,"207","152","CLMB"
"CLMB",372,"*","*","CLMB"
"CLMB",373,"197","150","CLMB"
"CLMB",374,"204","154","CLMB"
"CLMB",375,"221","140","CLMB"
"CLMB",376,"*","*","CLMB"
"CLMB",377,"202","166","CLMB"
"CLMB",378,"221","172","CLMB"
"CLMB",379,"209","161","CLMB"
"CLMB",380,"200","160","CLMB"
"CLMB",381,"197","137","CLMB"
"CLMB",382,"193","168","CLMB"
"CLMB",383,"200","171","CLMB"
"CLMB",384,"*","*","CLMB"
"CLMB",386,"200","146","CLMB"
"CLMB",388,"187","161","CLMB"
"CLMB",389,"202","156","CLMB"
"CLMB",390,"209","154","CLMB"
"CLMB",391,"*","*","CLMB"
"CLMB",392,"193","151","CLMB"
"CLMB",393,"207","166","CLMB"
"CLMB",394,"*","*","CLMB"
"CLMB",395,"193","164","CLMB"
"CLMB",396,"200","136","CLMB"
"CLMB",397,"204","157","CLMB"
"CLMB",398,"200","139","CLMB"
"CLMB",399,"179","155","CLMB"
"CLMB",400,"204","161","CLMB"
"CLMB",402,"207","174","CLMB"
"CLMB",403,"187","133","CLMB"
"CLMB",404,"181","138","CLMB"
"KBSM",1,"193","135","KBSM"
"KBSM",2,"207","150","KBSM"
"KBSM",3,"195","160","KBSM"
"KBSM",4,"214","170","KBSM"
"KBSM",5,"195","170","KBSM"
"KBSM",7,"197","140","KBSM"
"KBSM",8,"207","135","KBSM"
"KBSM",9,"195","150","KBSM"
"KBSM",10,"193","135","KBSM"
"KBSM",11,"209","150","KBSM"
"KBSM",12,"204","150","KBSM"
"KBSM",13,"*","*","KBSM"
"KBSM",14,"202","125","KBSM"
"KBSM",15,"221","195","KBSM"
"KBSM",16,"*","*","KBSM"
"KBSM",17,"209","205","KBSM"
"KBSM",18,"193","150","KBSM"
"KBSM",19,"202","165","KBSM"
"KBSM",20,"195","160","KBSM"
"KBSM",21,"*","*","KBSM"
"KBSM",22,"193","140","KBSM"
"KBSM",23,"214","175","KBSM"
"KBSM",24,"*","*","KBSM"
"KBSM",25,"207","150","KBSM"
"KBSM",26,"211","180","KBSM"
"KBSM",27,"*","*","KBSM"
"KBSM",28,"197","165","KBSM"
"KBSM",29,"202","145","KBSM"
"KBSM",30,"211","150","KBSM"
"KBSM",31,"193","150","KBSM"
"KBSM",32,"204","200","KBSM"
"KBSM",33,"190","150","KBSM"
"KBSM",34,"200","155","KBSM"
"KBSM",35,"209","150","KBSM"
"KBSM",36,"209","180","KBSM"
"KBSM",37,"214","165","KBSM"
"KBSM",38,"197","160","KBSM"
"KBSM",39,"197","145","KBSM"
"KBSM",40,"202","180","KBSM"
"KBSM",41,"209","150","KBSM"
"KBSM",42,"193","160","KBSM"
"KBSM",43,"209","170","KBSM"
"KBSM",44,"207","160","KBSM"
"KBSM",45,"*","*","KBSM"
"KBSM",46,"200","175","KBSM"
"KBSM",47,"*","*","KBSM"
"KBSM",48,"195","150","KBSM"
"KBSM",49,"*","*","KBSM"
"KBSM",50,"*","*","KBSM"
"KBSM",52,"190","140","KBSM"
"KBSM",53,"200","145","KBSM"
"KBSM",54,"214","165","KBSM"
"KBSM",55,"190","155","KBSM"
"KBSM",56,"197","160","KBSM"
"KBSM",57,"197","170","KBSM"
"KBSM",58,"*","*","KBSM"
"KBSM",59,"*","*","KBSM"
"KBSM",60,"*","*","KBSM"
"KBSM",61,"204","205","KBSM"
"KBSM",62,"204","170","KBSM"
"KBSM",63,"*","*","KBSM"
"KBSM",64,"200","155","KBSM"
"KBSM",65,"200","150","KBSM"
"KBSM",66,"214","205","KBSM"
"KBSM",67,"202","160","KBSM"
"KBSM",68,"200","165","KBSM"
"KBSM",69,"214","180","KBSM"
"KBSM",70,"216","165","KBSM"
"KBSM",71,"*","*","KBSM"
"KBSM",72,"195","140","KBSM"
"KBSM",73,"200","175","KBSM"
"KBSM",74,"209","205","KBSM"
"KBSM",75,"*","*","KBSM"
"KBSM",76,"*","*","KBSM"
"KBSM",77,"*","*","KBSM"
"KBSM",78,"193","170","KBSM"
"KBSM",79,"207","180","KBSM"
"KBSM",80,"200","140","KBSM"
"KBSM",81,"200","150","KBSM"
"KBSM",83,"209","160","KBSM"
"KBSM",84,"*","*","KBSM"
"KBSM",85,"195","150","KBSM"
"KBSM",86,"209","160","KBSM"
"KBSM",87,"197","145","KBSM"
"KBSM",88,"209","170","KBSM"
"KBSM",89,"197","160","KBSM"
"KBSM",90,"214","160","KBSM"
"KBSM",91,"218","180","KBSM"
"KBSM",93,"207","165","KBSM"
"KBSM",94,"193","150","KBSM"
"KBSM",95,"209","180","KBSM"
"KBSM",96,"193","130","KBSM"
"KBSM",97,"202","180","KBSM"
"KBSM",98,"*","*","KBSM"
"KBSM",99,"207","145","KBSM"
"KBSM",100,"209","170","KBSM"
"KBSM",101,"202","155","KBSM"
"KBSM",102,"*","*","KBSM"
"KBSM",103,"207","150","KBSM"
"KBSM",104,"197","170","KBSM"
"KBSM",105,"209","190","KBSM"
"KBSM",106,"200","160","KBSM"
"KBSM",107,"204","165","KBSM"
"KBSM",108,"*","*","KBSM"
"KBSM",110,"193","180","KBSM"
"KBSM",111,"193","140","KBSM"
"KBSM",112,"202","160","KBSM"
"KBSM",113,"*","*","KBSM"
"KBSM",114,"207","170","KBSM"
"KBSM",115,"218","170","KBSM"
"KBSM",116,"200","165","KBSM"
"KBSM",117,"207","165","KBSM"
"KBSM",118,"200","170","KBSM"
"KBSM",119,"218","150","KBSM"
"KBSM",120,"*","*","KBSM"
"KBSM",122,"211","145","KBSM"
"KBSM",123,"223","160","KBSM"
"KBSM",125,"200","165","KBSM"
"KBSM",126,"193","120","KBSM"
"KBSM",127,"187","160","KBSM"
"KBSM",128,"193","135","KBSM"
"KBSM",130,"200","175","KBSM"
"KBSM",131,"193","160","KBSM"
"KBSM",132,"200","190","KBSM"
"KBSM",134,"209","160","KBSM"
"KBSM",135,"200","170","KBSM"
"KBSM",136,"214","165","KBSM"
"KBSM",137,"202","170","KBSM"
"KBSM",138,"*","*","KBSM"
"KBSM",139,"193","130","KBSM"
"KBSM",141,"*","*","KBSM"
"KBSM",142,"204","160","KBSM"
"KBSM",143,"216","185","KBSM"
"KBSM",144,"193","175","KBSM"
"KBSM",145,"207","175","KBSM"
"KBSM",146,"*","*","KBSM"
"KBSM",147,"202","165","KBSM"
"KBSM",148,"202","150","KBSM"
"KBSM",150,"195","140","KBSM"
"KBSM",151,"202","155","KBSM"
"KBSM",152,"200","145","KBSM"
"KBSM",153,"209","175","KBSM"
"KBSM",154,"209","165","KBSM"
"KBSM",155,"200","185","KBSM"
"KBSM",156,"204","165","KBSM"
"KBSM",157,"200","135","KBSM"
"KBSM",158,"193","125","KBSM"
"KBSM",159,"202","165","KBSM"
"KBSM",160,"*","*","KBSM"
"KBSM",161,"200","150","KBSM"
"KBSM",163,"197","140","KBSM"
"KBSM",164,"207","165","KBSM"
"KBSM",165,"*","*","KBSM"
"KBSM",166,"214","205","KBSM"
"KBSM",167,"200","160","KBSM"
"KBSM",168,"207","170","KBSM"
"KBSM",169,"*","*","KBSM"
"KBSM",170,"197","145","KBSM"
"KBSM",171,"200","145","KBSM"
"KBSM",172,"202","180","KBSM"
"KBSM",173,"193","150","KBSM"
"KBSM",174,"200","160","KBSM"
"KBSM",175,"207","200","KBSM"
"KBSM",176,"200","175","KBSM"
"KBSM",177,"209","185","KBSM"
"KBSM",178,"197","170","KBSM"
"KBSM",179,"*","*","KBSM"
"KBSM",180,"*","*","KBSM"
"KBSM",181,"*","*","KBSM"
"KBSM",182,"207","200","KBSM"
"KBSM",184,"197","160","KBSM"
"KBSM",185,"193","140","KBSM"
"KBSM",186,"*","*","KBSM"
"KBSM",187,"211","175","KBSM"
"KBSM",188,"209","160","KBSM"
"KBSM",189,"202","200","KBSM"
"KBSM",190,"193","155","KBSM"
"KBSM",191,"197","175","KBSM"
"KBSM",192,"*","*","KBSM"
"KBSM",193,"214","205","KBSM"
"KBSM",194,"221","165","KBSM"
"KBSM",195,"202","160","KBSM"
"KBSM",196,"214","205","KBSM"
"KBSM",197,"202","185","KBSM"
"KBSM",198,"200","170","KBSM"
"KBSM",199,"202","170","KBSM"
"KBSM",200,"200","185","KBSM"
"KBSM",201,"200","135","KBSM"
"KBSM",202,"*","*","KBSM"
"KBSM",203,"200","145","KBSM"
"KBSM",204,"216","150","KBSM"
"KBSM",205,"200","130","KBSM"
"KBSM",206,"*","*","KBSM"
"KBSM",207,"193","160","KBSM"
"KBSM",208,"211","125","KBSM"
"KBSM",209,"*","*","KBSM"
"KBSM",210,"214","180","KBSM"
"KBSM",211,"*","*","KBSM"
"KBSM",212,"*","*","KBSM"
"KBSM",213,"214","190","KBSM"
"KBSM",214,"214","165","KBSM"
"KBSM",215,"214","175","KBSM"
"KBSM",216,"211","190","KBSM"
"KBSM",217,"193","140","KBSM"
"KBSM",218,"209","155","KBSM"
"KBSM",219,"*","*","KBSM"
"KBSM",220,"*","*","KBSM"
"KBSM",221,"214","175","KBSM"
"KBSM",222,"207","190","KBSM"
"KBSM",223,"209","175","KBSM"
"KBSM",224,"209","200","KBSM"
"KBSM",225,"*","*","KBSM"
"KBSM",226,"214","155","KBSM"
"KBSM",227,"202","130","KBSM"
"KBSM",228,"202","160","KBSM"
"KBSM",229,"200","170","KBSM"
"KBSM",230,"190","160","KBSM"
"KBSM",231,"*","*","KBSM"
"KBSM",232,"195","165","KBSM"
"KBSM",233,"*","*","KBSM"
"KBSM",234,"209","205","KBSM"
"KBSM",235,"200","145","KBSM"
"KBSM",236,"202","160","KBSM"
"KBSM",237,"202","180","KBSM"
"KBSM",238,"*","*","KBSM"
"KBSM",239,"214","200","KBSM"
"KBSM",240,"*","*","KBSM"
"KBSM",241,"*","*","KBSM"
"KBSM",242,"195","145","KBSM"
"KBSM",243,"195","145","KBSM"
"KBSM",244,"200","195","KBSM"
"KBSM",245,"207","180","KBSM"
"KBSM",246,"197","160","KBSM"
"KBSM",247,"214","170","KBSM"
"KBSM",248,"214","185","KBSM"
"KBSM",249,"202","175","KBSM"
"KBSM",250,"207","170","KBSM"
"KBSM",251,"209","160","KBSM"
"KBSM",252,"204","165","KBSM"
"KBSM",253,"*","*","KBSM"
"KBSM",254,"200","150","KBSM"
"KBSM",255,"195","150","KBSM"
"KBSM",256,"221","200","KBSM"
"KBSM",257,"228","160","KBSM"
"KBSM",258,"193","145","KBSM"
"KBSM",259,"200","145","KBSM"
"KBSM",260,"200","150","KBSM"
"KBSM",261,"*","*","KBSM"
"KBSM",262,"*","*","KBSM"
"KBSM",263,"214","170","KBSM"
"KBSM",264,"207","190","KBSM"
"KBSM",265,"195","160","KBSM"
"KBSM",266,"*","*","KBSM"
"KBSM",267,"200","160","KBSM"
"KBSM",268,"195","130","KBSM"
"KBSM",269,"*","*","KBSM"
"KBSM",270,"197","175","KBSM"
"KBSM",271,"*","*","KBSM"
"KBSM",272,"200","160","KBSM"
"KBSM",273,"207","170","KBSM"
"KBSM",274,"211","155","KBSM"
"KBSM",275,"200","145","KBSM"
"KBSM",276,"202","170","KBSM"
"KBSM",277,"211","150","KBSM"
"KBSM",278,"*","*","KBSM"
"KBSM",279,"200","150","KBSM"
"KBSM",280,"*","*","KBSM"
"KBSM",281,"197","130","KBSM"
"KBSM",282,"*","*","KBSM"
"KBSM",283,"207","140","KBSM"
"KBSM",284,"195","150","KBSM"
"KBSM",285,"209","180","KBSM"
"KBSM",286,"197","150","KBSM"
"KBSM",287,"214","150","KBSM"
"KBSM",288,"*","*","KBSM"
"KBSM",289,"209","175","KBSM"
"KBSM",290,"*","*","KBSM"
"KBSM",291,"*","*","KBSM"
"KBSM",292,"195","150","KBSM"
"KBSM",293,"197","145","KBSM"
"KBSM",294,"193","145","KBSM"
"KBSM",296,"207","175","KBSM"
"KBSM",297,"207","145","KBSM"
"KBSM",298,"195","130","KBSM"
"KBSM",299,"209","180","KBSM"
"KBSM",300,"207","170","KBSM"
"KBSM",301,"195","150","KBSM"
"KBSM",302,"190","140","KBSM"
"KBSM",303,"207","200","KBSM"
"KBSM",304,"207","175","KBSM"
"KBSM",305,"197","170","KBSM"
"KBSM",306,"200","165","KBSM"
"KBSM",307,"204","165","KBSM"
"KBSM",308,"207","165","KBSM"
"KBSM",310,"209","150","KBSM"
"KBSM",311,"*","*","KBSM"
"KBSM",312,"211","180","KBSM"
"KBSM",313,"200","170","KBSM"
"KBSM",314,"190","140","KBSM"
"KBSM",315,"202","165","KBSM"
"KBSM",316,"*","*","KBSM"
"KBSM",317,"197.5","160","KBSM"
"KBSM",318,"207","160","KBSM"
"KBSM",319,"*","*","KBSM"
"KBSM",320,"202","180","KBSM"
"KBSM",322,"204","155","KBSM"
"KBSM",323,"200","160","KBSM"
"KBSM",324,"195","160","KBSM"
"KBSM",325,"207","180","KBSM"
"KBSM",326,"209","160","KBSM"
"KBSM",327,"*","*","KBSM"
"KBSM",328,"207","200","KBSM"
"KBSM",330,"200","170","KBSM"
"KBSM",332,"200","140","KBSM"
"KBSM",333,"218","180","KBSM"
"KBSM",334,"207","175","KBSM"
"KBSM",335,"207","170","KBSM"
"KBSM",336,"216","170","KBSM"
"KBSM",337,"193","140","KBSM"
"KBSM",338,"207","190","KBSM"
"KBSM",339,"204","160","KBSM"
"KBSM",340,"*","*","KBSM"
"KBSM",341,"195","145","KBSM"
"KBSM",342,"190","160","KBSM"
"KBSM",343,"195","140","KBSM"
"KBSM",344,"*","*","KBSM"
"KBSM",345,"195","135","KBSM"
"KBSM",346,"195","150","KBSM"
"KBSM",347,"200","130","KBSM"
"KBSM",349,"202","160","KBSM"
"KBSM",350,"209","185","KBSM"
"KBSM",352,"202","160","KBSM"
"KBSM",353,"202","180","KBSM"
"KBSM",354,"207","155","KBSM"
"KBSM",355,"*","*","KBSM"
"KBSM",356,"195","170","KBSM"
"KBSM",358,"195","160","KBSM"
"KBSM",359,"209","180","KBSM"
"KBSM",360,"197","165","KBSM"
"KBSM",361,"204","165","KBSM"
"KBSM",362,"*","*","KBSM"
"KBSM",363,"207","165","KBSM"
"KBSM",364,"202","170","KBSM"
"KBSM",365,"195","165","KBSM"
"KBSM",366,"207","175","KBSM"
"KBSM",367,"202","160","KBSM"
"KBSM",368,"*","*","KBSM"
"KBSM",369,"200","200","KBSM"
"KBSM",370,"209","180","KBSM"
"KBSM",371,"209","165","KBSM"
"KBSM",372,"209","145","KBSM"
"KBSM",373,"202","155","KBSM"
"KBSM",374,"202","155","KBSM"
"KBSM",375,"209","165","KBSM"
"KBSM",376,"*","*","KBSM"
"KBSM",377,"*","*","KBSM"
"KBSM",378,"209","210","KBSM"
"KBSM",379,"214","210","KBSM"
"KBSM",380,"207","155","KBSM"
"KBSM",381,"204","155","KBSM"
"KBSM",382,"200","170","KBSM"
"KBSM",383,"211","160","KBSM"
"KBSM",384,"190","130","KBSM"
"KBSM",386,"200","180","KBSM"
"KBSM",388,"195","170","KBSM"
"KBSM",389,"207","180","KBSM"
"KBSM",390,"211","190","KBSM"
"KBSM",391,"190","150","KBSM"
"KBSM",392,"212.5","140","KBSM"
"KBSM",393,"207","170","KBSM"
"KBSM",394,"190","120","KBSM"
"KBSM",395,"204","160","KBSM"
"KBSM",396,"202","160","KBSM"
"KBSM",397,"207","150","KBSM"
"KBSM",398,"202","160","KBSM"
"KBSM",399,"195","145","KBSM"
"KBSM",400,"207","180","KBSM"
"KBSM",402,"207","160","KBSM"
"KBSM",403,"197","145","KBSM"
"KBSM",404,"200","140","KBSM"
"KING",1,"111","80","KING"
"KING",2,"*","*","KING"
"KING",3,"117","125","KING"
"KING",4,"111","95","KING"
"KING",5,"117","125","KING"
"KING",7,"*","*","KING"
"KING",8,"117","110","KING"
"KING",9,"113","115","KING"
"KING",10,"111","90","KING"
"KING",11,"158","100","KING"
"KING",12,"113","90","KING"
"KING",13,"111","110","KING"
"KING",14,"*","*","KING"
"KING",15,"123","130","KING"
"KING",16,"113","115","KING"
"KING",17,"113","135","KING"
"KING",18,"111","105","KING"
"KING",19,"113","105","KING"
"KING",20,"111","*","KING"
"KING",21,"*","*","KING"
"KING",22,"111","100","KING"
"KING",23,"113","150","KING"
"KING",24,"*","*","KING"
"KING",25,"127","100","KING"
"KING",26,"125","140","KING"
"KING",27,"113","90","KING"
"KING",28,"113","120","KING"
"KING",29,"111","90","KING"
"KING",30,"113","90","KING"
"KING",31,"111","105","KING"
"KING",32,"111","145","KING"
"KING",33,"113","120","KING"
"KING",34,"120","115","KING"
"KING",35,"113","110","KING"
"KING",36,"111","140","KING"
"KING",37,"111","115","KING"
"KING",38,"111","120","KING"
"KING",39,"112","90","KING"
"KING",40,"158","145","KING"
"KING",41,"111","110","KING"
"KING",42,"111","115","KING"
"KING",43,"113","125","KING"
"KING",44,"113","110","KING"
"KING",45,"111","100","KING"
"KING",46,"111","120","KING"
"KING",47,"*","*","KING"
"KING",48,"117","125","KING"
"KING",49,"111","120","KING"
"KING",50,"111","95","KING"
"KING",52,"*","*","KING"
"KING",53,"113","100","KING"
"KING",54,"120","120","KING"
"KING",55,"112","132.5","KING"
"KING",56,"117","115","KING"
"KING",57,"111","90","KING"
"KING",58,"111","130","KING"
"KING",59,"*","*","KING"
"KING",60,"*","*","KING"
"KING",61,"111","120","KING"
"KING",62,"123","135","KING"
"KING",63,"113","120","KING"
"KING",64,"111","110","KING"
"KING",65,"130","120","KING"
"KING",66,"111","140","KING"
"KING",67,"118","100","KING"
"KING",68,"113","135","KING"
"KING",69,"117","100","KING"
"KING",70,"117","120","KING"
"KING",71,"112","115","KING"
"KING",72,"123","100","KING"
"KING",73,"111","130","KING"
"KING",74,"125","140","KING"
"KING",75,"111","137.5","KING"
"KING",76,"118","100","KING"
"KING",77,"113","115","KING"
"KING",78,"*","*","KING"
"KING",79,"120","105","KING"
"KING",80,"111","110","KING"
"KING",81,"111","120","KING"
"KING",83,"125","135","KING"
"KING",84,"113","85","KING"
"KING",85,"111","115","KING"
"KING",86,"111","115","KING"
"KING",87,"111","85","KING"
"KING",88,"120","125","KING"
"KING",89,"120","100","KING"
"KING",90,"123.5","102.5","KING"
"KING",91,"148","160","KING"
"KING",93,"113","127.5","KING"
"KING",94,"111","120","KING"
"KING",95,"*","*","KING"
"KING",96,"111","105","KING"
"KING",97,"123","125","KING"
"KING",98,"111","135","KING"
"KING",99,"113","60","KING"
"KING",100,"111","85","KING"
"KING",101,"117","115","KING"
"KING",102,"111","90","KING"
"KING",103,"113","115","KING"
"KING",104,"113","115","KING"
"KING",105,"134","125","KING"
"KING",106,"115.5","117.5","KING"
"KING",107,"111","105","KING"
"KING",108,"111","105","KING"
"KING",110,"111","135","KING"
"KING",111,"111","100","KING"
"KING",112,"113","105","KING"
"KING",113,"120","127.5","KING"
"KING",114,"127","110","KING"
"KING",115,"113","140","KING"
"KING",116,"112","112.5","KING"
"KING",117,"111","110","KING"
"KING",118,"111","95","KING"
"KING",119,"123","110","KING"
"KING",120,"117","125","KING"
"KING",122,"113","115","KING"
"KING",123,"113","105","KING"
"KING",125,"111","100","KING"
"KING",126,"113","90","KING"
"KING",127,"111","115","KING"
"KING",128,"113","110","KING"
"KING",130,"111","140","KING"
"KING",131,"113","130","KING"
"KING",132,"117","125","KING"
"KING",134,"125","135","KING"
"KING",135,"113","135","KING"
"KING",136,"125","135","KING"
"KING",137,"*","*","KING"
"KING",138,"111","120","KING"
"KING",139,"117","100","KING"
"KING",141,"125","120","KING"
"KING",142,"111","80","KING"
"KING",143,"111","150","KING"
"KING",144,"117","115","KING"
"KING",145,"120","90","KING"
"KING",146,"117","110","KING"
"KING",147,"111","115","KING"
"KING",148,"*","*","KING"
"KING",150,"111","120","KING"
"KING",151,"120","*","KING"
"KING",152,"111","100","KING"
"KING",153,"134","140","KING"
"KING",154,"127","120","KING"
"KING",155,"113","125","KING"
"KING",156,"111","85","KING"
"KING",157,"111","120","KING"
"KING",158,"111","95","KING"
"KING",159,"117","115","KING"
"KING",160,"111","120","KING"
"KING",161,"125","130","KING"
"KING",163,"*","*","KING"
"KING",164,"*","*","KING"
"KING",165,"111","115","KING"
"KING",166,"127","165","KING"
"KING",167,"111","125","KING"
"KING",168,"*","*","KING"
"KING",169,"111","130","KING"
"KING",170,"127","120","KING"
"KING",171,"111","105","KING"
"KING",172,"130","115","KING"
"KING",173,"111","110","KING"
"KING",174,"111","120","KING"
"KING",175,"111","125","KING"
"KING",176,"120","130","KING"
"KING",177,"112","130","KING"
"KING",178,"120","130","KING"
"KING",179,"117","130","KING"
"KING",180,"117","120","KING"
"KING",181,"*","*","KING"
"KING",182,"114","105","KING"
"KING",184,"123","90","KING"
"KING",185,"111","120","KING"
"KING",186,"125","110","KING"
"KING",187,"111","105","KING"
"KING",188,"113","145","KING"
"KING",189,"111","105","KING"
"KING",190,"111","90","KING"
"KING",191,"111","135","KING"
"KING",192,"111","115","KING"
"KING",193,"113","135","KING"
"KING",194,"120","110","KING"
"KING",195,"111","90","KING"
"KING",196,"134","150","KING"
"KING",197,"111","120","KING"
"KING",198,"117","130","KING"
"KING",199,"127","120","KING"
"KING",200,"113","110","KING"
"KING",201,"111","110","KING"
"KING",202,"111","100","KING"
"KING",203,"113","105","KING"
"KING",204,"*","*","KING"
"KING",205,"118.5","110","KING"
"KING",206,"*","*","KING"
"KING",207,"130","105","KING"
"KING",208,"*","*","KING"
"KING",209,"113","115","KING"
"KING",210,"117","90","KING"
"KING",211,"*","*","KING"
"KING",212,"111","105","KING"
"KING",213,"123","95","KING"
"KING",214,"113","120","KING"
"KING",215,"127","130","KING"
"KING",216,"111","100","KING"
"KING",217,"111","125","KING"
"KING",218,"113","115","KING"
"KING",219,"123","115","KING"
"KING",220,"111","125","KING"
"KING",221,"112","80","KING"
"KING",222,"113","110","KING"
"KING",223,"113","115","KING"
"KING",224,"120","145","KING"
"KING",225,"144","120","KING"
"KING",226,"111","110","KING"
"KING",227,"127","115","KING"
"KING",228,"111","97.5","KING"
"KING",229,"113","135","KING"
"KING",230,"111","125","KING"
"KING",231,"113","90","KING"
"KING",232,"111","120","KING"
"KING",233,"*","*","KING"
"KING",234,"113","130","KING"
"KING",235,"*","*","KING"
"KING",236,"113","120","KING"
"KING",237,"113","130","KING"
"KING",238,"127","125","KING"
"KING",239,"111","140","KING"
"KING",240,"111","110","KING"
"KING",241,"113","135","KING"
"KING",242,"113","105","KING"
"KING",243,"113","125","KING"
"KING",244,"120","135","KING"
"KING",245,"127","110","KING"
"KING",246,"*","*","KING"
"KING",247,"111","120","KING"
"KING",248,"123","135","KING"
"KING",249,"113","102.5","KING"
"KING",250,"111","125","KING"
"KING",251,"111","125","KING"
"KING",252,"111","120","KING"
"KING",253,"111","145","KING"
"KING",254,"111","110","KING"
"KING",255,"123","110","KING"
"KING",256,"125","130","KING"
"KING",257,"115","107.5","KING"
"KING",258,"111","120","KING"
"KING",259,"111","120","KING"
"KING",260,"120","110","KING"
"KING",261,"123","90","KING"
"KING",262,"123","125","KING"
"KING",263,"111","125","KING"
"KING",264,"113","130","KING"
"KING",265,"119","105","KING"
"KING",266,"117","125","KING"
"KING",267,"134","140","KING"
"KING",268,"*","*","KING"
"KING",269,"113","95","KING"
"KING",270,"113","135","KING"
"KING",271,"113","120","KING"
"KING",272,"111","95","KING"
"KING",273,"*","*","KING"
"KING",274,"127","125","KING"
"KING",275,"111","110","KING"
"KING",276,"111","*","KING"
"KING",277,"113","110","KING"
"KING",278,"113","110","KING"
"KING",279,"115","122.5","KING"
"KING",280,"111","130","KING"
"KING",281,"111","115","KING"
"KING",282,"139","110","KING"
"KING",283,"111","120","KING"
"KING",284,"123","140","KING"
"KING",285,"113","120","KING"
"KING",286,"113","110","KING"
"KING",287,"*","*","KING"
"KING",288,"111","115","KING"
"KING",289,"127","110","KING"
"KING",290,"127","95","KING"
"KING",291,"127","155","KING"
"KING",292,"111","110","KING"
"KING",293,"111","100","KING"
"KING",294,"111","120","KING"
"KING",296,"117","100","KING"
"KING",297,"111","125","KING"
"KING",298,"113","95","KING"
"KING",299,"132","100","KING"
"KING",300,"139","120","KING"
"KING",301,"111","107.5","KING"
"KING",302,"111","105","KING"
"KING",303,"113","145","KING"
"KING",304,"123","135","KING"
"KING",305,"112","97.5","KING"
"KING",306,"111","90","KING"
"KING",307,"111","95","KING"
"KING",308,"113","115","KING"
"KING",310,"113","100","KING"
"KING",311,"111","115","KING"
"KING",312,"120","130","KING"
"KING",313,"117","110","KING"
"KING",314,"111","110","KING"
"KING",315,"127","115","KING"
"KING",316,"*","*","KING"
"KING",317,"117","110","KING"
"KING",318,"120","135","KING"
"KING",319,"111","125","KING"
"KING",320,"117","135","KING"
"KING",322,"117","140","KING"
"KING",323,"113","115","KING"
"KING",324,"117","110","KING"
"KING",325,"125","120","KING"
"KING",326,"111","110","KING"
"KING",327,"111","85","KING"
"KING",328,"113","130","KING"
"KING",330,"111","115","KING"
"KING",332,"111","100","KING"
"KING",333,"113","100","KING"
"KING",334,"121.5","125","KING"
"KING",335,"*","*","KING"
"KING",336,"123","105","KING"
"KING",337,"130","100","KING"
"KING",338,"111","120","KING"
"KING",339,"113","85","KING"
"KING",340,"113","95","KING"
"KING",341,"113","100","KING"
"KING",342,"111","115","KING"
"KING",343,"111","100","KING"
"KING",344,"158","120","KING"
"KING",345,"111","90","KING"
"KING",346,"113","115","KING"
"KING",347,"111","90","KING"
"KING",349,"111","125","KING"
"KING",350,"120","130","KING"
"KING",352,"123","135","KING"
"KING",353,"130","120","KING"
"KING",354,"113","100","KING"
"KING",355,"137","120","KING"
"KING",356,"113","110","KING"
"KING",358,"120","110","KING"
"KING",359,"123","110","KING"
"KING",360,"123","110","KING"
"KING",361,"111","85","KING"
"KING",362,"113","155","KING"
"KING",363,"111","127.5","KING"
"KING",364,"113","102.5","KING"
"KING",365,"111","130","KING"
"KING",366,"111","140","KING"
"KING",367,"113","130","KING"
"KING",368,"111","105","KING"
"KING",369,"113","125","KING"
"KING",370,"111","105","KING"
"KING",371,"113","115","KING"
"KING",372,"111","115","KING"
"KING",373,"111","110","KING"
"KING",374,"111","130","KING"
"KING",375,"117","125","KING"
"KING",376,"113","120","KING"
"KING",377,"117","*","KING"
"KING",378,"111","120","KING"
"KING",379,"117","125","KING"
"KING",380,"111","115","KING"
"KING",381,"113","115","KING"
"KING",382,"112","125","KING"
"KING",383,"112","130","KING"
"KING",384,"111","110","KING"
"KING",386,"111","105","KING"
"KING",388,"*","*","KING"
"KING",389,"125","130","KING"
"KING",390,"123","120","KING"
"KING",391,"113","102.5","KING"
"KING",392,"117","100","KING"
"KING",393,"125","145","KING"
"KING",394,"*","*","KING"
"KING",395,"120","105","KING"
"KING",396,"*","*","KING"
"KING",397,"111","120","KING"
"KING",398,"111","105","KING"
"KING",399,"*","*","KING"
"KING",400,"113","120","KING"
"KING",402,"131","125","KING"
"KING",403,"111","105","KING"
"KING",404,"125","120","KING"
"LINC",1,"187","145","LINC"
"LINC",2,"208","165","LINC"
"LINC",3,"195","165","LINC"
"LINC",4,"210","200","LINC"
"LINC",5,"196","160","LINC"
"LINC",7,"193","140","LINC"
"LINC",8,"199","140","LINC"
"LINC",9,"195","170","LINC"
"LINC",10,"*","*","LINC"
"LINC",11,"211","155","LINC"
"LINC",12,"197","165","LINC"
"LINC",13,"234","140","LINC"
"LINC",14,"194","165","LINC"
"LINC",15,"210","220","LINC"
"LINC",16,"198","180","LINC"
"LINC",17,"208","205","LINC"
"LINC",18,"192","150","LINC"
"LINC",19,"198","175","LINC"
"LINC",20,"194","165","LINC"
"LINC",21,"193","175","LINC"
"LINC",22,"189","140","LINC"
"LINC",23,"189","135","LINC"
"LINC",24,"205","175","LINC"
"LINC",25,"201","160","LINC"
