"SITE","LINE","LEN","PRM","SEC","SITE2"
"KBSM",243,"46.75","22.5","13.5","KBSM"
"KBSM",244,"45.5","33.5","16.5","KBSM"
"KBSM",245,"51.5","30.5","14","KBSM"
"KBSM",246,"54.5","34","17","KBSM"
"KBSM",247,"46.75","32","18","KBSM"
"KBSM",248,"47","31.5","16","KBSM"
"KBSM",249,"40.75","29","14.5","KBSM"
"KBSM",250,"50.75","32","13.5","KBSM"
"KBSM",251,"41.5","33","14","KBSM"
"KBSM",252,"44.5","28","13.5","KBSM"
"KBSM",253,"*","*","*","KBSM"
"KBSM",254,"49.75","23.5","12","KBSM"
"KBSM",255,"41","25","12.5","KBSM"
"KBSM",256,"42.5","35","15.5","KBSM"
"KBSM",257,"54.75","30","14","KBSM"
"KBSM",258,"40.25","21","13.5","KBSM"
"KBSM",259,"43","23.5","13","KBSM"
"KBSM",260,"46","33.5","17.5","KBSM"
"KBSM",261,"*","*","*","KBSM"
"KBSM",262,"*","*","*","KBSM"
"KBSM",263,"46","32.5","13","KBSM"
"KBSM",264,"41","25","11","KBSM"
"KBSM",265,"35.5","28","13","KBSM"
"KBSM",267,"47.75","35.5","15","KBSM"
"KBSM",268,"39.75","25.5","13","KBSM"
"KBSM",269,"*","*","*","KBSM"
"KBSM",270,"51","40.5","18","KBSM"
"KBSM",271,"*","*","*","KBSM"
"KBSM",272,"44.75","33","13.5","KBSM"
"KBSM",273,"44","24","12","KBSM"
"KBSM",274,"53.5","36.5","16.5","KBSM"
"KBSM",275,"35","25.5","11","KBSM"
"KBSM",276,"47.25","36","16.5","KBSM"
"KBSM",277,"36","27","14","KBSM"
"KBSM",278,"*","*","*","KBSM"
"KBSM",279,"44","32","16","KBSM"
"KBSM",281,"37.25","26","13","KBSM"
"KBSM",282,"*","*","*","KBSM"
"KBSM",283,"46.25","26.5","16","KBSM"
"KBSM",284,"47","29.5","10","KBSM"
"KBSM",285,"51.5","34.5","16.5","KBSM"
"KBSM",286,"43","29.5","14","KBSM"
"KBSM",287,"38.75","24.5","14.5","KBSM"
"KBSM",288,"*","*","*","KBSM"
"KBSM",289,"43.25","35","14","KBSM"
"KBSM",290,"*","*","*","KBSM"
"KBSM",292,"41.75","26.5","13","KBSM"
"KBSM",293,"37.5","22","11","KBSM"
"KBSM",294,"38.25","20","10.5","KBSM"
"KBSM",296,"44","37","15","KBSM"
"KBSM",297,"43.25","30","18","KBSM"
"KBSM",298,"39.25","33","13.5","KBSM"
"KBSM",299,"45.5","29","12","KBSM"
"KBSM",300,"42.75","26.5","13.5","KBSM"
"KBSM",301,"43.75","27","12","KBSM"
"KBSM",302,"39.5","24.5","12.5","KBSM"
"KBSM",303,"50.5","30.5","16","KBSM"
"KBSM",304,"37","23","12","KBSM"
"KBSM",305,"39.75","34","13.5","KBSM"
"KBSM",306,"47.75","28","13.5","KBSM"
"KBSM",307,"37","26","11.5","KBSM"
"KBSM",308,"49.75","31.5","14","KBSM"
"KBSM",310,"42.25","26","13.5","KBSM"
"KBSM",311,"*","*","*","KBSM"
"KBSM",312,"46.75","33","14.5","KBSM"
"KBSM",313,"45.5","32.5","13.5","KBSM"
"KBSM",314,"43.5","26","13","KBSM"
"KBSM",315,"42.25","24","13","KBSM"
"KBSM",317,"44.5","26","13.75","KBSM"
"KBSM",318,"40.25","22","10.5","KBSM"
"KBSM",319,"*","*","*","KBSM"
"KBSM",320,"54.25","30","13","KBSM"
"KBSM",322,"44.5","35.5","13.5","KBSM"
"KBSM",323,"46.25","32.5","10","KBSM"
"KBSM",324,"49.75","34","16.5","KBSM"
"KBSM",325,"37.75","31","13.5","KBSM"
"KBSM",326,"45.25","39","14","KBSM"
"KBSM",328,"50.75","34","15","KBSM"
"KBSM",330,"39","24.5","11.5","KBSM"
"KBSM",332,"43.25","28","15.5","KBSM"
"KBSM",333,"49.5","41","16.5","KBSM"
"KBSM",334,"47.9","32","14.5","KBSM"
"KBSM",335,"51.5","34","16.5","KBSM"
"KBSM",336,"53.5","34","19","KBSM"
"KBSM",337,"35.75","22","12","KBSM"
"KBSM",338,"40.5","30","14.5","KBSM"
"KBSM",339,"42.75","28","13","KBSM"
"KBSM",340,"*","*","*","KBSM"
"KBSM",341,"37","29.5","13.5","KBSM"
"KBSM",342,"46.75","21","12.5","KBSM"
"KBSM",343,"42","26","13","KBSM"
"KBSM",345,"35.75","16.5","10.5","KBSM"
"KBSM",346,"33.75","23.5","10.5","KBSM"
"KBSM",347,"40.75","29.5","16","KBSM"
"KBSM",349,"41","27.5","12.5","KBSM"
"KBSM",350,"48.25","36.5","17","KBSM"
"KBSM",352,"40.5","24.5","12.5","KBSM"
"KBSM",353,"43.75","31","13.5","KBSM"
"KBSM",354,"32.5","36.5","15","KBSM"
"KBSM",355,"*","*","*","KBSM"
"KBSM",356,"40.25","21.5","11.5","KBSM"
"KBSM",358,"42.25","28.5","13","KBSM"
"KBSM",359,"42","39","12.5","KBSM"
"KBSM",360,"37","26.5","10.5","KBSM"
"KBSM",361,"37.75","34.5","14.5","KBSM"
"KBSM",363,"42.25","28","14","KBSM"
"KBSM",364,"45.75","32","17.5","KBSM"
"KBSM",365,"49","23.5","12.5","KBSM"
"KBSM",366,"63.75","31.5","14","KBSM"
"KBSM",367,"37.25","31","11","KBSM"
"KBSM",368,"*","*","*","KBSM"
"KBSM",369,"46.5","29","14.5","KBSM"
"KBSM",370,"47.75","29","11.5","KBSM"
"KBSM",371,"48.75","32.5","17.5","KBSM"
"KBSM",372,"34.75","40.5","13.5","KBSM"
"KBSM",373,"45","22","12","KBSM"
"KBSM",374,"40.5","30.5","13","KBSM"
"KBSM",375,"48.25","33","14","KBSM"
"KBSM",377,"*","*","*","KBSM"
"KBSM",378,"52.75","33","16","KBSM"
"KBSM",379,"47","30.5","15.5","KBSM"
"KBSM",380,"45.5","31.5","21","KBSM"
"KBSM",381,"35.25","31.5","12","KBSM"
"KBSM",382,"54","26","12.5","KBSM"
"KBSM",383,"43.5","31","13","KBSM"
"KBSM",384,"36.25","25","13","KBSM"
"KBSM",386,"44.5","33","11","KBSM"
"KBSM",388,"48.5","30.5","13.5","KBSM"
"KBSM",389,"37.5","31.5","15","KBSM"
"KBSM",390,"56.5","33.5","14","KBSM"
"KBSM",391,"44.5","25.5","13.5","KBSM"
"KBSM",392,"49.125","30","12.25","KBSM"
"KBSM",393,"47","30","13.5","KBSM"
"KBSM",394,"32.25","19.5","11","KBSM"
"KBSM",395,"33.75","30","12.5","KBSM"
"KBSM",396,"44.75","30","14","KBSM"
"KBSM",397,"43","30.5","13.5","KBSM"
"KBSM",398,"47.5","29.5","13","KBSM"
"KBSM",399,"42.25","21","11.5","KBSM"
"KBSM",400,"49.75","35.5","20.5","KBSM"
"KBSM",402,"63.5","29.5","17","KBSM"
"KBSM",403,"44.75","32","13.5","KBSM"
"KBSM",404,"45.75","32","11.5","KBSM"
"PKLE",1,"29","26.5","11","PKLE"
"PKLE",2,"41.75","29.5","10.5","PKLE"
"PKLE",3,"33.5","35","8","PKLE"
"PKLE",4,"51.5","21.5","6.5","PKLE"
"PKLE",5,"42.5","27","10","PKLE"
"PKLE",7,"31.75","26.5","10","PKLE"
"PKLE",8,"55.25","33","11","PKLE"
"PKLE",9,"50","19","8.5","PKLE"
"PKLE",10,"41.5","24.5","9.5","PKLE"
"PKLE",11,"40.75","31","13.5","PKLE"
"PKLE",12,"33.25","18","5.5","PKLE"
"PKLE",13,"37.45","28","13.5","PKLE"
"PKLE",14,"40","26","9.5","PKLE"
"PKLE",15,"43","33","12.5","PKLE"
"PKLE",16,"38.75","26.5","12","PKLE"
"PKLE",17,"42.25","18.5","9","PKLE"
"PKLE",18,"38.95","24.5","10","PKLE"
"PKLE",19,"29","14.5","7","PKLE"
"PKLE",20,"41","28.5","10","PKLE"
"PKLE",21,"*","*","*","PKLE"
"PKLE",22,"*","*","*","PKLE"
"PKLE",23,"54","38","14.5","PKLE"
"PKLE",24,"*","*","*","PKLE"
"PKLE",25,"32.75","18","9","PKLE"
"PKLE",26,"34.75","24","10.5","PKLE"
"PKLE",27,"*","*","*","PKLE"
"PKLE",28,"44.25","24","9.5","PKLE"
"PKLE",29,"27","24","12","PKLE"
"PKLE",30,"38.75","23.5","11.5","PKLE"
"PKLE",31,"30","21.5","5.5","PKLE"
"PKLE",32,"34.7","19","10.5","PKLE"
"PKLE",33,"22","12.5","6.5","PKLE"
"PKLE",34,"35.5","28.5","12.5","PKLE"
"PKLE",35,"33.5","12","3.5","PKLE"
"PKLE",36,"44.25","23","7","PKLE"
"PKLE",37,"38.5","23.5","3.5","PKLE"
"PKLE",38,"30.5","25","10.5","PKLE"
"PKLE",39,"36.5","31.5","11.5","PKLE"
"PKLE",40,"37","27.5","10.5","PKLE"
"PKLE",41,"37.75","18.5","9.5","PKLE"
"PKLE",42,"41","17","6.5","PKLE"
"PKLE",43,"33.5","26.5","11","PKLE"
"PKLE",44,"27.5","22.5","8.5","PKLE"
"PKLE",46,"33.25","25","8.5","PKLE"
"PKLE",48,"41.5","19","7.5","PKLE"
"PKLE",49,"*","*","*","PKLE"
"PKLE",50,"*","*","*","PKLE"
"PKLE",52,"33","20.5","8.5","PKLE"
"PKLE",53,"23","23.5","8","PKLE"
"PKLE",54,"63","44","18.5","PKLE"
"PKLE",55,"35.25","20","10.5","PKLE"
"PKLE",56,"56.2","26","14","PKLE"
"PKLE",57,"*","*","*","PKLE"
"PKLE",59,"*","*","*","PKLE"
"PKLE",60,"*","*","*","PKLE"
"PKLE",61,"31.5","21","10.5","PKLE"
"PKLE",62,"24","31.5","8.5","PKLE"
"PKLE",63,"29.85","21","9.5","PKLE"
"PKLE",64,"*","*","*","PKLE"
"PKLE",65,"31.5","25","12.5","PKLE"
"PKLE",66,"*","*","*","PKLE"
"PKLE",67,"41.25","23","9.5","PKLE"
"PKLE",68,"54.5","25.5","8.5","PKLE"
"PKLE",69,"37.75","27","8.5","PKLE"
"PKLE",70,"22.25","17.5","6.5","PKLE"
"PKLE",71,"*","*","*","PKLE"
"PKLE",72,"38.25","29","10.5","PKLE"
"PKLE",73,"33","26.5","9","PKLE"
"PKLE",74,"*","*","*","PKLE"
"PKLE",75,"*","*","*","PKLE"
"PKLE",76,"38.5","14.5","8.5","PKLE"
"PKLE",77,"31.25","26.5","10","PKLE"
"PKLE",78,"52.5","11","5","PKLE"
"PKLE",79,"37.75","19","8.5","PKLE"
"PKLE",80,"37.5","25.5","10","PKLE"
"PKLE",81,"44.75","8.5","6","PKLE"
"PKLE",83,"46","31","12.5","PKLE"
"PKLE",84,"35.5","19.5","5","PKLE"
"PKLE",85,"31.5","11.5","5","PKLE"
"PKLE",86,"46.05","29.5","11.5","PKLE"
"PKLE",87,"40.25","22","7","PKLE"
"PKLE",88,"*","*","*","PKLE"
"PKLE",89,"31.5","28","9","PKLE"
"PKLE",90,"32","22.5","8.5","PKLE"
"PKLE",91,"50.5","41.5","14","PKLE"
"PKLE",93,"39.75","21.5","9.5","PKLE"
"PKLE",94,"*","*","*","PKLE"
"PKLE",95,"26.25","21.5","9","PKLE"
"PKLE",96,"*","*","*","PKLE"
"PKLE",97,"46.5","30","13","PKLE"
"PKLE",99,"47.75","17.5","6","PKLE"
"PKLE",100,"38.5","14","5.5","PKLE"
"PKLE",101,"31.5","20","8.5","PKLE"
"PKLE",102,"*","*","*","PKLE"
"PKLE",103,"*","*","*","PKLE"
"PKLE",104,"40.75","22","9.5","PKLE"
"PKLE",105,"41.25","26","10","PKLE"
"PKLE",106,"37.75","28","8.5","PKLE"
"PKLE",107,"32.75","22.5","11.5","PKLE"
"PKLE",110,"20.5","13.5","6","PKLE"
"PKLE",111,"40","24","10.5","PKLE"
"PKLE",112,"41.5","25.5","8.5","PKLE"
"PKLE",113,"41.25","22.5","6","PKLE"
"PKLE",114,"38.5","28.5","11.5","PKLE"
"PKLE",115,"38","23","9.5","PKLE"
"PKLE",116,"*","*","*","PKLE"
"PKLE",117,"37.5","25","9.5","PKLE"
"PKLE",118,"34.5","28","11","PKLE"
"PKLE",119,"46","34.5","11","PKLE"
"PKLE",120,"*","*","*","PKLE"
"PKLE",122,"38.75","21","8.5","PKLE"
"PKLE",123,"34.75","23","9.5","PKLE"
"PKLE",125,"35.5","20.5","9","PKLE"
"PKLE",126,"30","12.5","7","PKLE"
"PKLE",127,"26.25","22.5","10.5","PKLE"
"PKLE",128,"31.25","29","10","PKLE"
"PKLE",130,"38.25","19","10.5","PKLE"
"PKLE",131,"43","21","7","PKLE"
"PKLE",132,"39.5","24","6.5","PKLE"
"PKLE",134,"49.25","42","14","PKLE"
"PKLE",135,"35","19","9","PKLE"
"PKLE",136,"*","*","*","PKLE"
"PKLE",137,"39.75","25.5","10.5","PKLE"
"PKLE",138,"46.75","18.5","5","PKLE"
"PKLE",139,"29.45","19","9","PKLE"
"PKLE",141,"*","*","*","PKLE"
"PKLE",142,"37.5","20","6.5","PKLE"
"PKLE",143,"37.5","38.5","6.5","PKLE"
"PKLE",144,"33.75","25","10.5","PKLE"
"PKLE",145,"33","22.5","8","PKLE"
"PKLE",146,"32.5","25.5","10","PKLE"
"PKLE",147,"*","*","*","PKLE"
"PKLE",148,"51.1","11.5","7.5","PKLE"
"PKLE",150,"36.75","16","4.5","PKLE"
"PKLE",151,"41","25.5","10","PKLE"
"PKLE",152,"*","*","*","PKLE"
"PKLE",153,"36","32.5","10.5","PKLE"
"PKLE",154,"28","15.5","8","PKLE"
"PKLE",155,"34.25","28","11","PKLE"
"PKLE",156,"28","20","8.5","PKLE"
"PKLE",157,"30.75","17","8","PKLE"
"PKLE",158,"31","27.5","10","PKLE"
"PKLE",159,"*","*","*","PKLE"
"PKLE",161,"48.75","16.5","7","PKLE"
"PKLE",163,"*","*","*","PKLE"
"PKLE",164,"53.75","33.5","8","PKLE"
"PKLE",166,"56.25","28","11","PKLE"
"PKLE",167,"43.25","35","14.5","PKLE"
"PKLE",168,"*","*","*","PKLE"
"PKLE",169,"40","18","11.5","PKLE"
"PKLE",170,"47.05","27.5","12.5","PKLE"
"PKLE",171,"23.5","18.5","7","PKLE"
"PKLE",172,"50.5","19","9","PKLE"
"PKLE",173,"57.75","26","7.5","PKLE"
"PKLE",174,"39","22.5","8.5","PKLE"
"PKLE",175,"59.75","29.5","8.5","PKLE"
"PKLE",176,"52","29","15","PKLE"
"PKLE",177,"38","24","9","PKLE"
"PKLE",178,"54","27","8.5","PKLE"
"PKLE",179,"*","*","*","PKLE"
"PKLE",180,"*","*","*","PKLE"
"PKLE",181,"*","*","*","PKLE"
"PKLE",182,"33.5","23","12.5","PKLE"
"PKLE",184,"45.5","26.5","12.5","PKLE"
"PKLE",185,"29","23.5","11.5","PKLE"
"PKLE",186,"*","*","*","PKLE"
"PKLE",187,"35.75","24","10","PKLE"
"PKLE",188,"38.5","31.5","12","PKLE"
"PKLE",189,"*","*","*","PKLE"
"PKLE",190,"*","*","*","PKLE"
"PKLE",191,"30.75","30.5","10","PKLE"
"PKLE",192,"*","*","*","PKLE"
"PKLE",193,"52.25","31","7.5","PKLE"
"PKLE",194,"56.7","26","11.5","PKLE"
"PKLE",195,"37.25","23.5","10.5","PKLE"
"PKLE",196,"*","*","*","PKLE"
"PKLE",197,"32","25.5","10.5","PKLE"
"PKLE",198,"47.25","24.5","10","PKLE"
"PKLE",199,"30.75","26","10.5","PKLE"
"PKLE",200,"41.5","29","11","PKLE"
"PKLE",201,"28.5","29.5","8.5","PKLE"
"PKLE",203,"42.25","27","16","PKLE"
"PKLE",204,"41.25","26","6.5","PKLE"
"PKLE",205,"48","26.5","8.5","PKLE"
"PKLE",207,"34.5","24","10","PKLE"
"PKLE",208,"*","*","*","PKLE"
"PKLE",209,"33.15","24.5","11","PKLE"
"PKLE",210,"46.25","28","10","PKLE"
"PKLE",211,"38.05","21.5","9","PKLE"
"PKLE",212,"*","*","*","PKLE"
"PKLE",213,"41.75","17","8.5","PKLE"
"PKLE",214,"44.5","26.5","10.5","PKLE"
"PKLE",215,"40.5","40.5","11","PKLE"
"PKLE",216,"44.5","19","7","PKLE"
"PKLE",217,"39.25","26","9.5","PKLE"
"PKLE",218,"29","25","9","PKLE"
"PKLE",219,"*","*","*","PKLE"
"PKLE",220,"36.75","23.5","8.5","PKLE"
"PKLE",221,"32.5","23","10","PKLE"
"PKLE",222,"*","*","*","PKLE"
"PKLE",223,"41.5","35.5","9.5","PKLE"
"PKLE",224,"43","26.5","10.5","PKLE"
"PKLE",225,"33.5","29","10","PKLE"
"PKLE",226,"47.25","24","7","PKLE"
"PKLE",227,"54","35","12","PKLE"
"PKLE",228,"30.25","23","10","PKLE"
"PKLE",229,"43.5","25.5","8.5","PKLE"
"PKLE",230,"47.75","21.5","8","PKLE"
"PKLE",231,"38.75","23.5","9.5","PKLE"
"PKLE",232,"23.5","20","9","PKLE"
"PKLE",233,"*","*","*","PKLE"
"PKLE",234,"35.75","32","12","PKLE"
"PKLE",235,"35","26.5","10","PKLE"
"PKLE",236,"34.75","26.5","9.5","PKLE"
"PKLE",237,"41","13","6","PKLE"
"PKLE",238,"*","*","*","PKLE"
"PKLE",239,"33.5","25","10.5","PKLE"
"PKLE",240,"*","*","*","PKLE"
"PKLE",241,"*","*","*","PKLE"
"PKLE",242,"28.25","8.5","3.5","PKLE"
"PKLE",243,"44.5","21.5","10","PKLE"
"PKLE",244,"45.75","33","12.5","PKLE"
"PKLE",245,"29.5","20","9.5","PKLE"
"PKLE",246,"43.25","26.5","12","PKLE"
"PKLE",247,"51.5","29","8.5","PKLE"
"PKLE",248,"35.75","22.5","8","PKLE"
"PKLE",249,"*","*","*","PKLE"
"PKLE",250,"45.7","25","12.5","PKLE"
"PKLE",251,"*","*","*","PKLE"
"PKLE",252,"24","17","7","PKLE"
"PKLE",253,"*","*","*","PKLE"
"PKLE",254,"39.75","19.5","9","PKLE"
"PKLE",255,"28","25","8.5","PKLE"
"PKLE",256,"*","*","*","PKLE"
"PKLE",257,"44.5","21.5","9.5","PKLE"
"PKLE",258,"*","*","*","PKLE"
"PKLE",259,"37.75","22","10.5","PKLE"
"PKLE",260,"36.25","30","9.5","PKLE"
"PKLE",261,"42.6","27.5","11.5","PKLE"
"PKLE",262,"*","*","*","PKLE"
"PKLE",263,"48.75","25.5","5.5","PKLE"
"PKLE",264,"49.25","23","11","PKLE"
"PKLE",265,"35.75","4.5","21.5","PKLE"
"PKLE",267,"36.5","34.5","12.5","PKLE"
"PKLE",268,"*","*","*","PKLE"
"PKLE",269,"*","*","*","PKLE"
"PKLE",270,"39.5","38.5","13","PKLE"
"PKLE",271,"*","*","*","PKLE"
"PKLE",272,"28.5","28","9.5","PKLE"
"PKLE",273,"33.75","23.5","9","PKLE"
"PKLE",274,"55.75","34.5","11.5","PKLE"
"PKLE",275,"20.25","21.5","7.5","PKLE"
"PKLE",276,"*","*","*","PKLE"
"PKLE",277,"27","19.5","7.5","PKLE"
"PKLE",278,"*","*","*","PKLE"
"PKLE",279,"35.5","33","13","PKLE"
"PKLE",281,"35","21.5","8.5","PKLE"
"PKLE",282,"*","*","*","PKLE"
"PKLE",283,"*","*","*","PKLE"
"PKLE",284,"36.75","19","9","PKLE"
"PKLE",285,"*","*","*","PKLE"
"PKLE",286,"36","25","8.5","PKLE"
"PKLE",287,"31.25","18.5","7","PKLE"
"PKLE",288,"*","*","*","PKLE"
"PKLE",289,"42","23","10","PKLE"
"PKLE",290,"*","*","*","PKLE"
"PKLE",292,"38","32","9","PKLE"
"PKLE",293,"31.75","9","4","PKLE"
"PKLE",294,"63.75","33.5","10.5","PKLE"
"PKLE",296,"43.75","33.5","9.5","PKLE"
"PKLE",297,"36.5","23.5","10.5","PKLE"
"PKLE",298,"*","*","*","PKLE"
"PKLE",299,"39.5","26","10","PKLE"
"PKLE",300,"33","25","12","PKLE"
"PKLE",301,"35","20.5","8","PKLE"
"PKLE",302,"45.5","17.5","5","PKLE"
"PKLE",303,"46.75","30.5","12","PKLE"
"PKLE",304,"*","*","*","PKLE"
"PKLE",305,"32.5","28.5","9","PKLE"
"PKLE",306,"28.75","28.5","8","PKLE"
"PKLE",307,"*","*","*","PKLE"
"PKLE",308,"49","26.5","11.5","PKLE"
"PKLE",310,"40.75","25.5","13.5","PKLE"
"PKLE",311,"52.5","28","6","PKLE"
"PKLE",312,"45.5","28","11.5","PKLE"
"PKLE",313,"30.5","22.5","8","PKLE"
"PKLE",314,"37.25","26","11.5","PKLE"
"PKLE",315,"32.25","21.5","8.5","PKLE"
"PKLE",317,"36.5","18","5.5","PKLE"
"PKLE",318,"32","17.5","9","PKLE"
"PKLE",319,"*","*","*","PKLE"
"PKLE",320,"52","15","6.5","PKLE"
"PKLE",322,"47.75","32","10","PKLE"
"PKLE",323,"31.25","30","9.5","PKLE"
"PKLE",324,"36","32.5","9","PKLE"
"PKLE",325,"45.5","31.5","13","PKLE"
"PKLE",326,"*","*","*","PKLE"
"PKLE",328,"35.25","24","7.5","PKLE"
"PKLE",330,"36.5","18","7.5","PKLE"
"PKLE",332,"39.05","24","12.5","PKLE"
"PKLE",333,"40.25","33","12","PKLE"
"PKLE",334,"38.7","28","9.5","PKLE"
"PKLE",335,"27.5","29","9","PKLE"
"PKLE",336,"50","31.5","15.5","PKLE"
"PKLE",337,"40","10","5","PKLE"
"PKLE",338,"40","35","12.5","PKLE"
"PKLE",339,"38.75","27","11.5","PKLE"
"PKLE",340,"32.25","20.5","10.5","PKLE"
"PKLE",341,"31","20","11","PKLE"
"PKLE",342,"36","15","9","PKLE"
"PKLE",343,"54.25","15.5","6","PKLE"
"PKLE",345,"54.75","14.5","6.5","PKLE"
"PKLE",346,"34","19.5","7","PKLE"
"PKLE",347,"34.5","25","10.5","PKLE"
"PKLE",349,"33.5","30","9.5","PKLE"
"PKLE",350,"46","36","11.5","PKLE"
"PKLE",352,"35","22","9.5","PKLE"
"PKLE",353,"42.5","30","11","PKLE"
"PKLE",354,"26","15.5","5.5","PKLE"
"PKLE",355,"*","*","*","PKLE"
"PKLE",356,"42.3","21","11","PKLE"
"PKLE",358,"43.75","25.5","8.5","PKLE"
"PKLE",359,"30.75","29.5","8.5","PKLE"
"PKLE",360,"43","24.5","10.5","PKLE"
"PKLE",361,"31","25.5","6.5","PKLE"
"PKLE",363,"37.75","24.5","8.5","PKLE"
"PKLE",364,"43.5","30.5","11","PKLE"
"PKLE",365,"31.75","17","9.5","PKLE"
"PKLE",366,"46.75","22","12.5","PKLE"
"PKLE",367,"38.25","33","12.5","PKLE"
"PKLE",368,"40","25.5","7.5","PKLE"
"PKLE",369,"47.25","22","9.5","PKLE"
"PKLE",370,"51.75","16.5","5","PKLE"
"PKLE",371,"46.75","23.5","14.5","PKLE"
"PKLE",372,"41.55","30","12","PKLE"
"PKLE",373,"36","15.5","9","PKLE"
"PKLE",374,"35.5","23.5","10.5","PKLE"
"PKLE",375,"40","30","14.5","PKLE"
"PKLE",377,"*","*","*","PKLE"
"PKLE",378,"29.75","22","9","PKLE"
"PKLE",379,"43.75","32","12.5","PKLE"
"PKLE",380,"34.75","30.5","9.5","PKLE"
"PKLE",381,"39.5","33.5","10","PKLE"
"PKLE",382,"38.25","17.5","9.5","PKLE"
"PKLE",383,"45","30.5","10","PKLE"
"PKLE",384,"31.25","23","7.5","PKLE"
"PKLE",386,"38.5","30.5","9.5","PKLE"
"PKLE",388,"46.5","28","9.5","PKLE"
"PKLE",389,"29.75","26.5","15.5","PKLE"
"PKLE",390,"49.75","30","7","PKLE"
"PKLE",391,"41.75","22.5","9","PKLE"
"PKLE",392,"41.75","29","12","PKLE"
"PKLE",393,"46.75","30","12","PKLE"
"PKLE",394,"*","*","*","PKLE"
"PKLE",395,"31.75","24.5","7","PKLE"
"PKLE",396,"38","27.5","9","PKLE"
"PKLE",397,"42.75","28.5","9","PKLE"
"PKLE",398,"*","*","*","PKLE"
"PKLE",399,"38.5","18","10","PKLE"
"PKLE",400,"35","22.5","8.5","PKLE"
"PKLE",402,"58","31","12","PKLE"
"PKLE",403,"*","*","*","PKLE"
"PKLE",404,"47.25","28","10","PKLE"
