OBJECTID,hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept_l,hzdept_r,hzdept_h,hzdepb_l,hzdepb_r,hzdepb_h,hzthk_l,hzthk_r,hzthk_h,fraggt10_l,fraggt10_r,fraggt10_h,frag3to10_l,frag3to10_r,frag3to10_h,sieveno4_l,sieveno4_r,sieveno4_h,sieveno10_l,sieveno10_r,sieveno10_h,sieveno40_l,sieveno40_r,sieveno40_h,sieveno200_l,sieveno200_r,sieveno200_h,sandtotal_l,sandtotal_r,sandtotal_h,sandvc_l,sandvc_r,sandvc_h,sandco_l,sandco_r,sandco_h,sandmed_l,sandmed_r,sandmed_h,sandfine_l,sandfine_r,sandfine_h,sandvf_l,sandvf_r,sandvf_h,silttotal_l,silttotal_r,silttotal_h,siltco_l,siltco_r,siltco_h,siltfine_l,siltfine_r,siltfine_h,claytotal_l,claytotal_r,claytotal_h,claysizedcarb_l,claysizedcarb_r,claysizedcarb_h,om_l,om_r,om_h,dbtenthbar_l,dbtenthbar_r,dbtenthbar_h,dbthirdbar_l,dbthirdbar_r,dbthirdbar_h,dbfifteenbar_l,dbfifteenbar_r,dbfifteenbar_h,dbovendry_l,dbovendry_r,dbovendry_h,partdensity,ksat_l,ksat_r,ksat_h,awc_l,awc_r,awc_h,wtenthbar_l,wtenthbar_r,wtenthbar_h,wthirdbar_l,wthirdbar_r,wthirdbar_h,wfifteenbar_l,wfifteenbar_r,wfifteenbar_h,wsatiated_l,wsatiated_r,wsatiated_h,lep_l,lep_r,lep_h,ll_l,ll_r,ll_h,pi_l,pi_r,pi_h,aashind_l,aashind_r,aashind_h,kwfact,kffact,caco3_l,caco3_r,caco3_h,gypsum_l,gypsum_r,gypsum_h,sar_l,sar_r,sar_h,ec_l,ec_r,ec_h,cec7_l,cec7_r,cec7_h,ecec_l,ecec_r,ecec_h,sumbases_l,sumbases_r,sumbases_h,ph1to1h2o_l,ph1to1h2o_r,ph1to1h2o_h,ph01mcacl2_l,ph01mcacl2_r,ph01mcacl2_h,freeiron_l,freeiron_r,freeiron_h,feoxalate_l,feoxalate_r,feoxalate_h,extracid_l,extracid_r,extracid_h,extral_l,extral_r,extral_h,aloxalate_l,aloxalate_r,aloxalate_h,pbray1_l,pbray1_r,pbray1_h,poxalate_l,poxalate_r,poxalate_h,ph2osoluble_l,ph2osoluble_r,ph2osoluble_h,ptotal_l,ptotal_r,ptotal_h,excavdifcl,excavdifms,chorizon_cokey,chkey,OBJECTID_1,Site_Code,Latitude,Longitude,State,Zipcode,RASTERVALU,MUKEY,OBJECTID_12,comppct_l,comppct_r,comppct_h,compname,compkind,majcompflag,otherph,localphase,slope_l,slope_r,slope_h,slopelenusle_l,slopelenusle_r,slopelenusle_h,runoff,tfact,wei,weg,erocl,earthcovkind1,earthcovkind2,hydricon,hydricrating,drainagecl,elev_l,elev_r,elev_h,aspectccwise,aspectrep,aspectcwise,geomdesc,albedodry_l,albedodry_r,albedodry_h,airtempa_l,airtempa_r,airtempa_h,map_l,map_r,map_h,reannualprecip_l,reannualprecip_r,reannualprecip_h,ffd_l,ffd_r,ffd_h,nirrcapcl,nirrcapscl,nirrcapunit,irrcapcl,irrcapscl,irrcapunit,cropprodindex,constreeshrubgrp,wndbrksuitgrp,rsprod_l,rsprod_r,rsprod_h,foragesuitgrpid,wlgrain,wlgrass,wlherbaceous,wlshrub,wlconiferous,wlhardwood,wlwetplant,wlshallowwat,wlrangeland,wlopenland,wlwoodland,wlwetland,soilslippot,frostact,initsub_l,initsub_r,initsub_h,totalsub_l,totalsub_r,totalsub_h,hydgrp,corcon,corsteel,taxclname,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,taxpartsize,taxpartsizemod,taxceactcl,taxreaction,taxtempcl,taxmoistscl,taxtempregime,soiltaxedition,castorieindex,flecolcomnum,flhe,flphe,flsoilleachpot,flsoirunoffpot,fltemik2use,fltriumph2use,indraingrp,innitrateleachi,misoimgmtgrp,vasoimgtgrp,mukey_1,cokey,MukeyIntL
2231535,Btg1,,B,,1,13,18,20,31,38,46,11,20,33,0,0,0,0,0,0,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,82.0000000,92.0000000,100.0000000,80.0000000,90.0000000,100.0000000,5.0000000,10.3000002,15.0000000,2.5000000,4.3000002,6.0000000,2.0000000,3.9000001,4.5000000,0.5000000,1.0000000,2.0000000,0.0000000,0.6000000,1.5000000,0.0000000,0.5000000,1.0000000,50.2000008,64.6999969,80.0000000,16.0000000,23.0000000,30.0000000,34.2000008,41.7000008,50.0000000,15.0000000,25.0000000,35.0000000,0.0000000,0.0000000,0.0000000,1.0000000,1.0200000,2.0000000,,,,1.3300000,1.3800000,1.4299999,,,,1.460000000000000,1.510000000000000,1.650000000000000,,4.0000000,9.0000000,14.0000000,0.1800000,0.2000000,0.2200000,,,,25.3999996,29.7999992,33.9000015,9.6000004,15.1000004,21.7000008,43,45,47,1.4000000,3.0999999,6.0999999,27.0000000,37.0000000,49.0000000,9.0000000,16.0000000,25.0000000,5,14,28,.49,.49,0,0,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,2.0000000,12.8999996,20.1000004,27.3999996,,,,7.300000000000000,15.300000000000001,25.000000000000000,5.0999999,5.6999998,6.5000000,,,,,,,,,,3.8000000,7.5999999,11.5000000,,,,,,,,,,,,,,,,,,,,,13989611,40184021,6,CLMB,38.896900000000002,-92.217799999999997,MO,65201,2532934,2532763,688048,77,85,100,Mexico,Series,Yes,,,1.0000000,2.0000000,4.0000000,30,61,91,,3,56,5,Class 2,Crop cover,Row crop,,Yes,Poorly drained,183.0000000,243.0000000,280.0000000,0,180,360,"ridges, till plains",,0.2300000,,11.0000000,12.0000000,12.0000000,940,991,1041,,,,189,201,212,3,e,,,,,,,,,,,,,,,,,,,,,,,,,High,0,0,0,0,0,0,D,Moderate,High,"Fine, smectitic, mesic Vertic Epiaqualfs",Alfisols,Aqualfs,Epiaqualfs,Vertic Epiaqualfs,fine,not used,not used,not used,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,2532763,13989611,2532763
2231536,Btg2,,B,,2,31,38,46,56,86,112,10,48,81,0,0,0,0,0,0,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,86.0000000,99.0000000,100.0000000,85.0000000,98.0000000,99.0000000,1.0000000,1.9000000,5.0000000,0.1000000,0.3000000,1.0000000,0.5000000,0.7000000,1.0000000,0.1000000,0.3000000,1.0000000,0.1000000,0.3000000,1.0000000,0.2000000,0.3000000,1.0000000,35.0000000,39.2999992,49.4000015,10.0000000,12.1000004,16.2999992,25.0000000,27.2000008,32.0000000,45.5999985,58.7999992,60.0000000,0.0000000,0.0000000,0.0000000,0.1000000,1.5000000,2.0000000,,,,1.2100000,1.3099999,1.4100000,,,,1.750000000000000,1.810000000000000,1.830000000000000,,0.0100000,0.3000000,0.4200000,0.0800000,0.1000000,0.1200000,,,,39.9000015,42.4000015,42.5999985,24.1000004,32.5000000,33.5999985,43,47,51,8.0000000,11.8000002,13.0000000,56.0000000,72.0000000,75.0000000,33.0000000,42.0000000,44.0000000,30,49,52,.20,.20,0,0,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,2.0000000,,,,22.7000008,35.0999985,41.9000015,11.699999999999999,32.200000000000003,37.200000000000003,4.5000000,5.5000000,6.5000000,,,,,,,,,,4.3000002,13.3000002,18.8999996,,,,,,,,,,,,,,,,,,,,,13989611,40184022,6,CLMB,38.896900000000002,-92.217799999999997,MO,65201,2532934,2532763,688048,77,85,100,Mexico,Series,Yes,,,1.0000000,2.0000000,4.0000000,30,61,91,,3,56,5,Class 2,Crop cover,Row crop,,Yes,Poorly drained,183.0000000,243.0000000,280.0000000,0,180,360,"ridges, till plains",,0.2300000,,11.0000000,12.0000000,12.0000000,940,991,1041,,,,189,201,212,3,e,,,,,,,,,,,,,,,,,,,,,,,,,High,0,0,0,0,0,0,D,Moderate,High,"Fine, smectitic, mesic Vertic Epiaqualfs",Alfisols,Aqualfs,Epiaqualfs,Vertic Epiaqualfs,fine,not used,not used,not used,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,2532763,13989611,2532763
2231537,Btg3,,B,,3,56,86,112,74,107,162,0,21,106,0,0,0,0,0,0,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,93.0000000,100.0000000,100.0000000,92.0000000,99.0000000,100.0000000,1.0000000,1.5000000,5.0000000,0.0000000,0.1000000,0.5000000,0.0000000,0.1000000,0.5000000,0.1000000,0.2000000,1.0000000,0.3000000,0.4000000,1.0000000,0.6000000,0.7000000,2.0000000,57.7999992,66.3000031,74.0000000,16.0000000,21.3999996,25.0000000,41.7999992,44.9000015,49.0000000,25.0000000,32.2000008,38.0000000,0.0000000,0.0000000,0.0000000,0.1000000,0.3400000,0.5000000,,,,1.4200000,1.4400001,1.4600000,,,,1.620000000000000,1.640000000000000,1.740000000000000,,1.4000000,3.0000000,4.0000000,0.1600000,0.1800000,0.1900000,,,,29.3999996,32.2999992,34.2999992,14.5000000,19.0000000,22.5000000,42,43,44,2.9000001,4.4000001,6.5999999,35.0000000,43.0000000,49.0000000,17.0000000,23.0000000,27.0000000,15,24,30,.43,.43,0,0,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,2.0000000,18.6000004,24.1000004,28.1000004,,,,9.699999999999999,19.500000000000000,27.699999999999999,4.5000000,5.6999998,7.3000002,,,,,,,,,,2.0000000,8.0000000,12.5000000,,,,,,,,,,,,,,,,,,,,,13989611,40184023,6,CLMB,38.896900000000002,-92.217799999999997,MO,65201,2532934,2532763,688048,77,85,100,Mexico,Series,Yes,,,1.0000000,2.0000000,4.0000000,30,61,91,,3,56,5,Class 2,Crop cover,Row crop,,Yes,Poorly drained,183.0000000,243.0000000,280.0000000,0,180,360,"ridges, till plains",,0.2300000,,11.0000000,12.0000000,12.0000000,940,991,1041,,,,189,201,212,3,e,,,,,,,,,,,,,,,,,,,,,,,,,High,0,0,0,0,0,0,D,Moderate,High,"Fine, smectitic, mesic Vertic Epiaqualfs",Alfisols,Aqualfs,Epiaqualfs,Vertic Epiaqualfs,fine,not used,not used,not used,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,2532763,13989611,2532763
2231538,2Btg4,2,B,,4,74,107,162,200,200,200,38,93,126,0,0,0,0,0,0,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,94.0000000,99.0000000,100.0000000,91.0000000,97.0000000,100.0000000,3.0000000,4.3000002,10.0000000,0.0000000,0.1000000,0.5000000,0.2000000,0.5000000,1.0000000,0.5000000,0.6000000,1.5000000,1.0000000,1.3000000,3.0000000,1.3000000,1.8000000,4.0000000,52.2000008,66.1999969,73.0000000,22.2000008,28.7000008,31.0000000,30.0000000,37.5000000,42.0000000,24.0000000,29.5000000,45.0000000,0.0000000,0.0000000,0.0000000,0.1000000,0.3400000,0.5000000,,,,1.4500000,1.4800000,1.5100000,,,,1.630000000000000,1.660000000000000,1.890000000000000,,1.4000000,3.0000000,4.0000000,0.1600000,0.1800000,0.1900000,,,,29.2999992,31.7000008,36.7000008,14.3000002,17.8999996,27.2000008,41,42,43,2.7000000,3.8000000,8.3999996,34.0000000,40.0000000,56.0000000,16.0000000,21.0000000,33.0000000,14,21,37,.49,.49,0,0,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,2.0000000,18.0000000,22.2999992,32.5000000,,,,9.100000000000000,19.300000000000001,32.299999999999997,4.5000000,5.6999998,7.3000002,,,,,,,,,,1.9000000,7.5999999,13.3999996,,,,,,,,,,,,,,,,,,,,,13989611,40184024,6,CLMB,38.896900000000002,-92.217799999999997,MO,65201,2532934,2532763,688048,77,85,100,Mexico,Series,Yes,,,1.0000000,2.0000000,4.0000000,30,61,91,,3,56,5,Class 2,Crop cover,Row crop,,Yes,Poorly drained,183.0000000,243.0000000,280.0000000,0,180,360,"ridges, till plains",,0.2300000,,11.0000000,12.0000000,12.0000000,940,991,1041,,,,189,201,212,3,e,,,,,,,,,,,,,,,,,,,,,,,,,High,0,0,0,0,0,0,D,Moderate,High,"Fine, smectitic, mesic Vertic Epiaqualfs",Alfisols,Aqualfs,Epiaqualfs,Vertic Epiaqualfs,fine,not used,not used,not used,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,2532763,13989611,2532763
2682665,BC,,BC,,,55,145,160,160,165,180,,20,,0,0,0,0,0,0,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,84.0000000,95.0000000,100.0000000,50.0000000,66.0000000,75.0000000,27.0000000,40.0000000,75.0000000,0.1000000,0.2000000,0.6000000,1.0000000,2.4000001,5.0000000,5.0000000,9.0000000,15.0000000,15.0000000,18.3999996,20.0000000,5.0000000,10.0000000,20.0000000,2.0000000,36.0000000,50.0000000,,,,,,,18.0000000,24.0000000,27.0000000,0.0000000,0.0000000,0.0000000,0.5000000,0.7500000,1.0000000,,,,1.4299999,1.5000000,1.5800000,,,,1.530000000000000,1.600000000000000,1.620000000000000,2.6600001,4.0000000,9.0000000,14.0000000,0.1400000,0.1700000,0.2000000,,,,27.1000004,30.0000000,31.3999996,11.5000000,15.3999996,17.5000000,38,41,43,1.4000000,2.2000000,2.7000000,29.0000000,35.0000000,38.0000000,12.0000000,16.0000000,19.0000000,2,8,13,.24,.24,0,0,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,9.6000004,12.8000002,14.3999996,,,,9.000000000000000,11.300000000000001,14.100000000000000,6.5999999,7.0000000,7.3000002,,,,,,,,,,1.2000000,2.4000001,3.8000000,,,,,,,,,,,,,,,,,,,,,13406344,38386037,1,STIL,35.991148000000003,-97.046488999999994,OK,74059,384555,384555,859941,,90,,Teller,Series,Yes,,,1.0000000,2.0000000,3.0000000,15,84,152,Low,5,86,3,Class 1,Crop cover,Close-grown crop,,No,Well drained,213.0000000,356.0000000,500.0000000,360,135,0,paleoterraces on alluvial plains,0.1600000,0.1600000,0.2300000,15.0000000,16.1000004,17.2000008,838,940,1041,,,,181,210,240,2,e,,,,,,3,,2000,3250,4500,,,,,,,,,,,,,,,None,0,0,0,0,0,0,B,Moderate,Moderate,"Fine-loamy, mixed, active, thermic Udic Argiustolls",Mollisols,Ustolls,Argiustolls,Udic Argiustolls,fine-loamy,not used,active,not used,thermic,Udic,thermic,twelfth edition,,,,,,,N/A,N/A,,,,,384555,13406344,384555
2682666,Bt,,B,,,35,46,55,55,145,160,,99,,0,0,0,0,0,0,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,79.0000000,87.0000000,97.0000000,41.0000000,49.0000000,63.0000000,27.0000000,58.0000000,75.0000000,0.1000000,3.5999999,8.0000000,1.0000000,5.4000001,10.0000000,5.0000000,14.0000000,20.0000000,15.0000000,21.7999992,25.0000000,10.0000000,13.1999998,15.0000000,2.0000000,14.0000000,45.0000000,,,,,,,20.0000000,28.0000000,35.0000000,0.0000000,0.0000000,0.0000000,0.5000000,0.7500000,1.0000000,,,,1.4000000,1.5000000,1.6000000,,,,1.530000000000000,1.630000000000000,1.680000000000000,2.6700001,4.0000000,9.0000000,14.0000000,0.1400000,0.1700000,0.2000000,,,,22.2999992,26.0000000,28.7999992,13.3000002,18.6000004,23.2999992,37,41,44,1.7000000,2.8000000,3.9000001,31.0000000,39.0000000,46.0000000,13.0000000,19.0000000,25.0000000,1,5,13,.24,.24,0,0,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,10.6000004,14.8999996,18.6000004,,,,8.500000000000000,13.900000000000000,18.199999999999999,6.0999999,6.4000001,6.5000000,,,,,,,,,,3.5000000,4.3000002,5.5999999,,,,,,,,,,,,,,,,,,,,,13406344,38386038,1,STIL,35.991148000000003,-97.046488999999994,OK,74059,384555,384555,859941,,90,,Teller,Series,Yes,,,1.0000000,2.0000000,3.0000000,15,84,152,Low,5,86,3,Class 1,Crop cover,Close-grown crop,,No,Well drained,213.0000000,356.0000000,500.0000000,360,135,0,paleoterraces on alluvial plains,0.1600000,0.1600000,0.2300000,15.0000000,16.1000004,17.2000008,838,940,1041,,,,181,210,240,2,e,,,,,,3,,2000,3250,4500,,,,,,,,,,,,,,,None,0,0,0,0,0,0,B,Moderate,Moderate,"Fine-loamy, mixed, active, thermic Udic Argiustolls",Mollisols,Ustolls,Argiustolls,Udic Argiustolls,fine-loamy,not used,active,not used,thermic,Udic,thermic,twelfth edition,,,,,,,N/A,N/A,,,,,384555,13406344,384555
2682667,BA,,BA,,,10,25,35,35,46,55,,21,,0,0,0,0,0,0,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,85.0000000,93.0000000,100.0000000,36.0000000,43.0000000,53.0000000,45.0000000,66.0000000,75.0000000,0.1000000,0.1000000,0.6000000,1.0000000,3.0999999,5.0000000,5.0000000,15.0000000,20.0000000,20.0000000,31.7000008,35.0000000,10.0000000,16.1000004,20.0000000,5.0000000,13.0000000,25.0000000,,,,,,,20.0000000,21.0000000,35.0000000,0.0000000,0.0000000,0.0000000,1.0000000,1.5000000,3.0000000,,,,1.3200001,1.4900000,1.5900000,,,,1.480000000000000,1.580000000000000,1.670000000000000,2.6500001,14.0000000,28.0000000,42.0000000,0.1300000,0.1600000,0.1900000,,,,22.7999992,23.7000008,30.1000004,13.8999996,15.1999998,25.7000008,37,41,44,1.7000000,1.9000000,3.9000001,32.0000000,34.0000000,50.0000000,13.0000000,14.0000000,24.0000000,0,2,9,.24,.24,0,0,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,10.6999998,11.3000002,18.8999996,,,,8.300000000000001,9.400000000000000,18.100000000000001,6.0999999,6.1999998,6.5000000,,,,,,,,,,3.7000000,4.6999998,6.4000001,,,,,,,,,,,,,,,,,,,,,13406344,38386039,1,STIL,35.991148000000003,-97.046488999999994,OK,74059,384555,384555,859941,,90,,Teller,Series,Yes,,,1.0000000,2.0000000,3.0000000,15,84,152,Low,5,86,3,Class 1,Crop cover,Close-grown crop,,No,Well drained,213.0000000,356.0000000,500.0000000,360,135,0,paleoterraces on alluvial plains,0.1600000,0.1600000,0.2300000,15.0000000,16.1000004,17.2000008,838,940,1041,,,,181,210,240,2,e,,,,,,3,,2000,3250,4500,,,,,,,,,,,,,,,None,0,0,0,0,0,0,B,Moderate,Moderate,"Fine-loamy, mixed, active, thermic Udic Argiustolls",Mollisols,Ustolls,Argiustolls,Udic Argiustolls,fine-loamy,not used,active,not used,thermic,Udic,thermic,twelfth edition,,,,,,,N/A,N/A,,,,,384555,13406344,384555
2682668,Ap,,A,,,0,0,0,10,25,35,,25,,0,0,0,0,0,0,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,84.0000000,92.0000000,98.0000000,34.0000000,40.0000000,48.0000000,55.0000000,70.0000000,80.0000000,0.1000000,0.2000000,0.6000000,1.0000000,3.9000001,5.0000000,5.0000000,16.0000000,20.0000000,20.0000000,32.7000008,35.0000000,10.0000000,17.2000008,20.0000000,10.0000000,16.0000000,35.0000000,,,,,,,10.0000000,14.0000000,18.0000000,0.0000000,0.0000000,0.0000000,1.0000000,2.0000000,3.0000000,,,,1.3000000,1.4400001,1.5000000,,,,1.430000000000000,1.490000000000000,1.550000000000000,2.6300001,14.0000000,28.0000000,42.0000000,0.1300000,0.1600000,0.1900000,,,,17.6000004,21.1000004,24.0000000,7.9000001,11.8000002,15.6000004,41,42,43,0.7000000,1.1000000,1.5000000,23.0000000,29.0000000,34.0000000,6.0000000,9.0000000,12.0000000,0,0,2,.24,.24,0,0,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,5.4000001,7.5999999,9.8000002,,,,4.000000000000000,6.500000000000000,9.000000000000000,5.5999999,5.9000001,6.0000000,,,,,,,,,,4.4000001,5.3000002,6.6999998,,,,,,,,,,,,,,,,,,,,,13406344,38386040,1,STIL,35.991148000000003,-97.046488999999994,OK,74059,384555,384555,859941,,90,,Teller,Series,Yes,,,1.0000000,2.0000000,3.0000000,15,84,152,Low,5,86,3,Class 1,Crop cover,Close-grown crop,,No,Well drained,213.0000000,356.0000000,500.0000000,360,135,0,paleoterraces on alluvial plains,0.1600000,0.1600000,0.2300000,15.0000000,16.1000004,17.2000008,838,940,1041,,,,181,210,240,2,e,,,,,,3,,2000,3250,4500,,,,,,,,,,,,,,,None,0,0,0,0,0,0,B,Moderate,Moderate,"Fine-loamy, mixed, active, thermic Udic Argiustolls",Mollisols,Ustolls,Argiustolls,Udic Argiustolls,fine-loamy,not used,active,not used,thermic,Udic,thermic,twelfth edition,,,,,,,N/A,N/A,,,,,384555,13406344,384555
2682669,2C,2,C,,,160,165,180,180,203,210,,38,,0,0,0,0,0,0,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,83.0000000,94.0000000,100.0000000,40.0000000,56.0000000,73.0000000,33.0000000,65.0000000,75.0000000,0.1000000,1.0000000,5.0000000,1.0000000,2.0000000,5.0000000,5.0000000,10.0000000,15.0000000,10.0000000,14.0000000,20.0000000,10.0000000,38.0000000,45.0000000,5.0000000,20.0000000,50.0000000,,,,,,,10.0000000,15.0000000,20.0000000,0.0000000,0.0000000,0.0000000,0.5000000,0.7500000,1.0000000,,,,1.3600000,1.4400001,1.5200000,,,,1.410000000000000,1.490000000000000,1.570000000000000,2.6500001,14.0000000,28.0000000,42.0000000,0.1300000,0.1700000,0.2000000,,,,17.0000000,20.3999996,23.2000008,7.3000002,10.8999996,14.6000004,40,43,46,0.7000000,1.2000000,1.7000000,22.0000000,27.0000000,32.0000000,6.0000000,9.0000000,13.0000000,0,2,7,.28,.28,0,0,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,5.4000001,8.0000000,10.6999998,,,,4.600000000000000,7.900000000000000,10.600000000000000,6.5999999,7.0000000,7.3000002,,,,,,,,,,0.7000000,1.9000000,3.4000001,,,,,,,,,,,,,,,,,,,,,13406344,38386041,1,STIL,35.991148000000003,-97.046488999999994,OK,74059,384555,384555,859941,,90,,Teller,Series,Yes,,,1.0000000,2.0000000,3.0000000,15,84,152,Low,5,86,3,Class 1,Crop cover,Close-grown crop,,No,Well drained,213.0000000,356.0000000,500.0000000,360,135,0,paleoterraces on alluvial plains,0.1600000,0.1600000,0.2300000,15.0000000,16.1000004,17.2000008,838,940,1041,,,,181,210,240,2,e,,,,,,3,,2000,3250,4500,,,,,,,,,,,,,,,None,0,0,0,0,0,0,B,Moderate,Moderate,"Fine-loamy, mixed, active, thermic Udic Argiustolls",Mollisols,Ustolls,Argiustolls,Udic Argiustolls,fine-loamy,not used,active,not used,thermic,Udic,thermic,twelfth edition,,,,,,,N/A,N/A,,,,,384555,13406344,384555
2947319,H4,,H,,4,,170,,,203,,,,,0,0,0,0,0,0,90.0000000,95.0000000,100.0000000,90.0000000,95.0000000,100.0000000,85.0000000,92.5000000,100.0000000,35.0000000,55.0000000,75.0000000,,55.4000015,,,1.3000000,,,8.1000004,,,14.6999998,,,20.1000004,,,11.1999998,,,17.6000004,,,,,,,,16.0000000,27.0000000,38.0000000,,,,0.2000000,0.6000000,1.0000000,,,,1.6000000,1.6799999,1.7500000,,,,,1.760000000000000,,,1.4000000,2.7000000,4.0000000,0.1000000,0.1300000,0.1500000,,,,,25.8999996,,,19.2999992,,,33,,0.0000000,1.5000000,2.9000001,22.0000000,30.5000000,39.0000000,8.0000000,14.0000000,20.0000000,0,4,13,.24,.24,0,0,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,,10.0000000,17.5000000,25.0000000,,,,3.5999999,4.5999999,5.5000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13636927,39108343,4,OVTN,32.302900000000001,-94.979399999999998,TX,75684,578229,575811,963610,,80,,Lilbert,Series,Yes,,,1.0000000,5.0000000,8.0000000,,49,,,5,134,2,,,,,No,Well drained,107.0000000,145.0000000,183.0000000,220,150,80,interfluves on coastal plains,,0.2300000,,18.0000000,20.0000000,21.0000000,1016,1143,1270,,,,240,258,275,3,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,High,Moderate,"Loamy, siliceous, thermic Arenic Plinthic Paleudults",Ultisols,Udults,Paleudults,Arenic Plinthic Paleudults,loamy,,,not used,thermic,,thermic,,,,,,,,N/A,N/A,,,,,575811,13636927,575811
2947320,H3,,H,,3,,61,,,170,,,,,0,0,0,0,0,0,95.0000000,97.5000000,100.0000000,95.0000000,97.5000000,100.0000000,85.0000000,92.5000000,100.0000000,36.0000000,45.5000000,55.0000000,,56.5000000,,,1.3000000,,,8.3000002,,,15.0000000,,,20.5000000,,,11.3999996,,,18.0000000,,,,,,,,16.0000000,25.5000000,35.0000000,,,,0.2000000,0.6000000,1.0000000,,,,1.5500000,1.6200000,1.6900001,,,,,1.700000000000000,,,4.0000000,9.0000000,14.0000000,0.1000000,0.1300000,0.1500000,,,,,25.2999992,,,17.8999996,,,36,,0.0000000,1.5000000,2.9000001,23.0000000,31.0000000,39.0000000,8.0000000,15.0000000,22.0000000,0,3,8,.20,.20,0,0,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,,10.0000000,17.5000000,25.0000000,,,,3.5999999,4.5999999,5.5000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13636927,39108344,4,OVTN,32.302900000000001,-94.979399999999998,TX,75684,578229,575811,963610,,80,,Lilbert,Series,Yes,,,1.0000000,5.0000000,8.0000000,,49,,,5,134,2,,,,,No,Well drained,107.0000000,145.0000000,183.0000000,220,150,80,interfluves on coastal plains,,0.2300000,,18.0000000,20.0000000,21.0000000,1016,1143,1270,,,,240,258,275,3,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,High,Moderate,"Loamy, siliceous, thermic Arenic Plinthic Paleudults",Ultisols,Udults,Paleudults,Arenic Plinthic Paleudults,loamy,,,not used,thermic,,thermic,,,,,,,,N/A,N/A,,,,,575811,13636927,575811
