QTL x environment interactions for panicle traits in switchgrass (Panicum virgatum),,,,,,,,,
Theoretical and Applied Genetics,,,,,,,,,
"Li Zhang1*, Xiaoyu Weng1, Kathrine D. Behrman1, Jason Bonnette1, John L. Reilley2, Francis M. Rouquette Jr3, Philip A. Fay4, Yanqi Wu5, Felix B. Fritschi6, Robert B. Mitchell7, David B. Lowry8, Arvid R. Boe9, Thomas E. Juenger1*",,,,,,,,,
PKLE,J322.A,Lowland,Gulf,6.99640863128189,5.36152052231158,5.55520945605158,,,
CLMB,J322.A,Lowland,Gulf,-20.6172765989879,-1.20090186055622,-2.15807684050036,,,
KBSM,J322.A,Lowland,Gulf,1.26619610303026,6.59867137694131,3.1214879674044,,,
PKLE,J534.C,Upland,Atlantic,-10.4141859456491,-2.4151898575716,-0.343263009717053,,,
CLMB,J534.C,Upland,Atlantic,-2.90999673658996,4.92051664244686,2.11081084857381,,,
KBSM,J534.C,Upland,Atlantic,-2.14890721098991,5.32598748881548,-1.83286901891723,,,
PKLE,J603.A,Coastal,Atlantic,-5.44437070260725,-3.38727865505699,-1.27460076746999,,,
CLMB,J603.A,Coastal,Atlantic,-8.03694496625235,-1.52308178176691,-0.938394643622022,,,
KBSM,J603.A,Coastal,Atlantic,-4.26753611876166,-3.58279972806535,-1.83286901891723,,,
PKLE,J086.A,Coastal,Gulf,-0.9617922480989,5.03749092314977,2.45075026354177,,,
CLMB,J086.A,Coastal,Gulf,8.8948565050087,0.409997745497223,0.586208102475894,,,
KBSM,J086.A,Coastal,Gulf,7.62208282634554,0.235251936312148,3.1214879674044,,,
PKLE,J665.D,Upland,Atlantic,-15.3190362835532,-2.7392194567334,-0.964154848219013,,,
CLMB,J665.D,Upland,Atlantic,1.39123968388615,-2.16744162418829,-0.023632995963275,,,
KBSM,J665.D,Upland,Atlantic,-2.52836313476991,-1.99194486790805,1.08145862009549,,,
PKLE,J582.C,Upland,Midwest,-2.42350261369945,-3.71130825421879,0.588074748035889,,,
CLMB,J582.C,Upland,Midwest,-4.79374991344081,-4.42270107266311,-2.15807684050036,,,
KBSM,J582.C,Upland,Midwest,-6.67075696936844,-2.62828681197097,-1.25000349111469,,,
PKLE,J538.A,Upland,Atlantic,-13.6299487499703,-8.24772264248398,-1.58504668672097,,,
CLMB,J538.A,Upland,Atlantic,1.69577978081037,-0.234362096924158,0.28128755325631,,,
KBSM,J538.A,Upland,Atlantic,0.15944965867187,-1.35560292384514,1.66432414789804,,,
PKLE,J664.C,Upland,Atlantic,-9.21233520059979,-8.24772264248398,-0.653708928968032,,,
CLMB,J664.C,Upland,Atlantic,-11.3554901461379,-6.67796052113793,-4.29252068503744,,,
KBSM,J664.C,Upland,Atlantic,-18.339026625604,-7.08268042041138,-3.2900328384236,,,
PKLE,J003.E,Lowland,Gulf,17.2933460956236,9.24987571225316,2.45075026354177,,,
CLMB,J003.E,Lowland,Gulf,22.4892752646157,9.75321546060719,4.24525469311089,,,
KBSM,J003.E,Lowland,Gulf,12.4917671815224,9.78038109725589,3.70435349520694,,,
PKLE,J621.A,Coastal,Atlantic,15.4418462991962,7.30569811728237,2.45075026354177,,,
CLMB,J621.A,Coastal,Atlantic,14.4550679653468,10.0753953818179,3.63541359467173,,,
KBSM,J621.A,Coastal,Atlantic,18.246848692186,6.91684234897277,4.28721902300949,,,
PKLE,J665.C,Upland,Atlantic,1.44190924199979,-4.68339705170419,-0.653708928968032,,,
CLMB,J665.C,Upland,Atlantic,-6.28191492315298,-2.16744162418829,-1.85315629128077,,,
KBSM,J665.C,Upland,Atlantic,10.056925003934,-1.35560292384514,-1.83286901891723,,,
PKLE,J657.C,Upland,Midwest,0.207576044381546,-9.21981143996938,-3.44772220222686,,,
CLMB,J657.C,Upland,Midwest,11.7832780428467,-10.8662994968769,-2.46299738971994,,,
KBSM,J657.C,Upland,Midwest,4.33346482025206,-13.764270833072,-2.41573454671978,,,
PKLE,J028.C,Lowland,Gulf,31.0983884374066,9.57390531141496,9.28056048706335,,,
CLMB,J028.C,Lowland,Gulf,20.2915632249563,6.53141624850031,4.85509579155006,,,
KBSM,J028.C,Lowland,Gulf,22.8003197775462,4.68964554475256,-0.084272435509599,,,
PKLE,J271.A,Lowland,Gulf,18.8525038189308,8.27778691476777,5.2447635368006,,,
CLMB,J271.A,Lowland,Gulf,16.3356815535696,4.59833672123617,1.50096975013464,,,
KBSM,J271.A,Lowland,Gulf,2.54907775134227,4.14763552321691,2.2424107230441,,,
PKLE,J319.A,Lowland,Gulf,23.2376349157325,13.4622605013565,1.82985842503981,,,
CLMB,J319.A,Lowland,Gulf,29.0196196110319,19.0964331757172,5.46493688998923,,,
KBSM,J319.A,Lowland,Gulf,22.1362719109312,14.2347747056963,2.53862243960185,,,
PKLE,J614.C,Coastal,Atlantic,-1.05923960580561,-2.0911602584098,4.62387169829864,,,
CLMB,J614.C,Coastal,Atlantic,6.79761130144809,0.732177666707913,-0.023632995963273,,,
KBSM,J614.C,Coastal,Atlantic,14.6103960892942,5.32598748881548,6.03581560641712,,,
PKLE,J613.A,Coastal,Atlantic,7.5161278723843,-1.11907146092441,-0.343263009717053,,,
CLMB,J613.A,Coastal,Atlantic,-0.61809703808809,-4.10052115145242,-0.328553545182856,,,
KBSM,J613.A,Coastal,Atlantic,7.74856813427221,-5.80999653228555,1.66432414789804,,,
PKLE,J246.A,Lowland,Gulf,-5.37940579746945,3.41734292734078,0.588074748035889,,,
CLMB,J246.A,Lowland,Gulf,-14.9722962456916,-0.878721939345534,-1.85315629128077,,,
KBSM,J246.A,Lowland,Gulf,10.1201676578973,3.41696165662673,2.24718967570058,,,
PKLE,J306.B,Lowland,Gulf,17.5207232636059,9.57390531141496,2.76119618279275,,,
CLMB,J306.B,Lowland,Gulf,26.1939898457557,9.10885561818581,2.11081084857381,,,
KBSM,J306.B,Lowland,Gulf,17.2349662287727,7.23501332100422,3.99578625910821,,,
PKLE,J484.B,Lowland,Gulf,37.4974315934801,21.8870300795633,3.07164210204374,,,
CLMB,J484.B,Lowland,Gulf,17.8740799813311,24.8956717575096,1.19604920091506,,,
KBSM,J484.B,Lowland,Gulf,20.8081761777012,30.1433233072692,1.08145862009549,,,
PKLE,J308.A,Lowland,Gulf,24.3095558505062,14.7583788980037,1.20896658653785,,,
CLMB,J308.A,Lowland,Gulf,26.8219075713726,12.3306548302927,6.07477798842839,,,
KBSM,J308.A,Lowland,Gulf,19.7330510603244,12.643919845539,2.24718967570058,,,
PKLE,J172.A,Upland,Atlantic,-15.4814485463977,-9.54384103913118,-3.75816812147784,,,
CLMB,J172.A,Upland,Atlantic,-14.7148499781886,-2.48962154539898,-2.15807684050036,,,
KBSM,J172.A,Upland,Atlantic,-7.52453279787348,-6.44633847634847,-1.83286901891723,,,
PKLE,J425.A,Upland,Atlantic,-12.7854049831789,5.36152052231158,0.898520667286871,,,
CLMB,J425.A,Upland,Atlantic,-4.12815712428684,2.98743711518273,0.28128755325631,,,
KBSM,J425.A,Upland,Atlantic,0.633769563396892,1.50793582443799,1.66432414789804,,,
PKLE,J599.C,Coastal,Atlantic,0.629847927777261,1.79719493153179,0.588074748035889,,,
CLMB,J599.C,Coastal,Atlantic,3.20906149954722,3.63179695760411,3.63541359467173,,,
KBSM,J599.C,Coastal,Atlantic,5.37696861064711,1.82610679646944,-1.54143625501596,,,
PKLE,J595.B,Coastal,Atlantic,-1.67640620461472,7.30569811728237,2.45075026354177,,,
CLMB,J595.B,Coastal,Atlantic,-1.62276539907521,-1.20090186055622,4.85509579155006,,,
KBSM,J595.B,Coastal,Atlantic,-5.37428256312004,12.643919845539,3.99578625910821,,,
PKLE,J621.C,Coastal,Atlantic,-0.182213386445266,-8.57175224164578,-2.8268303637249,,,
CLMB,J621.C,Coastal,Atlantic,1.83078209181801,2.66525719397204,0.586208102475894,,,
KBSM,J621.C,Coastal,Atlantic,10.1201676578973,2.1442777685009,1.08145862009549,,,
PKLE,J517.B,Upland,Atlantic,0.532400570070561,-9.86787063829297,-0.653708928968032,,,
CLMB,J517.B,Upland,Atlantic,-14.6206623193461,-10.8662994968769,-4.90236178347661,,,
KBSM,J517.B,Upland,Atlantic,1.01322548717691,-6.44633847634847,-0.667137963312144,,,
PKLE,J385.B,Upland,Midwest,1.6368039574132,-5.97951544835139,-0.964154848219013,,,
CLMB,J385.B,Upland,Midwest,-8.49846449458081,-6.67796052113793,-3.07283848815911,,,
KBSM,J385.B,Upland,Midwest,-2.55998446175159,-8.35536430853722,-1.83286901891723,,,
PKLE,J483.B,Coastal,Gulf,16.7086619493833,17.3506156912981,-4.68950587923078,,,
CLMB,J483.B,Coastal,Gulf,11.4379232937573,19.7407930181385,1.80589029935423,,,
KBSM,J483.B,Coastal,Gulf,14.4522894543858,19.3255102581996,5.74438284251585,,,
PKLE,J323.A,Lowland,Gulf,4.23540016292529,6.65763891895877,0.588074748035889,,,
CLMB,J323.A,Lowland,Gulf,15.8082306640513,12.6528347515034,3.02557249623256,,,
KBSM,J323.A,Lowland,Gulf,-8.6964995441768,7.40339269331786,-0.400902248136117,,,
PKLE,J001.B,Coastal,Gulf,10.4395486035854,6.98166851812057,3.38208802129472,,,
CLMB,J001.B,Coastal,Gulf,10.1820878425234,5.24269656365755,1.80589029935423,,,
KBSM,J001.B,Coastal,Gulf,9.32963448335562,2.78061971256381,5.45295007861458,,,
PKLE,J601.A,Upland,Atlantic,-0.701932627547682,-4.03533785338059,2.76119618279275,,,
CLMB,J601.A,Upland,Atlantic,0.794717844550051,0.087817824286533,0.28128755325631,,,
KBSM,J601.A,Upland,Atlantic,-2.21214986495324,-4.53731264415972,-1.54143625501596,,,
PKLE,J448.B,Unknown,4X,-12.8828523408856,-7.92369304332218,-2.20593852522294,,,
CLMB,J448.B,Unknown,4X,-14.7462458644695,-8.61104004840206,-3.37775903737869,,,
KBSM,J448.B,Unknown,4X,-11.4139560166187,-6.44633847634847,-1.54143625501596,,,
PKLE,J656.B,Upland,Midwest,16.1889427082809,-5.65548584918959,-0.032817090466071,,,
CLMB,J656.B,Upland,Midwest,7.51343750865142,-8.93321996961275,-2.15807684050036,,,
KBSM,J656.B,Upland,Midwest,9.58260509920896,-10.5825611127574,-4.16433113012741,,,
PKLE,J594.C,Unknown,4X,18.3977494829662,11.8421125055476,4.31342577904766,,,
CLMB,J594.C,Unknown,4X,16.4487067441806,12.9750146727141,4.24525469311089,,,
KBSM,J594.C,Unknown,4X,13.2823003560641,18.3709973421053,3.41292073130567,,,
PKLE,J612.B,Unknown,4X,-19.9315445483372,-17.9686106173379,-6.55218139473667,,,
CLMB,J612.B,Unknown,4X,-21.6533408462559,-14.0880987089838,-5.81712343113536,,,
KBSM,J612.B,Unknown,4X,-22.0071005554775,-13.4460998610405,-6.78722600523886,,,
PKLE,J516.A,Upland,Atlantic,-12.2981681946454,-8.57175224164578,-4.99995179848176,,,
CLMB,J516.A,Upland,Atlantic,-7.17983727078522,-8.93321996961275,-3.07283848815911,,,
KBSM,J516.A,Upland,Atlantic,-15.1768939274372,-10.5825611127574,-2.12430178281851,,,
PKLE,J619.A,Upland,Atlantic,-17.0730887222739,-6.62757464667498,-4.99995179848176,,,
CLMB,J619.A,Upland,Atlantic,-16.3474360647927,-7.32232036355931,-3.98760013581786,,,
KBSM,J619.A,Upland,Atlantic,-24.5051853870292,-10.9007320847889,-5.62149494963377,,,
PKLE,J022.D,Lowland,Gulf,12.9082149988219,17.6746452904599,1.82985842503981,,,
CLMB,J022.D,Lowland,Gulf,6.82272801047277,14.9080941999782,-0.633474094402441,,,
KBSM,J022.D,Lowland,Gulf,8.22288803899724,24.416245810703,0.207160328391673,,,
PKLE,J585.C,Coastal,Atlantic,3.48830375384056,2.44525412985538,-0.653708928968032,,,
CLMB,J585.C,Coastal,Atlantic,9.39719068550226,2.02089735155066,-0.328553545182856,,,
KBSM,J585.C,Coastal,Atlantic,14.3258041464592,3.09879068459527,3.70435349520694,,,
PKLE,J027.B,Lowland,Gulf,0.532400570070561,4.06540212566438,-3.13727628297588,,,
CLMB,J027.B,Lowland,Gulf,19.6008537267777,1.69871743033997,-0.023632995963275,,,
KBSM,J027.B,Lowland,Gulf,16.634161016121,0.553422908343608,-2.41573454671978,,,
PKLE,J542.A,Upland,Atlantic,-8.62765105435957,-12.1360778324256,-3.13727628297588,,,
CLMB,J542.A,Upland,Atlantic,-0.712284696930637,-8.28886012719137,-2.76791793893953,,,
KBSM,J542.A,Upland,Atlantic,-0.947296785686511,-4.21914167212826,0.498593092292944,,,
PKLE,J612.A,Upland,Atlantic,-23.6345441411919,-13.4321962290728,-5.31039771773274,,,
CLMB,J612.A,Upland,Atlantic,-20.3661095087412,-10.2219396544555,-4.90236178347661,,,
KBSM,J612.A,Upland,Atlantic,-23.7462735394692,-8.67353528056867,-5.03862942183123,,,
PKLE,J349.B,Upland,Midwest,-9.86198425197781,-10.8399594357784,-2.8268303637249,,,
CLMB,J349.B,Upland,Midwest,-14.3694952290993,-11.1884794180876,-4.90236178347661,,,
KBSM,J349.B,Upland,Midwest,-7.3031835090018,-12.1734159729147,-2.12430178281851,,,
PKLE,J516.C,Upland,Atlantic,-12.2332032895076,-4.68339705170419,-1.27460076746999,,,
CLMB,J516.C,Upland,Atlantic,-10.6647806479593,-7.32232036355931,-0.633474094402441,,,
KBSM,J516.C,Upland,Atlantic,-12.2993531721054,-6.44633847634847,-2.41573454671978,,,
PKLE,J685.C,Coastal,Atlantic,2.12404074594672,-1.4431010600862,1.20896658653785,,,
CLMB,J685.C,Coastal,Atlantic,12.4425916547445,-5.38924083629517,-0.023632995963275,,,
KBSM,J685.C,Coastal,Atlantic,3.47968899174702,-5.49182556025409,0.498593092292947,,,
PKLE,J517.C,Upland,Atlantic,-16.0986151452068,-10.8399594357784,-4.68950587923078,,,
CLMB,J517.C,Upland,Atlantic,-12.3601585071251,-8.93321996961275,-3.98760013581786,,,
KBSM,J517.C,Upland,Atlantic,-15.1768939274372,-6.12816750431701,-3.58146560232487,,,
PKLE,J003.D,Lowland,Gulf,17.6506530738815,10.5459941089004,2.45075026354177,,,
CLMB,J003.D,Lowland,Gulf,12.8821340626763,12.6528347515034,1.80589029935423,,,
KBSM,J003.D,Lowland,Gulf,2.78401979815032,16.1438005378851,3.41292073130567,,,
PKLE,J664.E,Upland,Atlantic,-7.39331785674132,-8.57175224164578,-2.8268303637249,,,
CLMB,J664.E,Upland,Atlantic,-19.5184205791583,-10.2219396544555,-4.29252068503744,,,
KBSM,J664.E,Upland,Atlantic,-16.4417470067039,-9.30987722463159,-4.16433113012741,,,
PKLE,J586.A,Coastal,Atlantic,15.8966006351608,17.0265860921363,9.59100640631433,,,
CLMB,J586.A,Coastal,Atlantic,15.7391597142335,11.3641150666606,10.3436656775026,,,
KBSM,J586.A,Coastal,Atlantic,5.69318188046379,7.55318429303568,7.49297942592348,,,
PKLE,J006.A,Upland,Atlantic,-9.76453689427111,-2.7392194567334,-2.51638444447392,,,
CLMB,J006.A,Upland,Atlantic,-2.53324610121978,0.732177666707908,-1.24331519284161,,,
KBSM,J006.A,Upland,Atlantic,-7.27156218202013,-0.401090007750768,-2.12430178281851,,,
PKLE,J235.A,Lowland,Gulf,40.485817229819,21.2389708812397,3.38208802129472,,,
CLMB,J235.A,Lowland,Gulf,2.83545045280513,12.6528347515034,1.80589029935423,,,
KBSM,J235.A,Lowland,Gulf,0.001343023763524,30.1433233072692,-0.667137963312144,,,
PKLE,J384.B,Upland,Midwest,-2.39102016113054,-3.38727865505699,-1.27460076746999,,,
CLMB,J384.B,Upland,Midwest,-5.04491700368759,-2.81180146660967,-1.24331519284161,,,
KBSM,J384.B,Upland,Midwest,2.84726245211366,-0.401090007750764,1.37289138399676,,,
PKLE,J295.A,Lowland,Gulf,29.961502597495,19.6188228854307,7.41788497155746,,,
CLMB,J295.A,Lowland,Gulf,22.7404423548624,19.7407930181385,8.51414238218506,,,
KBSM,J295.A,Lowland,Gulf,15.3060652828909,21.5527070624198,5.74438284251585,,,
PKLE,J316.A,Lowland,Gulf,12.3235308525817,6.65763891895877,4.31342577904766,,,
CLMB,J316.A,Lowland,Gulf,13.5759831494831,6.53141624850031,4.24525469311089,,,
KBSM,J316.A,Lowland,Gulf,8.7604505976856,12.3257488735076,5.45295007861458,,,
PKLE,J662.B,Upland,Atlantic,-16.2285449554824,-3.06324905589519,-2.51638444447392,,,
CLMB,J662.B,Upland,Atlantic,9.58556600318735,-2.16744162418829,-0.328553545182856,,,
KBSM,J662.B,Upland,Atlantic,8.98179988655728,-3.58279972806535,0.790025856194219,,,
PKLE,J368.B,Upland,Midwest,-13.7923610128149,-8.24772264248398,-5.9312895562347,,,
CLMB,J368.B,Upland,Midwest,-11.7322407815081,-2.16744162418829,-4.59744123425702,,,
KBSM,J368.B,Upland,Midwest,-8.22020199147018,-4.21914167212826,-4.45576389402869,,,
PKLE,J613.C,Coastal,Atlantic,3.97554054237408,-3.06324905589519,1.82985842503981,,,
CLMB,J613.C,Coastal,Atlantic,12.1600286782168,0.409997745497223,-0.023632995963275,,,
KBSM,J613.C,Coastal,Atlantic,12.9660870862475,-2.31011583993951,3.1214879674044,,,
PKLE,J432.B,Upland,Atlantic,2.83865470246254,-3.71130825421879,-4.68950587923078,,,
CLMB,J432.B,Upland,Atlantic,0.983093162235127,-1.8452617029776,0.586208102475894,,,
KBSM,J432.B,Upland,Atlantic,4.74454207101375,-4.85548361619118,-2.12430178281851,,,
PKLE,J626.A,Unknown,4X,-5.76919522829626,-6.62757464667499,-4.99995179848176,,,
CLMB,J626.A,Unknown,4X,-12.1874811325804,-3.13398138782035,-0.938394643622022,,,
KBSM,J626.A,Unknown,4X,-15.0187872925288,-7.40085139244284,-4.16433113012741,,,
PKLE,J349.A,Upland,Midwest,-10.2527012669012,-12.1435333420207,-5.98141528939972,,,
CLMB,J349.A,Upland,Midwest,-2.18789135213047,-5.06706091508449,-3.98760013581786,,,
KBSM,J349.A,Upland,Midwest,-8.53641526128686,-6.12816750431701,-2.41573454671978,,,
PKLE,J535.A,Lowland,Gulf,30.2213622180462,7.62972771644417,4.93431761754962,,,
CLMB,J535.A,Lowland,Gulf,27.4498252969896,17.8077134908744,3.94033414389131,,,
KBSM,J535.A,Lowland,Gulf,10.436380927714,14.5529456777278,-0.958570727213418,,,
PKLE,J665.H,Upland,Atlantic,-9.34226501087539,-6.30354504751319,-2.51638444447392,,,
CLMB,J665.H,Upland,Atlantic,-15.4997471352098,-5.06706091508449,-5.51220288191577,,,
KBSM,J665.H,Upland,Atlantic,-8.15695933750684,-7.08268042041138,-3.29003283842359,,,
PKLE,J037.A,Upland,Midwest,-14.734352137313,-12.7841370307492,-5.31039771773274,,,
CLMB,J037.A,Upland,Midwest,-26.5354011629277,-12.799379024141,-7.95156727567244,,,
KBSM,J037.A,Upland,Midwest,-14.3863607528955,-9.94621916869451,-4.74719665792996,,,
PKLE,J434.A,Upland,Atlantic,-22.1078688704535,-10.1919002374548,-4.99995179848176,,,
CLMB,J434.A,Upland,Atlantic,-18.2437475961559,-10.2219396544555,-4.29252068503744,,,
KBSM,J434.A,Upland,Atlantic,-14.1017688100604,-11.8552450008833,-3.2900328384236,,,
PKLE,J595.C,Coastal,Atlantic,3.45582130127166,10.2219645097386,1.82985842503981,,,
CLMB,J595.C,Coastal,Atlantic,9.45998245806395,5.24269656365755,5.16001634076965,,,
KBSM,J595.C,Coastal,Atlantic,4.04887287741705,8.50769720913006,4.87008455081203,,,
PKLE,J609.B,Coastal,Atlantic,7.288750704402,0.177046935722792,1.82985842503981,,,
CLMB,J609.B,Coastal,Atlantic,8.32973055195345,-3.45616130903104,0.891128651695477,,,
KBSM,J609.B,Coastal,Atlantic,3.7959022615637,-3.90097070009681,2.53862243960185,,,
PKLE,J530.A,Upland,Midwest,-12.5255453626277,-5.33145625002779,-1.89549260597196,,,
CLMB,J530.A,Upland,Midwest,-8.03380537762427,-2.16744162418829,2.11081084857381,,,
KBSM,J530.A,Upland,Midwest,1.58240937284693,-1.03743195181368,1.66432414789804,,,
PKLE,J673.D,Coastal,Atlantic,1.92914603053331,-4.03533785338059,1.82985842503981,,,
CLMB,J673.D,Coastal,Atlantic,3.44767023528166,-3.77834123024173,1.80589029935423,,,
KBSM,J673.D,Coastal,Atlantic,3.22671837589368,-2.31011583993951,1.66432414789804,,,
PKLE,J317.A,Lowland,Gulf,25.6088539532623,5.36152052231158,3.38208802129472,,,
CLMB,J317.A,Lowland,Gulf,20.6745930375827,8.14231585455375,5.46493688998923,,,
KBSM,J317.A,Lowland,Gulf,22.1362719109312,11.3712359574132,1.08145862009549,,,
PKLE,J527.A,Upland,Atlantic,-14.3120802539173,-15.0523442248818,-5.9312895562347,,,
CLMB,J527.A,Upland,Atlantic,-13.1136597778654,-11.8328392605089,-4.59744123425702,,,
KBSM,J527.A,Upland,Atlantic,-13.2796143085371,-10.5825611127574,-3.87289836622614,,,
PKLE,J613.B,Coastal,Atlantic,4.72263695145881,-1.767130659248,0.588074748035889,,,
CLMB,J613.B,Coastal,Atlantic,0.166800118933101,-2.48962154539898,1.80589029935423,,,
KBSM,J613.B,Coastal,Atlantic,8.8553145786306,-2.94645778400243,-0.0842724355096,,,
PKLE,J663.A,Coastal,Atlantic,6.05441750678375,1.14913573320819,1.20896658653785,,,
CLMB,J663.A,Coastal,Atlantic,8.07856346170666,2.02089735155066,5.16001634076965,,,
KBSM,J663.A,Coastal,Atlantic,4.74454207101375,-5.17365458822264,0.790025856194217,,,
PKLE,J003.A,Lowland,Gulf,2.44886527163573,3.41734292734078,1.51941250578883,,,
CLMB,J003.A,Lowland,Gulf,12.9386466579819,2.34307727276136,1.80589029935423,,,
KBSM,J003.A,Lowland,Gulf,13.9147268956975,-1.03743195181368,-0.667137963312144,,,
PKLE,J521.C,Upland,Atlantic,-12.8828523408856,-6.30354504751318,-1.89549260597196,,,
CLMB,J521.C,Upland,Atlantic,-16.246969228694,-5.71142075750586,-3.07283848815911,,,
KBSM,J521.C,Upland,Atlantic,-14.5444673878038,-6.12816750431701,-3.2900328384236,,,
PKLE,J489.B,Upland,Midwest,-14.3120802539173,-5.65548584918959,-1.89549260597196,,,
CLMB,J489.B,Upland,Midwest,-3.0041843954325,-1.20090186055622,-0.023632995963275,,,
KBSM,J489.B,Upland,Midwest,-6.95534891220345,-3.9009707000968,-0.0842724355096,,,
PKLE,J586.B,Coastal,Atlantic,5.53469826568134,6.65763891895877,6.48654721380452,,,
CLMB,J586.B,Coastal,Atlantic,1.45403145644784,2.34307727276136,3.33049304545214,,,
KBSM,J586.B,Coastal,Atlantic,4.74454207101375,3.73513262865819,2.53862243960185,,,
PKLE,J526.C,Upland,Atlantic,-21.1658777459554,-14.0802554273964,-4.3790599599798,,,
CLMB,J526.C,Upland,Atlantic,-15.9392895431417,-7.64450028477,-1.54823574206119,,,
KBSM,J526.C,Upland,Atlantic,-18.149298663714,-5.4918255602541,-1.54143625501596,,,
PKLE,J344.B,Upland,4X,-12.7204400780411,-9.86787063829297,-2.8268303637249,,,
CLMB,J344.B,Upland,4X,-11.2926983735762,-7.96668020598068,-4.59744123425702,,,
KBSM,J344.B,Upland,4X,-3.09754702043994,-7.40085139244284,-1.83286901891723,,,
PKLE,J353.C,Upland,Midwest,-5.41188825003835,-6.62757464667498,-1.89549260597196,,,
CLMB,J353.C,Upland,Midwest,-1.01682479385485,1.69871743033997,-0.633474094402441,,,
KBSM,J353.C,Upland,Midwest,-2.8445764045866,0.871593880375065,-1.54143625501596,,,
PKLE,J416.B,Upland,Atlantic,-9.6021246314266,-4.35936745254239,0.27762882878491,,,
CLMB,J416.B,Upland,Atlantic,6.39888354568133,-4.7448809938738,-0.938394643622022,,,
KBSM,J416.B,Upland,Atlantic,1.6140306998286,-5.17365458822264,-1.54143625501596,,,
PKLE,J587.A,Lowland,Gulf,24.0151407983887,14.1457168844371,3.98455100328795,,,
CLMB,J587.A,Lowland,Gulf,1.39123968388615,11.0419351454499,3.33049304545215,,,
KBSM,J587.A,Lowland,Gulf,-7.27156218202014,11.6894069294446,0.498593092292944,,,
PKLE,J029.B,Upland,Midwest,-18.5672815404433,-13.7562258282346,-5.62084363698372,,,
CLMB,J029.B,Upland,Midwest,-15.4369553626481,-9.89975973324481,-5.20728233269619,,,
KBSM,J029.B,Upland,Midwest,-20.2363062445041,-10.264390140726,-5.62149494963377,,,
PKLE,J538.C,Upland,Atlantic,-18.6972113507189,-11.488018634102,-4.06861404072882,,,
CLMB,J538.C,Upland,Atlantic,-12.9817970554858,-3.77834123024173,-1.85315629128077,,,
KBSM,J538.C,Upland,Atlantic,-11.0661214198203,-4.21914167212826,-2.99860007452232,,,
PKLE,J598.A,Coastal,Atlantic,-11.3886595227162,-0.146982663439004,2.14030434429079,,,
CLMB,J598.A,Coastal,Atlantic,-2.47045432865809,-5.06706091508449,-2.46299738971994,,,
KBSM,J598.A,Coastal,Atlantic,-5.69049583293673,-4.21914167212826,-0.667137963312144,,,
PKLE,J300.A,Lowland,Gulf,22.5555034117856,2.76928372901718,2.14030434429079,,,
CLMB,J300.A,Lowland,Gulf,17.2461622557141,3.63179695760411,1.19604920091506,,,
KBSM,J300.A,Lowland,Gulf,3.7959022615637,5.64415846084694,-0.667137963312144,,,
PKLE,J540.B,Upland,Atlantic,-6.09401975398528,-11.1639890349402,-1.89549260597196,,,
CLMB,J540.B,Upland,Atlantic,-9.25196576532115,-11.5106593392983,-3.98760013581786,,,
KBSM,J540.B,Upland,Atlantic,-10.1174816103703,-6.44633847634847,-3.2900328384236,,,
PKLE,J326.A,Coastal,Gulf,12.4170473485427,2.47986209644649,1.09120595057217,,,
CLMB,J326.A,Coastal,Gulf,16.3356815535696,13.6193745151355,8.81906293140465,,,
KBSM,J326.A,Coastal,Gulf,2.38680390869409,14.728846326045,3.0198557145677,,,
PKLE,J661.A,Upland,Atlantic,-7.75062483499924,-3.38727865505699,-2.20593852522294,,,
CLMB,J661.A,Upland,Atlantic,6.79761130144809,1.05435758791859,1.80589029935423,,,
KBSM,J661.A,Upland,Atlantic,6.64182168991384,-1.03743195181368,-2.41573454671978,,,
PKLE,J588.B,Coastal,Atlantic,-4.98961636664264,-5.33145625002778,0.27762882878491,,,
CLMB,J588.B,Coastal,Atlantic,-0.856705773822538,-4.7448809938738,0.28128755325631,,,
KBSM,J588.B,Coastal,Atlantic,0.949982833213567,-5.80999653228555,0.498593092292945,,,
PKLE,J660.C,Lowland,Gulf,7.45116296724651,-0.471012262600804,0.27762882878491,,,
CLMB,J660.C,Lowland,Gulf,13.2902805843273,4.92051664244686,2.72065194701298,,,
KBSM,J660.C,Lowland,Gulf,-1.64296597928321,10.7348940133503,-0.667137963312144,,,
PKLE,J536.B,Upland,Midwest,-11.0313525444583,-8.57175224164578,-3.44772220222686,,,
CLMB,J536.B,Upland,Midwest,-9.63185598931941,-8.93321996961275,-2.76791793893952,,,
KBSM,J536.B,Upland,Midwest,-11.6985479594537,-7.7190223644743,-2.12430178281851,,,
PKLE,J250.A,Lowland,Gulf,28.3698624216189,10.5459941089004,2.14030434429079,,,
CLMB,J250.A,Lowland,Gulf,30.4952262662318,6.53141624850031,4.85509579155006,,,
KBSM,J250.A,Lowland,Gulf,21.7568159871512,8.50769720913006,5.45295007861458,,,
PKLE,J636.C,Upland,Midwest,-17.0730887222739,-11.8120482332638,-4.3790599599798,,,
CLMB,J636.C,Upland,Midwest,-18.6393357632946,-12.799379024141,-5.20728233269619,,,
KBSM,J636.C,Upland,Midwest,-19.9200929746874,-12.8097579169776,-5.62149494963378,,,
PKLE,J646.A,Upland,Atlantic,-12.5905102677655,-9.54384103913117,-3.75816812147784,,,
CLMB,J646.A,Upland,Atlantic,-11.5752613501039,-9.57757981203412,-4.59744123425702,,,
