SITE,PLANT_ID,ECOTYPE,SUBPOP,PLOT_GL,REP,PL,PBN,SBN
PKLE,J669.A,Upland,Atlantic,P6002,C,28.7,24,4
PKLE,J647.B,Upland,Atlantic,P6004,A,19.9,11,7
PKLE,J647.B,Upland,Atlantic,P6004,B,23.7,11,6
PKLE,J647.B,Upland,Atlantic,P6004,C,22.1,8,5
PKLE,J208.A,Upland,Atlantic,P6005,A,35.6,22,10
PKLE,J208.A,Upland,Atlantic,P6005,B,31.1,26,9
PKLE,J208.A,Upland,Atlantic,P6005,C,31.4,27,11
PKLE,J526.A,Upland,Atlantic,P6006,A,23.7,17,7
PKLE,J526.A,Upland,Atlantic,P6006,B,18.9,19,8
PKLE,J526.A,Upland,Atlantic,P6006,C,20.5,18,9
PKLE,J021.C,Coastal,Atlantic,P6007,A,49.2,28,13
PKLE,J021.C,Coastal,Atlantic,P6007,B,51.2,31,13
PKLE,J021.C,Coastal,Atlantic,P6007,C,51.1,29,14
PKLE,J539.B,Upland,Midwest,P6008,A,38.4,23,12
PKLE,J539.B,Upland,Midwest,P6008,B,39.5,24,11
PKLE,J539.B,Upland,Midwest,P6008,C,36.5,24,11
PKLE,J441.B,Lowland,Gulf,P6010,A,42.5,32,14
PKLE,J441.B,Lowland,Gulf,P6010,B,50.9,36,11
PKLE,J441.B,Lowland,Gulf,P6010,C,50.2,32,12
PKLE,J258.A,Upland,Midwest,P6011,A,21.6,14,7
PKLE,J258.A,Upland,Midwest,P6011,B,20.5,13,6
PKLE,J258.A,Upland,Midwest,P6011,C,25.4,13,3
PKLE,J418.B,Coastal,Atlantic,P6012,A,37.4,24,10
PKLE,J418.B,Coastal,Atlantic,P6012,B,46.9,26,14
PKLE,J418.B,Coastal,Atlantic,P6012,C,39.5,21,12
PKLE,J515.A,Upland,Atlantic,P6013,A,21.5,16,6
PKLE,J515.A,Upland,Atlantic,P6013,B,23.3,14,6
PKLE,J515.A,Upland,Atlantic,P6013,C,19.1,11,5
PKLE,J204.A,Coastal,Atlantic,P6014,A,47.2,27,16
PKLE,J204.A,Coastal,Atlantic,P6014,B,37.2,18,13
PKLE,J204.A,Coastal,Atlantic,P6014,C,45.6,25,13
PKLE,J640.A,Unknown,4X,P6015,A,20,12,7
PKLE,J640.A,Unknown,4X,P6015,B,17.5,14,6
PKLE,J640.A,Unknown,4X,P6015,C,19.1,12,5
PKLE,J229.A,Lowland,Gulf,P6016,A,59.3,26,4
PKLE,J229.A,Lowland,Gulf,P6016,B,58.5,28,9
PKLE,J229.A,Lowland,Gulf,P6016,C,61.8,26,6
PKLE,J393.A,Upland,Midwest,P6017,A,31.9,23,11
PKLE,J393.A,Upland,Midwest,P6017,B,30.4,23,16
PKLE,J393.A,Upland,Midwest,P6017,C,33.2,26,9
PKLE,J534.B,Unknown,4X,P6018,A,25.9,22,7
PKLE,J534.B,Unknown,4X,P6018,B,25.2,24,7
PKLE,J534.B,Unknown,4X,P6018,C,24.4,21,6
PKLE,J023.B,Lowland,Gulf,P6020,A,43.9,27,21
PKLE,J023.B,Lowland,Gulf,P6020,B,44.8,25,16
PKLE,J023.B,Lowland,Gulf,P6020,C,46.4,29,20
PKLE,J022.B,Lowland,Gulf,P6022,A,68.2,38,14
PKLE,J022.B,Lowland,Gulf,P6022,B,61.2,46,15
PKLE,J022.B,Lowland,Gulf,P6022,C,68.6,43,15
PKLE,AP13,Lowland,Gulf,P6201,A,47.6,36,18
PKLE,AP13,Lowland,Gulf,P6201,B,49.2,37,15
PKLE,AP13,Lowland,Gulf,P6201,C,41.4,36,15
PKLE,J482.A,Coastal,Gulf,P6202,A,61.7,29,18
PKLE,J482.A,Coastal,Gulf,P6202,B,55.8,30,21
PKLE,J482.A,Coastal,Gulf,P6202,C,57.5,41,17
PKLE,J208.B,Coastal,Atlantic,P6203,A,51,28,20
PKLE,J208.B,Coastal,Atlantic,P6203,B,49,19,15
PKLE,J208.B,Coastal,Atlantic,P6203,C,33.1,25,28
PKLE,J429.A,Upland,Atlantic,P6204,A,30.4,25,10
PKLE,J429.A,Upland,Atlantic,P6204,B,29.7,19,7
PKLE,J429.A,Upland,Atlantic,P6204,C,26.3,26,10
PKLE,J324.A,Lowland,Gulf,P6206,A,62.8,40,16
PKLE,J324.A,Lowland,Gulf,P6206,B,72.8,40,17
PKLE,J324.A,Lowland,Gulf,P6206,C,66.7,42,15
PKLE,J665.A,Upland,Atlantic,P6207,A,22.2,24,6
PKLE,J665.A,Upland,Atlantic,P6207,B,26.7,18,9
PKLE,J665.A,Upland,Atlantic,P6207,C,21.7,15,14
PKLE,AP13,Lowland,Gulf,P6208,A,49.2,39,15
PKLE,AP13,Lowland,Gulf,P6208,B,45.1,37,18
PKLE,AP13,Lowland,Gulf,P6208,C,45.6,38,14
PKLE,J636.B,Upland,Midwest,P6209,A,25.6,15,5
PKLE,J636.B,Upland,Midwest,P6209,B,28.5,13,5
PKLE,J636.B,Upland,Midwest,P6209,C,29,13,6
PKLE,J647.A,Unknown,4X,P6211,A,20.5,10,7
PKLE,J647.A,Unknown,4X,P6211,B,22.7,15,8
PKLE,J647.A,Unknown,4X,P6211,C,25.4,13,10
PKLE,J649.B,Upland,Atlantic,P6212,A,26.8,18,10
PKLE,J649.B,Upland,Atlantic,P6212,B,23.9,26,10
PKLE,J649.B,Upland,Atlantic,P6212,C,32.6,25,13
PKLE,J651.A,Lowland,Gulf,P6213,A,34.8,37,15
PKLE,J651.A,Lowland,Gulf,P6213,B,31.8,35,15
PKLE,J651.A,Lowland,Gulf,P6213,C,33.2,37,16
PKLE,J645.B,Upland,Atlantic,P6214,A,37.8,20,7
PKLE,J645.B,Upland,Atlantic,P6214,B,44.3,20,10
PKLE,J645.B,Upland,Atlantic,P6214,C,35.2,21,9
PKLE,AP13,Lowland,Gulf,P6215,A,43.7,33,16
PKLE,AP13,Lowland,Gulf,P6215,B,47.8,30,17
PKLE,AP13,Lowland,Gulf,P6215,C,46.8,36,16
PKLE,J638.A,Upland,Atlantic,P6216,A,19.2,10,4
PKLE,J638.A,Upland,Atlantic,P6216,B,18.3,10,5
PKLE,J638.A,Upland,Atlantic,P6216,C,18.9,11,6
PKLE,J574.C,Upland,Atlantic,P6217,A,27,26,9
PKLE,J574.C,Upland,Atlantic,P6217,B,42.7,23,13
PKLE,J574.C,Upland,Atlantic,P6217,C,33.1,25,13
PKLE,J635.B,Upland,Atlantic,P6218,A,11.7,12,2
PKLE,J635.B,Upland,Atlantic,P6218,B,10.8,11,1
PKLE,J635.B,Upland,Atlantic,P6218,C,12.8,12,2
PKLE,J022.C,Lowland,Gulf,P6219,A,65.1,43,22
PKLE,J022.C,Lowland,Gulf,P6219,B,55,39,20
PKLE,J022.C,Lowland,Gulf,P6219,C,64.1,41,19
PKLE,J355.C,Upland,Midwest,P6221,A,29.2,18,10
PKLE,J355.C,Upland,Midwest,P6221,B,32.3,22,9
PKLE,J355.C,Upland,Midwest,P6221,C,33.6,24,10
PKLE,AP13,Lowland,Gulf,P6222,A,54.5,39,17
PKLE,AP13,Lowland,Gulf,P6222,B,49.7,39,17
PKLE,AP13,Lowland,Gulf,P6222,C,51,41,19
PKLE,J387.C,Upland,Midwest,P6402,A,32.8,23,9
PKLE,J387.C,Upland,Midwest,P6402,B,32.6,24,9
PKLE,J387.C,Upland,Midwest,P6402,C,49.5,20,8
PKLE,J306.A,Lowland,Gulf,P6403,A,60.1,32,16
PKLE,J306.A,Lowland,Gulf,P6403,B,58.8,29,15
PKLE,J306.A,Lowland,Gulf,P6403,C,61.3,30,16
PKLE,J016.C,Lowland,Gulf,P6404,A,50.6,46,18
PKLE,J016.C,Lowland,Gulf,P6404,B,50.5,43,17
PKLE,J016.C,Lowland,Gulf,P6404,C,52.6,43,15
PKLE,J448.A,Upland,Midwest,P6405,A,31.6,15,7
PKLE,J448.A,Upland,Midwest,P6405,B,27.9,18,10
PKLE,J448.A,Upland,Midwest,P6405,C,25.9,15,9
PKLE,J586.C,Coastal,Atlantic,P6407,A,50.2,23,16
PKLE,J586.C,Coastal,Atlantic,P6407,B,53.5,23,15
PKLE,J586.C,Coastal,Atlantic,P6407,C,45.4,24,13
PKLE,J348.A,Upland,Midwest,P6411,A,17.8,10,5
PKLE,J348.A,Upland,Midwest,P6411,B,15.1,8,5
PKLE,J348.A,Upland,Midwest,P6411,C,17.4,10,5
PKLE,J450.B,Upland,Atlantic,P6412,A,23.5,14,9
PKLE,J450.B,Upland,Atlantic,P6412,B,22.7,14,9
PKLE,J450.B,Upland,Atlantic,P6412,C,19.4,12,8
PKLE,J428.A,Upland,4X,P6413,A,30.7,22,10
PKLE,J428.A,Upland,4X,P6413,B,31.4,21,9
PKLE,J428.A,Upland,4X,P6413,C,31.7,24,10
PKLE,J652.A,Unknown,4X,P6415,A,48.9,45,14
PKLE,J652.A,Unknown,4X,P6415,B,51.2,40,13
PKLE,J652.A,Unknown,4X,P6415,C,52.6,44,14
PKLE,J390.A,Upland,Midwest,P6416,A,28.9,15,9
PKLE,J390.A,Upland,Midwest,P6416,B,31.4,15,7
PKLE,J390.A,Upland,Midwest,P6416,C,33.5,17,6
PKLE,J219.A,Lowland,Gulf,P6417,A,61.3,19,13
PKLE,J219.A,Lowland,Gulf,P6417,B,56.1,35,15
PKLE,J219.A,Lowland,Gulf,P6417,C,56.4,36,15
PKLE,J625.B,Upland,Atlantic,P6418,A,32.3,17,9
PKLE,J625.B,Upland,Atlantic,P6418,B,31.1,16,7
PKLE,J625.B,Upland,Atlantic,P6418,C,34.6,20,10
PKLE,J640.C,Upland,Atlantic,P6419,A,25.6,16,8
PKLE,J640.C,Upland,Atlantic,P6419,B,20.1,17,8
PKLE,J640.C,Upland,Atlantic,P6419,C,26.5,14,8
PKLE,J379.A,Upland,Midwest,P6420,A,31.6,19,10
PKLE,J379.A,Upland,Midwest,P6420,B,41.9,19,8
PKLE,J379.A,Upland,Midwest,P6420,C,34.9,17,7
PKLE,J643.A,Upland,Atlantic,P6421,A,22.6,18,9
PKLE,J643.A,Upland,Atlantic,P6421,B,23.8,18,7
PKLE,J643.A,Upland,Atlantic,P6421,C,25.1,17,7
PKLE,J534.A,Upland,Atlantic,P6601,A,29.2,29,14
PKLE,J534.A,Upland,Atlantic,P6601,B,27.6,31,11
PKLE,J534.A,Upland,Atlantic,P6601,C,29.9,31,11
PKLE,J376.C,Upland,Midwest,P6602,A,32.4,17,9
PKLE,J376.C,Upland,Midwest,P6602,B,29.5,13,10
PKLE,J376.C,Upland,Midwest,P6602,C,30.2,12,7
PKLE,AP13,Lowland,Gulf,P6603,A,46.8,35,15
PKLE,AP13,Lowland,Gulf,P6603,B,48.7,35,15
PKLE,AP13,Lowland,Gulf,P6603,C,46.9,33,18
PKLE,J597.B,Coastal,Atlantic,P6604,A,51.1,35,16
PKLE,J597.B,Coastal,Atlantic,P6604,B,46.6,29,13
PKLE,J597.B,Coastal,Atlantic,P6604,C,47.9,36,18
PKLE,J326.B,Coastal,Gulf,P6606,A,58.4,53,21
PKLE,J326.B,Coastal,Gulf,P6606,B,59.3,46,20
PKLE,J326.B,Coastal,Gulf,P6606,C,55.7,48,17
PKLE,J008.A,Lowland,Gulf,P6607,A,58.6,32,15
PKLE,J008.A,Lowland,Gulf,P6607,B,58.1,39,15
PKLE,J008.A,Lowland,Gulf,P6607,C,57.1,34,14
PKLE,J527.C,Upland,Atlantic,P6608,A,26.5,22,7
PKLE,J527.C,Upland,Atlantic,P6608,B,29,17,7
PKLE,J527.C,Upland,Atlantic,P6608,C,28,20,7
PKLE,J587.A,Lowland,Gulf,P6609,A,63.6,46,15
PKLE,J587.A,Lowland,Gulf,P6609,B,56.5,42,16
PKLE,J587.A,Lowland,Gulf,P6609,C,62.5,45,15
PKLE,AP13,Lowland,Gulf,P6611,A,45.4,39,15
PKLE,AP13,Lowland,Gulf,P6611,B,47.5,40,15
PKLE,AP13,Lowland,Gulf,P6611,C,48.7,37,16
PKLE,J311.A,Lowland,Gulf,P6612,A,67.1,37,14
PKLE,J311.A,Lowland,Gulf,P6612,B,67.8,35,17
PKLE,J311.A,Lowland,Gulf,P6612,C,61.5,32,16
PKLE,J001.A,Lowland,Atlantic,P6616,A,56.5,32,20
PKLE,J001.A,Lowland,Atlantic,P6616,B,61.1,33,22
PKLE,J001.A,Lowland,Atlantic,P6616,C,56.1,31,22
PKLE,J471.B,Unknown,4X,P6617,A,23.6,28,9
PKLE,J471.B,Unknown,4X,P6617,B,27.2,25,7
PKLE,J471.B,Unknown,4X,P6617,C,28,31,10
PKLE,AP13,Lowland,Gulf,P6619,A,49.9,37,19
PKLE,AP13,Lowland,Gulf,P6619,B,45.9,40,14
PKLE,AP13,Lowland,Gulf,P6619,C,49.3,36,16
PKLE,J406.A,Upland,Midwest,P6620,A,16.4,14,5
PKLE,J406.A,Upland,Midwest,P6620,B,12.4,17,5
PKLE,J406.A,Upland,Midwest,P6620,C,13.3,18,5
PKLE,AP13,Lowland,Gulf,P6703,A,44.8,37,16
PKLE,AP13,Lowland,Gulf,P6703,B,47,36,16
PKLE,AP13,Lowland,Gulf,P6703,C,45.3,38,13
PKLE,AP13,Lowland,Gulf,P6711,A,49,37,15
PKLE,AP13,Lowland,Gulf,P6711,B,50,39,15
PKLE,AP13,Lowland,Gulf,P6711,C,53.3,36,18
PKLE,AP13,Lowland,Gulf,P6719,A,50.3,40,14
PKLE,AP13,Lowland,Gulf,P6719,B,46.9,33,14
PKLE,AP13,Lowland,Gulf,P6719,C,47.9,36,15
PKLE,J427.A,Upland,Atlantic,P6801,A,31.2,39,12
PKLE,J427.A,Upland,Atlantic,P6801,B,29.8,39,14
PKLE,J427.A,Upland,Atlantic,P6801,C,30.9,39,15
PKLE,J465.C,Coastal,Gulf,P6802,A,55.1,39,18
PKLE,J465.C,Coastal,Gulf,P6802,B,50.9,39,16
PKLE,J465.C,Coastal,Gulf,P6802,C,52.7,39,16
PKLE,J018.B,Lowland,Gulf,P6804,A,46.3,25,13
PKLE,J018.B,Lowland,Gulf,P6804,B,43,30,12
PKLE,J018.B,Lowland,Gulf,P6804,C,39.2,30,11
PKLE,J065.A,Lowland,Gulf,P6806,A,61.2,39,14
PKLE,J065.A,Lowland,Gulf,P6806,B,54.1,39,15
PKLE,J065.A,Lowland,Gulf,P6806,C,52.7,39,15
PKLE,J011.B,Lowland,Gulf,P6807,A,47.8,39,14
PKLE,J011.B,Lowland,Gulf,P6807,B,50.3,39,12
PKLE,J011.B,Lowland,Gulf,P6807,C,47.9,39,14
PKLE,J005.D,Coastal,Gulf,P6808,A,57.7,39,16
PKLE,J005.D,Coastal,Gulf,P6808,B,59.1,39,21
PKLE,J005.D,Coastal,Gulf,P6808,C,49.5,39,18
PKLE,J008.B,Lowland,Gulf,P6809,A,60.4,39,15
PKLE,J008.B,Lowland,Gulf,P6809,B,58.2,39,14
PKLE,J008.B,Lowland,Gulf,P6809,C,58.7,39,13
PKLE,J540.C,Upland,Atlantic,P6810,A,28.5,39,8
PKLE,J540.C,Upland,Atlantic,P6810,B,24.4,39,7
PKLE,J540.C,Upland,Atlantic,P6810,C,26.9,39,8
PKLE,J683.E,Upland,Atlantic,P6811,A,18,39,5
PKLE,J683.E,Upland,Atlantic,P6811,B,25,39,7
PKLE,J683.E,Upland,Atlantic,P6811,C,21.1,39,7
PKLE,J314.A,Coastal,Gulf,P6812,A,59.1,39,26
PKLE,J314.A,Coastal,Gulf,P6812,B,66.9,39,24
PKLE,J314.A,Coastal,Gulf,P6812,C,54.7,39,19
PKLE,J441.A,Lowland,Gulf,P6813,A,43.1,39,12
PKLE,J441.A,Lowland,Gulf,P6813,B,47.1,39,17
PKLE,J441.A,Lowland,Gulf,P6813,C,44.2,39,12
PKLE,J536.C,Upland,Atlantic,P6814,A,17.4,39,5
PKLE,J536.C,Upland,Atlantic,P6814,B,17.9,39,3
PKLE,J536.C,Upland,Atlantic,P6814,C,21.1,39,7
PKLE,J644.C,Upland,Atlantic,P6817,A,29.6,39,7
PKLE,J644.C,Upland,Atlantic,P6817,B,24.1,39,4
PKLE,J644.C,Upland,Atlantic,P6817,C,24.5,39,7
PKLE,J386.C,Upland,Midwest,P6818,A,49.4,30,17
PKLE,J386.C,Upland,Midwest,P6818,B,38.1,33,17
PKLE,J386.C,Upland,Midwest,P6818,C,42.8,35,14
PKLE,J387.B,Upland,Midwest,P6819,A,44,22,10
PKLE,J387.B,Upland,Midwest,P6819,B,40,22,10
PKLE,J387.B,Upland,Midwest,P6819,C,43.8,20,12
PKLE,J380.B,Upland,Midwest,P6820,A,33.2,19,7
PKLE,J380.B,Upland,Midwest,P6820,B,41,21,8
PKLE,J380.B,Upland,Midwest,P6820,C,36.4,21,8
PKLE,J412.A,Upland,Midwest,P6821,A,19.6,21,6
PKLE,J412.A,Upland,Midwest,P6821,B,28.1,13,8
PKLE,J412.A,Upland,Midwest,P6821,C,22.3,9,6
PKLE,J591.A,Coastal,Atlantic,P6913,A,42.7,29,14
PKLE,J591.A,Coastal,Atlantic,P6913,B,44.1,29,15
PKLE,J591.A,Coastal,Atlantic,P6913,C,45,27,13
PKLE,AP13,Lowland,Gulf,P7001,A,49,37,14
PKLE,AP13,Lowland,Gulf,P7001,B,53.3,37,14
PKLE,AP13,Lowland,Gulf,P7001,C,44.6,32,15
PKLE,J285.B,Unknown,4X,P7002,A,25.5,22,8
PKLE,J285.B,Unknown,4X,P7002,B,26.1,28,8
PKLE,J285.B,Unknown,4X,P7002,C,26.4,22,9
PKLE,J626.B,Upland,Atlantic,P7003,A,27.1,12,6
PKLE,J626.B,Upland,Atlantic,P7003,B,22.4,14,6
PKLE,J626.B,Upland,Atlantic,P7003,C,25.3,15,7
PKLE,J329.A,Coastal,Gulf,P7005,A,53.9,46,23
PKLE,J329.A,Coastal,Gulf,P7005,B,47.7,43,17
PKLE,J329.A,Coastal,Gulf,P7005,C,52.1,48,18
PKLE,J470.A,Upland,Midwest,P7006,A,30.2,21,7
PKLE,J470.A,Upland,Midwest,P7006,B,33.1,18,7
PKLE,J470.A,Upland,Midwest,P7006,C,28,18,7
PKLE,J225.A,Coastal,Gulf,P7007,A,54.5,59,22
PKLE,J225.A,Coastal,Gulf,P7007,B,53.2,61,20
PKLE,J225.A,Coastal,Gulf,P7007,C,53,62,21
PKLE,AP13,Lowland,Gulf,P7008,A,46,33,15
PKLE,AP13,Lowland,Gulf,P7008,B,45.5,35,14
PKLE,AP13,Lowland,Gulf,P7008,C,44.9,35,17
PKLE,J585.A,Coastal,Atlantic,P7011,A,54.6,28,9
PKLE,J585.A,Coastal,Atlantic,P7011,B,50.9,31,11
PKLE,J585.A,Coastal,Atlantic,P7011,C,58.9,31,10
PKLE,J591.B,Lowland,Atlantic,P7012,A,37.2,23,13
PKLE,J591.B,Lowland,Atlantic,P7012,B,35.8,20,12
PKLE,J591.B,Lowland,Atlantic,P7012,C,43,24,14
PKLE,J461.B,Coastal,Gulf,P7013,A,74.5,42,21
PKLE,J461.B,Coastal,Gulf,P7013,B,73.2,48,19
PKLE,J461.B,Coastal,Gulf,P7013,C,72.2,47,19
PKLE,J018.A,Coastal,Gulf,P7014,A,41.2,31,18
PKLE,J018.A,Coastal,Gulf,P7014,B,44.1,41,23
PKLE,J018.A,Coastal,Gulf,P7014,C,44.2,37,19
PKLE,AP13,Lowland,Gulf,P7015,A,45.6,36,15
PKLE,AP13,Lowland,Gulf,P7015,B,46.5,37,14
PKLE,AP13,Lowland,Gulf,P7015,C,41,35,14
PKLE,J482.B,Coastal,Gulf,P7018,A,49.5,39,13
PKLE,J482.B,Coastal,Gulf,P7018,B,55.6,39,13
PKLE,J482.B,Coastal,Gulf,P7018,C,48.8,39,13
PKLE,J018.C,Lowland,Gulf,P7020,A,36.9,39,12
PKLE,J018.C,Lowland,Gulf,P7020,B,37.8,39,11
PKLE,J018.C,Lowland,Gulf,P7020,C,39,39,15
PKLE,AP13,Lowland,Gulf,P7022,A,44.3,39,13
PKLE,AP13,Lowland,Gulf,P7022,B,42.6,39,11
PKLE,AP13,Lowland,Gulf,P7022,C,42.9,39,12
PKLE,J515.C,Upland,Atlantic,P7201,A,12.3,16,6
PKLE,J515.C,Upland,Atlantic,P7201,B,11.9,15,7
PKLE,J515.C,Upland,Atlantic,P7201,C,15.1,14,6
PKLE,J641.A,Upland,Atlantic,P7202,A,24,9,4
PKLE,J641.A,Upland,Atlantic,P7202,B,17.9,9,5
PKLE,J641.A,Upland,Atlantic,P7202,C,14.3,13,4
PKLE,J540.A,Coastal,Atlantic,P7203,A,22.3,27,11
PKLE,J540.A,Coastal,Atlantic,P7203,B,23.5,27,8
PKLE,J540.A,Coastal,Atlantic,P7203,C,26.4,25,10
PKLE,J641.B,Upland,Atlantic,P7205,A,14.3,13,7
PKLE,J641.B,Upland,Atlantic,P7205,B,15.4,12,6
PKLE,J641.B,Upland,Atlantic,P7205,C,15.6,15,6
PKLE,J257.A,Upland,Midwest,P7206,A,22.7,18,4
PKLE,J257.A,Upland,Midwest,P7206,B,22.5,15,6
PKLE,J257.A,Upland,Midwest,P7206,C,20,14,4
PKLE,J427.B,Upland,Atlantic,P7207,A,25.9,20,10
PKLE,J427.B,Upland,Atlantic,P7207,B,29.3,21,11
PKLE,J427.B,Upland,Atlantic,P7207,C,24,19,9
PKLE,J351.B,Upland,Midwest,P7208,A,21.8,24,7
PKLE,J351.B,Upland,Midwest,P7208,B,22.6,23,8
PKLE,J351.B,Upland,Midwest,P7208,C,23.6,23,8
PKLE,J355.A,Upland,Midwest,P7210,A,30.6,12,9
PKLE,J355.A,Upland,Midwest,P7210,B,34,13,10
PKLE,J355.A,Upland,Midwest,P7210,C,30.7,14,8
PKLE,J651.B,Lowland,Gulf,P7214,A,43.3,52,14
PKLE,J651.B,Lowland,Gulf,P7214,B,44.8,53,14
PKLE,J651.B,Lowland,Gulf,P7214,C,42.6,50,22
PKLE,J005.A,Lowland,Gulf,P7216,A,47.6,32,13
PKLE,J005.A,Lowland,Gulf,P7216,B,39,29,12
PKLE,J005.A,Lowland,Gulf,P7216,C,48.4,29,12
PKLE,J208.C,Coastal,Atlantic,P7220,A,54,30,14
PKLE,J208.C,Coastal,Atlantic,P7220,B,57.9,29,14
PKLE,J208.C,Coastal,Atlantic,P7220,C,53.5,31,13
PKLE,J250.C,Lowland,Gulf,P7221,A,47.6,42,23
PKLE,J250.C,Lowland,Gulf,P7221,B,46.9,40,23
PKLE,J250.C,Lowland,Gulf,P7221,C,50.1,45,20
PKLE,J481.A,Coastal,Gulf,P7401,A,41.7,46,15
PKLE,J481.A,Coastal,Gulf,P7401,B,42.8,40,13
PKLE,J481.A,Coastal,Gulf,P7401,C,46.1,43,12
PKLE,AP13,Lowland,Gulf,P7403,A,45.3,38,13
PKLE,AP13,Lowland,Gulf,P7403,B,45.8,34,15
PKLE,AP13,Lowland,Gulf,P7403,C,43.9,35,18
PKLE,J610.C,Lowland,Gulf,P7404,A,61.1,40,17
PKLE,J610.C,Lowland,Gulf,P7404,B,64.6,45,18
PKLE,J610.C,Lowland,Gulf,P7404,C,59.3,42,18
PKLE,J466.D,Unknown,4X,P7405,A,55.3,57,14
PKLE,J466.D,Unknown,4X,P7405,B,55.4,46,15
PKLE,J466.D,Unknown,4X,P7405,C,52.8,53,17
PKLE,J243.A,Lowland,4X,P7406,A,37.4,35,16
PKLE,J243.A,Lowland,4X,P7406,B,35.1,37,14
PKLE,J243.A,Lowland,4X,P7406,C,36.9,35,18
PKLE,J530.B,Upland,Midwest,P7408,A,29.2,27,2
PKLE,J530.B,Upland,Midwest,P7408,B,30.7,24,1
PKLE,J530.B,Upland,Midwest,P7408,C,28.4,19,1
PKLE,AP13,Lowland,Gulf,P7411,A,43.1,21,13
PKLE,AP13,Lowland,Gulf,P7411,B,37.7,29,12
PKLE,AP13,Lowland,Gulf,P7411,C,40.4,31,13
PKLE,J589.A,Unknown,4X,P7412,A,30.9,23,12
PKLE,J589.A,Unknown,4X,P7412,B,30.3,20,11
PKLE,J589.A,Unknown,4X,P7412,C,33.5,22,10
PKLE,J045.C,Upland,Midwest,P7413,A,29.7,18,7
PKLE,J045.C,Upland,Midwest,P7413,B,29.2,19,8
PKLE,J045.C,Upland,Midwest,P7413,C,24.7,18,9
PKLE,J288.B,Lowland,Gulf,P7415,A,48.7,33,13
PKLE,J288.B,Lowland,Gulf,P7415,B,48.1,31,17
PKLE,J288.B,Lowland,Gulf,P7415,C,50.4,32,20
PKLE,J350.C,Upland,Midwest,P7416,A,35.8,21,15
PKLE,J350.C,Upland,Midwest,P7416,B,27.7,23,6
PKLE,J350.C,Upland,Midwest,P7416,C,24.9,21,5
PKLE,J608.B,Unknown,4X,P7417,A,25.7,22,8
PKLE,J608.B,Unknown,4X,P7417,B,26.7,19,8
PKLE,J608.B,Unknown,4X,P7417,C,24.7,23,4
PKLE,J396.A,Upland,Midwest,P7418,A,29.6,16,7
PKLE,J396.A,Upland,Midwest,P7418,B,29.4,17,8
PKLE,J396.A,Upland,Midwest,P7418,C,26.9,17,7
PKLE,AP13,Lowland,Gulf,P7419,A,42.9,35,14
PKLE,AP13,Lowland,Gulf,P7419,B,40.3,33,13
PKLE,AP13,Lowland,Gulf,P7419,C,42.5,34,15
PKLE,J348.C,Upland,Midwest,P7420,A,35.7,18,9
PKLE,J348.C,Upland,Midwest,P7420,B,38.4,16,10
PKLE,J348.C,Upland,Midwest,P7420,C,33.9,16,7
PKLE,J599.A,Upland,Atlantic,P7421,A,28.7,18,11
PKLE,J599.A,Upland,Atlantic,P7421,B,28.6,21,12
PKLE,J599.A,Upland,Atlantic,P7421,C,26.1,20,11
PKLE,J500.A,Coastal,Gulf,P7422,A,29.8,35,15
PKLE,J500.A,Coastal,Gulf,P7422,B,31.9,36,10
PKLE,J500.A,Coastal,Gulf,P7422,C,42.5,40,13
PKLE,AP13,Lowland,Gulf,P7503,A,47.2,26,17
PKLE,AP13,Lowland,Gulf,P7503,B,52.4,33,15
PKLE,AP13,Lowland,Gulf,P7503,C,46.5,36,14
PKLE,J250.B,Lowland,Gulf,P7504,A,58.1,46,12
PKLE,J250.B,Lowland,Gulf,P7504,B,51.3,43,14
PKLE,J250.B,Lowland,Gulf,P7504,C,56.1,44,13
PKLE,J384.A,Upland,Midwest,P7507,A,36.9,21,10
PKLE,J384.A,Upland,Midwest,P7507,B,35.2,35,12
PKLE,J384.A,Upland,Midwest,P7507,C,36.6,25,11
PKLE,J216.A,Lowland,Gulf,P7508,A,67.2,35,20
PKLE,J216.A,Lowland,Gulf,P7508,B,64.2,37,17
PKLE,J216.A,Lowland,Gulf,P7508,C,55,44,24
PKLE,AP13,Lowland,Gulf,P7511,A,43.9,33,14
PKLE,AP13,Lowland,Gulf,P7511,B,46.5,35,15
PKLE,AP13,Lowland,Gulf,P7511,C,48.1,41,17
PKLE,J240.A,Lowland,Gulf,P7513,A,52.1,31,16
PKLE,J240.A,Lowland,Gulf,P7513,B,58.1,29,14
PKLE,J240.A,Lowland,Gulf,P7513,C,51.5,37,13
PKLE,J321.A,Lowland,Gulf,P7515,A,53.3,42,17
PKLE,J321.A,Lowland,Gulf,P7515,B,27.3,35,18
PKLE,J321.A,Lowland,Gulf,P7515,C,28,41,17
PKLE,J446.A,Lowland,Gulf,P7517,A,48.6,36,13
PKLE,J446.A,Lowland,Gulf,P7517,B,54.2,41,16
PKLE,J446.A,Lowland,Gulf,P7517,C,26.9,37,13
PKLE,J229.A,Lowland,Gulf,P7518,A,66.2,43,12
PKLE,J229.A,Lowland,Gulf,P7518,B,70.2,40,14
PKLE,J229.A,Lowland,Gulf,P7518,C,61.4,36,13
PKLE,AP13,Lowland,Gulf,P7519,A,52.3,35,16
PKLE,AP13,Lowland,Gulf,P7519,B,46.6,36,16
