SITE,PLANT_ID,ECOTYPE,SUBPOP,PL,PBN,SBN
CLMB,J621.A,Coastal,Atlantic,14.455067965346789,10.07539538181788,3.635413594671727
KBSM,J621.A,Coastal,Atlantic,18.246848692186028,6.916842348972768,4.287219023009487
PKLE,J665.C,Upland,Atlantic,1.441909241999788,-4.683397051704189,-0.653708928968032
CLMB,J665.C,Upland,Atlantic,-6.28191492315298,-2.16744162418829,-1.8531562912807735
KBSM,J665.C,Upland,Atlantic,10.056925003933989,-1.3556029238451406,-1.8328690189172336
PKLE,J657.C,Upland,Midwest,0.20757604438154575,-9.219811439969376,-3.4477222022268577
CLMB,J657.C,Upland,Midwest,11.783278042846666,-10.86629949687688,-2.46299738971994
KBSM,J657.C,Upland,Midwest,4.333464820252058,-13.764270833072002,-2.4157345467197793
PKLE,J028.C,Lowland,Gulf,31.09838843740656,9.573905311414958,9.280560487063353
CLMB,J028.C,Lowland,Gulf,20.29156322495634,6.531416248500305,4.855095791550061
KBSM,J028.C,Lowland,Gulf,22.800319777546232,4.689645544752559,-0.08427243550959856
PKLE,J271.A,Lowland,Gulf,18.852503818930813,8.277786914767766,5.244763536800599
CLMB,J271.A,Lowland,Gulf,16.335681553569557,4.598336721236173,1.500969750134643
KBSM,J271.A,Lowland,Gulf,2.5490777513422715,4.147635523216908,2.2424107230441046
PKLE,J319.A,Lowland,Gulf,23.237634915732468,13.462260501356548,1.8298584250398129
CLMB,J319.A,Lowland,Gulf,29.01961961103194,19.096433175717163,5.464936889989228
KBSM,J319.A,Lowland,Gulf,22.136271910931203,14.234774705696305,2.5386224396018524
PKLE,J614.C,Coastal,Atlantic,-1.059239605805605,-2.091160258409801,4.623871698298636
CLMB,J614.C,Coastal,Atlantic,6.7976113014480894,0.7321776667079133,-0.02363299596327267
KBSM,J614.C,Coastal,Atlantic,14.610396089294191,5.325987488815483,6.035815606417122
PKLE,J613.A,Coastal,Atlantic,7.516127872384304,-1.119071460924405,-0.3432630097170527
CLMB,J613.A,Coastal,Atlantic,-0.6180970380880904,-4.100521151452423,-0.3285535451828558
KBSM,J613.A,Coastal,Atlantic,7.748568134272214,-5.809996532285551,1.664324147898035
PKLE,J246.A,Lowland,Gulf,-5.3794057974694525,3.4173429273407803,0.5880747480358892
CLMB,J246.A,Lowland,Gulf,-14.97229624569156,-0.8787219393455337,-1.8531562912807735
KBSM,J246.A,Lowland,Gulf,10.12016765789732,3.41696165662673,2.247189675700582
PKLE,J306.B,Lowland,Gulf,17.520723263605866,9.573905311414958,2.7611961827927525
CLMB,J306.B,Lowland,Gulf,26.19398984575567,9.108855618185812,2.1108108485738115
KBSM,J306.B,Lowland,Gulf,17.234966228772652,7.235013321004224,3.995786259108214
PKLE,J484.B,Lowland,Gulf,37.49743159348007,21.887030079563313,3.071642102043736
CLMB,J484.B,Lowland,Gulf,17.87407998133107,24.89567175750956,1.196049200915062
KBSM,J484.B,Lowland,Gulf,20.808176177701153,30.143323307269203,1.081458620095491
PKLE,J308.A,Lowland,Gulf,24.309555850506207,14.758378898003745,1.2089665865378498
CLMB,J308.A,Lowland,Gulf,26.821907571372613,12.330654830292696,6.074777988428393
KBSM,J308.A,Lowland,Gulf,19.733051060324424,12.643919845539012,2.247189675700579
PKLE,J172.A,Upland,Atlantic,-15.481448546397717,-9.543841039131175,-3.7581681214778393
CLMB,J172.A,Upland,Atlantic,-14.714849978188612,-2.4896215453989754,-2.1580768405003568
KBSM,J172.A,Upland,Atlantic,-7.52453279787348,-6.446338476348471,-1.8328690189172336
PKLE,J425.A,Upland,Atlantic,-12.78540498317892,5.361520522311578,0.8985206672868706
CLMB,J425.A,Upland,Atlantic,-4.128157124286839,2.987437115182726,0.28128755325631044
KBSM,J425.A,Upland,Atlantic,0.6337695633968915,1.507935824437985,1.664324147898035
PKLE,J599.C,Coastal,Atlantic,0.6298479277772611,1.7971949315317886,0.5880747480358892
CLMB,J599.C,Coastal,Atlantic,3.2090614995472233,3.6317969576041063,3.635413594671727
KBSM,J599.C,Coastal,Atlantic,5.376968610647107,1.8261067964694373,-1.5414362550159617
PKLE,J595.B,Coastal,Atlantic,-1.676406204614721,7.30569811728237,2.450750263541773
CLMB,J595.B,Coastal,Atlantic,-1.6227653990752102,-1.200901860556224,4.85509579155006
KBSM,J595.B,Coastal,Atlantic,-5.374282563120043,12.643919845539012,3.995786259108214
PKLE,J621.C,Coastal,Atlantic,-0.18221338644526597,-8.571752241645775,-2.826830363724897
CLMB,J621.C,Coastal,Atlantic,1.8307820918180144,2.6652571939720406,0.5862081024758936
KBSM,J621.C,Coastal,Atlantic,10.12016765789732,2.144277768500898,1.081458620095491
PKLE,J517.B,Upland,Atlantic,0.5324005700705606,-9.867870638292972,-0.653708928968032
CLMB,J517.B,Upland,Atlantic,-14.620662319346074,-10.86629949687688,-4.902361783476607
KBSM,J517.B,Upland,Atlantic,1.013225487176907,-6.446338476348467,-0.667137963312144
PKLE,J385.B,Upland,Midwest,1.636803957413199,-5.9795154483513855,-0.9641548482190132
CLMB,J385.B,Upland,Midwest,-8.498464494580807,-6.677960521137931,-3.072838488159108
KBSM,J385.B,Upland,Midwest,-2.5599844617515872,-8.355364308537217,-1.8328690189172336
PKLE,J483.B,Coastal,Gulf,16.708661949383334,17.350615691298138,-4.689505879230781
CLMB,J483.B,Coastal,Gulf,11.437923293757349,19.74079301813854,1.8058902993542283
KBSM,J483.B,Coastal,Gulf,14.452289454385848,19.32551025819963,5.744382842515849
PKLE,J323.A,Lowland,Gulf,4.235400162925292,6.657638918958769,0.5880747480358892
CLMB,J323.A,Lowland,Gulf,15.808230664051315,12.652834751503386,3.0255724962325607
KBSM,J323.A,Lowland,Gulf,-8.696499544176797,7.40339269331786,-0.400902248136117
PKLE,J001.B,Coastal,Gulf,10.439548603585408,6.9816685181205695,3.3820880212947153
CLMB,J001.B,Coastal,Gulf,10.18208784252344,5.242696563657549,1.8058902993542283
KBSM,J001.B,Coastal,Gulf,9.329634483355616,2.780619712563814,5.452950078614578
PKLE,J601.A,Upland,Atlantic,-0.7019326275476816,-4.035337853380593,2.7611961827927547
CLMB,J601.A,Upland,Atlantic,0.7947178445500513,0.08781782428653251,0.28128755325631044
KBSM,J601.A,Upland,Atlantic,-2.2121498649532376,-4.5373126441597185,-1.5414362550159617
PKLE,J448.B,Unknown,4X,-12.882852340885622,-7.923693043322183,-2.2059385252229355
CLMB,J448.B,Unknown,4X,-14.746245864469463,-8.61104004840206,-3.3777590373786905
KBSM,J448.B,Unknown,4X,-11.413956016618656,-6.446338476348467,-1.5414362550159602
PKLE,J656.B,Upland,Midwest,16.18894270828092,-5.655485849189585,-0.03281709046607135
CLMB,J656.B,Upland,Midwest,7.513437508651416,-8.933219969612749,-2.1580768405003568
KBSM,J656.B,Upland,Midwest,9.58260509920896,-10.58256111275742,-4.164331130127413
PKLE,J594.C,Unknown,4X,18.397749482966205,11.842112505547556,4.313425779047657
CLMB,J594.C,Unknown,4X,16.448706744180598,12.975014672714078,4.245254693110893
KBSM,J594.C,Unknown,4X,13.282300356064129,18.370997342105262,3.41292073130567
PKLE,J612.B,Unknown,4X,-19.931544548337175,-17.968610617337944,-6.552181394736665
CLMB,J612.B,Unknown,4X,-21.653340846255908,-14.088098708983768,-5.817123431135359
KBSM,J612.B,Unknown,4X,-22.00710055547747,-13.446099861040544,-6.787226005238864
PKLE,J516.A,Upland,Atlantic,-12.298168194645404,-8.571752241645779,-4.999951798481762
CLMB,J516.A,Upland,Atlantic,-7.179837270785217,-8.933219969612749,-3.072838488159108
KBSM,J516.A,Upland,Atlantic,-15.176893927437156,-10.58256111275742,-2.1243017828185056
PKLE,J619.A,Upland,Atlantic,-17.07308872227387,-6.627574646674984,-4.999951798481762
CLMB,J619.A,Upland,Atlantic,-16.34743606479268,-7.322320363559306,-3.987600135817858
KBSM,J619.A,Upland,Atlantic,-24.505185387029247,-10.900732084788878,-5.6214949496337745
PKLE,J022.D,Lowland,Gulf,12.9082149988219,17.67464529045994,1.8298584250398129
CLMB,J022.D,Lowland,Gulf,6.822728010472771,14.90809419997821,-0.6334740944024411
KBSM,J022.D,Lowland,Gulf,8.222888038997235,24.416245810702957,0.20716032839167345
PKLE,J585.C,Coastal,Atlantic,3.488303753840562,2.4452541298553845,-0.653708928968032
CLMB,J585.C,Coastal,Atlantic,9.397190685502256,2.0208973515506647,-0.3285535451828558
KBSM,J585.C,Coastal,Atlantic,14.325804146459175,3.09879068459527,3.704353495206944
PKLE,J027.B,Lowland,Gulf,0.5324005700705606,4.065402125664382,-3.137276282975878
CLMB,J027.B,Lowland,Gulf,19.60085372677769,1.6987174303399744,-0.02363299596327483
KBSM,J027.B,Lowland,Gulf,16.634161016120952,0.5534229083436085,-2.4157345467197793
PKLE,J542.A,Upland,Atlantic,-8.627651054359571,-12.136077832425563,-3.137276282975878
CLMB,J542.A,Upland,Atlantic,-0.7122846969306371,-8.288860127191372,-2.7679179389395254
KBSM,J542.A,Upland,Atlantic,-0.9472967856865112,-4.219141672128262,0.498593092292944
PKLE,J612.A,Upland,Atlantic,-23.63454414119191,-13.43219622907276,-5.310397717732742
CLMB,J612.A,Upland,Atlantic,-20.36610950874116,-10.221939654455504,-4.902361783476608
KBSM,J612.A,Upland,Atlantic,-23.746273539469215,-8.673535280568673,-5.03862942183123
PKLE,J349.B,Upland,Midwest,-9.861984251977812,-10.839959435778368,-2.826830363724897
CLMB,J349.B,Upland,Midwest,-14.369495229099291,-11.18847941808757,-4.902361783476607
KBSM,J349.B,Upland,Midwest,-7.303183509001802,-12.173415972914713,-2.1243017828185056
PKLE,J516.C,Upland,Atlantic,-12.2332032895076,-4.683397051704189,-1.2746007674699946
CLMB,J516.C,Upland,Atlantic,-10.66478064795928,-7.322320363559308,-0.6334740944024411
KBSM,J516.C,Upland,Atlantic,-12.29935317210536,-6.446338476348467,-2.4157345467197793
PKLE,J685.C,Coastal,Atlantic,2.1240407459467163,-1.4431010600862002,1.208966586537852
CLMB,J685.C,Coastal,Atlantic,12.44259165474446,-5.389240836295174,-0.02363299596327483
KBSM,J685.C,Coastal,Atlantic,3.4796889917470204,-5.491825560254091,0.49859309229294696
PKLE,J517.C,Upland,Atlantic,-16.098615145206836,-10.839959435778372,-4.689505879230781
CLMB,J517.C,Upland,Atlantic,-12.360158507125051,-8.933219969612749,-3.987600135817858
KBSM,J517.C,Upland,Atlantic,-15.176893927437156,-6.128167504317011,-3.5814656023248688
PKLE,J003.D,Lowland,Gulf,17.650653073881468,10.54599410890036,2.450750263541773
CLMB,J003.D,Lowland,Gulf,12.882134062676332,12.652834751503386,1.8058902993542283
KBSM,J003.D,Lowland,Gulf,2.784019798150321,16.14380053788505,3.41292073130567
PKLE,J664.E,Upland,Atlantic,-7.393317856741324,-8.571752241645779,-2.826830363724897
CLMB,J664.E,Upland,Atlantic,-19.51842057915828,-10.221939654455504,-4.292520685037441
KBSM,J664.E,Upland,Atlantic,-16.44174700670388,-9.309877224631588,-4.164331130127413
PKLE,J586.A,Coastal,Atlantic,15.896600635160812,17.02658609213634,9.59100640631433
CLMB,J586.A,Coastal,Atlantic,15.73915971423345,11.36411506666063,10.34366567750256
KBSM,J586.A,Coastal,Atlantic,5.69318188046379,7.5531842930356845,7.492979425923484
PKLE,J006.A,Upland,Atlantic,-9.764536894271108,-2.7392194567333967,-2.516384444473916
CLMB,J006.A,Upland,Atlantic,-2.5332461012197833,0.7321776667079082,-1.2433151928416073
KBSM,J006.A,Upland,Atlantic,-7.271562182020129,-0.40109000775076786,-2.1243017828185056
PKLE,J235.A,Lowland,Gulf,40.485817229818984,21.238970881239723,3.3820880212947153
CLMB,J235.A,Lowland,Gulf,2.835450452805134,12.652834751503386,1.8058902993542283
KBSM,J235.A,Lowland,Gulf,0.0013430237635244,30.143323307269203,-0.667137963312144
PKLE,J384.B,Upland,Midwest,-2.391020161130543,-3.3872786550569924,-1.2746007674699946
CLMB,J384.B,Upland,Midwest,-5.044917003687587,-2.811801466609666,-1.2433151928416073
KBSM,J384.B,Upland,Midwest,2.847262452113661,-0.4010900077507641,1.3728913839967616
PKLE,J295.A,Lowland,Gulf,29.961502597495024,19.61882288543073,7.417884971557465
CLMB,J295.A,Lowland,Gulf,22.74044235486244,19.740793018138536,8.514142382185062
KBSM,J295.A,Lowland,Gulf,15.3060652828909,21.55270706241983,5.744382842515852
PKLE,J316.A,Lowland,Gulf,12.323530852581678,6.657638918958769,4.313425779047657
CLMB,J316.A,Lowland,Gulf,13.57598314948306,6.531416248500305,4.245254693110893
KBSM,J316.A,Lowland,Gulf,8.760450597685598,12.32574887350756,5.452950078614578
PKLE,J662.B,Upland,Atlantic,-16.22854495548244,-3.0632490558951946,-2.516384444473916
CLMB,J662.B,Upland,Atlantic,9.58556600318735,-2.16744162418829,-0.3285535451828558
KBSM,J662.B,Upland,Atlantic,8.981799886557281,-3.582799728065346,0.790025856194219
PKLE,J368.B,Upland,Midwest,-13.79236101281486,-8.247722642483978,-5.931289556234703
CLMB,J368.B,Upland,Midwest,-11.732240781508104,-2.16744162418829,-4.597441234257024
KBSM,J368.B,Upland,Midwest,-8.22020199147018,-4.219141672128262,-4.455763894028686
PKLE,J613.C,Coastal,Atlantic,3.975540542374079,-3.0632490558951946,1.8298584250398129
CLMB,J613.C,Coastal,Atlantic,12.160028678216836,0.4099977454972229,-0.02363299596327483
KBSM,J613.C,Coastal,Atlantic,12.96608708624746,-2.310115839939513,3.1214879674043963
PKLE,J432.B,Upland,Atlantic,2.838654702462543,-3.711308254218793,-4.689505879230781
CLMB,J432.B,Upland,Atlantic,0.9830931622351275,-1.8452617029775995,0.5862081024758936
KBSM,J432.B,Upland,Atlantic,4.744542071013747,-4.8554836161911785,-2.1243017828185056
PKLE,J626.A,Unknown,4X,-5.769195228296264,-6.6275746466749865,-4.999951798481762
CLMB,J626.A,Unknown,4X,-12.187481132580391,-3.1339813878203535,-0.938394643622022
KBSM,J626.A,Unknown,4X,-15.01878729252882,-7.400851392442844,-4.164331130127413
PKLE,J349.A,Upland,Midwest,-10.25270126690116,-12.143533342020651,-5.981415289399722
CLMB,J349.A,Upland,Midwest,-2.1878913521304653,-5.067060915084486,-3.987600135817857
KBSM,J349.A,Upland,Midwest,-8.536415261286862,-6.128167504317007,-2.4157345467197793
PKLE,J535.A,Lowland,Gulf,30.22136221804622,7.629727716444165,4.9343176175496195
CLMB,J535.A,Lowland,Gulf,27.44982529698957,17.807713490874402,3.9403341438913126
KBSM,J535.A,Lowland,Gulf,10.436380927714012,14.552945677727756,-0.9585707272134176
PKLE,J665.H,Upland,Atlantic,-9.342265010875392,-6.303545047513186,-2.516384444473916
CLMB,J665.H,Upland,Atlantic,-15.499747135209804,-5.067060915084486,-5.5122028819157745
KBSM,J665.H,Upland,Atlantic,-8.156959337506839,-7.082680420411384,-3.290032838423595
PKLE,J037.A,Upland,Midwest,-14.73435213731299,-12.784137030749164,-5.310397717732742
CLMB,J037.A,Upland,Midwest,-26.53540116292769,-12.799379024141013,-7.951567275672442
KBSM,J037.A,Upland,Midwest,-14.38636075289546,-9.946219168694505,-4.747196657929958
PKLE,J434.A,Upland,Atlantic,-22.10786887045355,-10.191900237454773,-4.999951798481762
CLMB,J434.A,Upland,Atlantic,-18.24374759615587,-10.221939654455504,-4.292520685037441
KBSM,J434.A,Upland,Atlantic,-14.101768810060443,-11.855245000883254,-3.2900328384235964
PKLE,J595.C,Coastal,Atlantic,3.455821301271664,10.22196450973856,1.8298584250398129
CLMB,J595.C,Coastal,Atlantic,9.459982458063951,5.242696563657549,5.160016340769645
KBSM,J595.C,Coastal,Atlantic,4.048872877417048,8.507697209130061,4.870084550812032
PKLE,J609.B,Coastal,Atlantic,7.288750704401995,0.17704693572279157,1.8298584250398129
CLMB,J609.B,Coastal,Atlantic,8.32973055195345,-3.4561613090310415,0.8911286516954767
KBSM,J609.B,Coastal,Atlantic,3.795902261563696,-3.900970700096806,2.5386224396018524
PKLE,J530.A,Upland,Midwest,-12.525545362627714,-5.331456250027787,-1.8954926059719552
CLMB,J530.A,Upland,Midwest,-8.03380537762427,-2.16744162418829,2.1108108485738093
KBSM,J530.A,Upland,Midwest,1.5824093728469344,-1.0374319518136803,1.664324147898035
PKLE,J673.D,Coastal,Atlantic,1.9291460305333052,-4.035337853380593,1.8298584250398129
CLMB,J673.D,Coastal,Atlantic,3.4476702352816626,-3.778341230241732,1.805890299354226
KBSM,J673.D,Coastal,Atlantic,3.2267183758936766,-2.310115839939513,1.664324147898035
PKLE,J317.A,Lowland,Gulf,25.60885395326226,5.361520522311578,3.3820880212947153
CLMB,J317.A,Lowland,Gulf,20.674593037582675,8.142315854553752,5.4649368899892306
KBSM,J317.A,Lowland,Gulf,22.136271910931203,11.371235957413178,1.081458620095491
PKLE,J527.A,Upland,Atlantic,-14.312080253917276,-15.052344224881754,-5.931289556234703
CLMB,J527.A,Upland,Atlantic,-13.113659777865394,-11.832839260508946,-4.597441234257024
KBSM,J527.A,Upland,Atlantic,-13.27961430853707,-10.58256111275742,-3.8728983662261407
PKLE,J613.B,Coastal,Atlantic,4.722636951458809,-1.7671306592480007,0.5880747480358892
CLMB,J613.B,Coastal,Atlantic,0.16680011893310137,-2.4896215453989754,1.8058902993542283
KBSM,J613.B,Coastal,Atlantic,8.855314578630603,-2.9464577840024293,-0.08427243550960005
PKLE,J663.A,Coastal,Atlantic,6.054417506783752,1.149135733208193,1.208966586537852
CLMB,J663.A,Coastal,Atlantic,8.078563461706661,2.0208973515506647,5.160016340769645
KBSM,J663.A,Coastal,Atlantic,4.744542071013747,-5.173654588222635,0.7900258561942175
PKLE,J003.A,Lowland,Gulf,2.448865271635731,3.4173429273407803,1.5194125057888312
CLMB,J003.A,Lowland,Gulf,12.938646657981858,2.3430772727613554,1.8058902993542283
KBSM,J003.A,Lowland,Gulf,13.914726895697491,-1.0374319518136803,-0.667137963312144
PKLE,J521.C,Upland,Atlantic,-12.882852340885622,-6.303545047513183,-1.8954926059719552
CLMB,J521.C,Upland,Atlantic,-16.246969228693974,-5.711420757505865,-3.072838488159108
KBSM,J521.C,Upland,Atlantic,-14.544467387803795,-6.128167504317011,-3.2900328384235964
PKLE,J489.B,Upland,Midwest,-14.312080253917276,-5.655485849189588,-1.8954926059719552
CLMB,J489.B,Upland,Midwest,-3.0041843954325,-1.200901860556224,-0.02363299596327483
KBSM,J489.B,Upland,Midwest,-6.955348912203453,-3.900970700096802,-0.08427243550960005
PKLE,J586.B,Coastal,Atlantic,5.534698265681336,6.657638918958769,6.486547213804522
CLMB,J586.B,Coastal,Atlantic,1.4540314564478445,2.3430772727613554,3.330493045452144
KBSM,J586.B,Coastal,Atlantic,4.744542071013747,3.7351326286581865,2.5386224396018524
PKLE,J526.C,Upland,Atlantic,-21.16587774595542,-14.080255427396358,-4.3790599599797995
CLMB,J526.C,Upland,Atlantic,-15.939289543141667,-7.644500284769997,-1.5482357420611883
KBSM,J526.C,Upland,Atlantic,-18.149298663713964,-5.491825560254095,-1.5414362550159617
PKLE,J344.B,Upland,4X,-12.720440078041117,-9.867870638292972,-2.826830363724897
CLMB,J344.B,Upland,4X,-11.292698373576238,-7.966680205980684,-4.597441234257024
KBSM,J344.B,Upland,4X,-3.097547020439941,-7.40085139244284,-1.8328690189172336
PKLE,J353.C,Upland,Midwest,-5.411888250038351,-6.627574646674984,-1.8954926059719552
CLMB,J353.C,Upland,Midwest,-1.0168247938548522,1.6987174303399744,-0.6334740944024411
KBSM,J353.C,Upland,Midwest,-2.8445764045866047,0.8715938803750648,-1.5414362550159617
PKLE,J416.B,Upland,Atlantic,-9.602124631426603,-4.359367452542391,0.27762882878491
CLMB,J416.B,Upland,Atlantic,6.398883545681327,-4.744880993873798,-0.938394643622022
KBSM,J416.B,Upland,Atlantic,1.6140306998286005,-5.173654588222635,-1.5414362550159617
PKLE,J587.A,Lowland,Gulf,24.01514079838873,14.14571688443714,3.9845510032879465
CLMB,J587.A,Lowland,Gulf,1.3912396838861494,11.041935145449946,3.330493045452146
KBSM,J587.A,Lowland,Gulf,-7.271562182020136,11.68940692944464,0.498593092292944
PKLE,J029.B,Upland,Midwest,-18.56728154044333,-13.75622582823456,-5.620843636983723
CLMB,J029.B,Upland,Midwest,-15.436955362648108,-9.899759733244814,-5.20728233269619
KBSM,J029.B,Upland,Midwest,-20.236306244504053,-10.26439014072596,-5.6214949496337745
PKLE,J538.C,Upland,Atlantic,-18.69721135071893,-11.488018634101968,-4.06861404072882
CLMB,J538.C,Upland,Atlantic,-12.981797055485831,-3.778341230241732,-1.8531562912807735
KBSM,J538.C,Upland,Atlantic,-11.066121419820307,-4.219141672128262,-2.998600074522323
PKLE,J598.A,Coastal,Atlantic,-11.388659522716166,-0.14698266343900362,2.140304344290794
CLMB,J598.A,Coastal,Atlantic,-2.4704543286580884,-5.067060915084486,-2.46299738971994
KBSM,J598.A,Coastal,Atlantic,-5.690495832936726,-4.219141672128262,-0.667137963312144
PKLE,J300.A,Lowland,Gulf,22.55550341178555,2.769283729017185,2.140304344290792
CLMB,J300.A,Lowland,Gulf,17.24616225571414,3.6317969576041063,1.1960492009150598
KBSM,J300.A,Lowland,Gulf,3.795902261563696,5.644158460846939,-0.667137963312144
PKLE,J540.B,Upland,Atlantic,-6.094019753985279,-11.163989034940167,-1.8954926059719552
CLMB,J540.B,Upland,Atlantic,-9.251965765321147,-11.51065933929826,-3.987600135817858
KBSM,J540.B,Upland,Atlantic,-10.117481610370255,-6.446338476348467,-3.2900328384235964
PKLE,J326.A,Coastal,Gulf,12.41704734854265,2.4798620964464937,1.0912059505721736
CLMB,J326.A,Coastal,Gulf,16.33568155356955,13.619374515135451,8.819062931404646
KBSM,J326.A,Coastal,Gulf,2.3868039086940915,14.728846326044971,3.0198557145677003
PKLE,J661.A,Upland,Atlantic,-7.7506248349992415,-3.387278655056995,-2.205938525222937
CLMB,J661.A,Upland,Atlantic,6.7976113014480894,1.0543575879185936,1.8058902993542283
KBSM,J661.A,Upland,Atlantic,6.641821689913841,-1.0374319518136803,-2.4157345467197793
PKLE,J588.B,Coastal,Atlantic,-4.989616366642641,-5.331456250027784,0.27762882878491
CLMB,J588.B,Coastal,Atlantic,-0.8567057738225382,-4.744880993873798,0.28128755325631044
KBSM,J588.B,Coastal,Atlantic,0.9499828332135676,-5.809996532285551,0.49859309229294546
PKLE,J660.C,Lowland,Gulf,7.451162967246507,-0.4710122626008041,0.27762882878491
CLMB,J660.C,Lowland,Gulf,13.290280584327348,4.920516642446858,2.7206519470129757
KBSM,J660.C,Lowland,Gulf,-1.6429659792832103,10.734894013350264,-0.667137963312144
PKLE,J536.B,Upland,Midwest,-11.031352544458253,-8.571752241645779,-3.447722202226859
CLMB,J536.B,Upland,Midwest,-9.631855989319408,-8.933219969612749,-2.767917938939524
KBSM,J536.B,Upland,Midwest,-11.698547959453668,-7.7190223644743,-2.1243017828185056
PKLE,J250.A,Lowland,Gulf,28.36986242161886,10.545994108900354,2.140304344290792
CLMB,J250.A,Lowland,Gulf,30.495226266231764,6.531416248500305,4.855095791550061
KBSM,J250.A,Lowland,Gulf,21.756815987151196,8.507697209130061,5.452950078614578
PKLE,J636.C,Upland,Midwest,-17.073088722273877,-11.812048233263765,-4.3790599599797995
CLMB,J636.C,Upland,Midwest,-18.639335763294554,-12.799379024141013,-5.207282332696192
KBSM,J636.C,Upland,Midwest,-19.92009297468737,-12.809757916977627,-5.621494949633775
PKLE,J646.A,Upland,Atlantic,-12.590510267765511,-9.543841039131172,-3.7581681214778393
CLMB,J646.A,Upland,Atlantic,-11.575261350103862,-9.577579812034124,-4.597441234257024
KBSM,J646.A,Upland,Atlantic,-9.801268340553582,-8.355364308537217,-3.2900328384235964
PKLE,J666.B,Upland,Atlantic,-4.307484862695718,-2.415189857571596,-1.8954926059719552
CLMB,J666.B,Upland,Atlantic,-5.829814160708775,-3.133981387820356,-0.633474094402439
KBSM,J666.B,Upland,Atlantic,-4.425642753670007,-0.08291903571930781,1.664324147898035
PKLE,J598.B,Coastal,Atlantic,-11.908378763818588,-6.303545047513186,-1.2746007674699946
CLMB,J598.B,Coastal,Atlantic,-10.884551851925217,-5.067060915084486,-0.6334740944024411
KBSM,J598.B,Coastal,Atlantic,-14.544467387803795,-3.582799728065346,-1.250003491114688
PKLE,J580.A,Upland,Midwest,-8.660133506928474,-11.163989034940167,-4.3790599599797995
CLMB,J580.A,Upland,Midwest,2.584283362558354,-6.35578059992724,-2.46299738971994
KBSM,J580.A,Upland,Midwest,3.1002330679670123,-10.90073208478888,-2.4157345467197793
PKLE,J498.C,Coastal,Gulf,0.27254094951935276,0.501076534884592,0.8985206672868706
CLMB,J498.C,Coastal,Gulf,2.728704439450247,0.08781782428653251,1.1960492009150598
KBSM,J498.C,Coastal,Gulf,-1.5797233253198706,0.8715938803750648,0.20716032839167345
PKLE,J384.C,Upland,Midwest,4.755119404027713,-1.7671306592480007,1.208966586537852
CLMB,J384.C,Upland,Midwest,-9.870464725053846,-11.832839260508946,-5.207282332696192
KBSM,J384.C,Upland,Midwest,-24.030865482304232,-18.53683541354387,-1.5414362550159617
PKLE,J484.C,Unknown,4X,5.112426382285626,8.601816513929561,1.5194125057888312
CLMB,J484.C,Unknown,4X,-2.2820790109730034,2.34307727276135,0.8911286516954767
KBSM,J484.C,Unknown,4X,6.989656286712175,2.4624487405323574,1.955756911799307
PKLE,J041.A,Lowland,Gulf,3.2934090384271513,2.4452541298553845,1.8298584250398104
CLMB,J041.A,Lowland,Gulf,10.590234364174462,2.0208973515506647,0.5862081024758936
KBSM,J041.A,Lowland,Gulf,-16.757960276520564,-1.3556029238451406,-2.124301782818507
PKLE,J542.B,Upland,Atlantic,-7.100975783621217,-6.303545047513186,-2.516384444473916
CLMB,J542.B,Upland,Atlantic,-13.239243322988784,-8.288860127191372,-3.987600135817858
KBSM,J542.B,Upland,Atlantic,-8.22020199147018,-2.6282868119709732,1.955756911799307
PKLE,J662.D,Lowland,Gulf,5.079943929716722,13.138230902194747,3.3820880212947153
CLMB,J662.D,Lowland,Gulf,4.885601826944469,7.820135933343061,3.0255724962325607
KBSM,J662.D,Lowland,Gulf,8.539101308813912,12.643919845539012,1.372891383996763
PKLE,J618.A,Unknown,4X,-21.68559698705784,-13.75622582823456,-4.999951798481762
CLMB,J618.A,Unknown,4X,-23.097551615174893,-15.69899831503721,-5.207282332696192
KBSM,J618.A,Unknown,4X,-16.410125679722217,-13.127928889009084,-3.2900328384235964
PKLE,J378.A,Upland,Midwest,-14.312080253917276,-2.7392194567333967,-2.826830363724897
CLMB,J378.A,Upland,Midwest,-1.258573118217381,-3.1339813878203535,-1.2433151928416073
KBSM,J378.A,Upland,Midwest,-1.5481019983382045,0.23525193631214844,1.081458620095491
PKLE,J393.B,Upland,Midwest,-19.671684927785964,-10.839959435778372,-4.689505879230781
CLMB,J393.B,Upland,Midwest,-5.40283010728925,4.920516642446863,1.8058902993542283
KBSM,J393.B,Upland,Midwest,-4.42564275367,-1.3556029238451406,-2.1243017828185056
PKLE,J602.B,Coastal,Atlantic,25.933678478951272,4.389431724826181,3.071642102043736
CLMB,J602.B,Coastal,Atlantic,32.25339589795924,3.309617036393416,8.819062931404646
KBSM,J602.B,Coastal,Atlantic,32.5396884879,2.144277768500898,11.281605356640023
PKLE,J395.B,Upland,Midwest,-21.23084265109322,-16.024433022367152,-5.620843636983723
CLMB,J395.B,Upland,Midwest,-21.15100666576235,-10.544119575666192,-4.292520685037441
KBSM,J395.B,Upland,Midwest,-21.501159323770786,-6.446338476348467,-2.998600074522323
PKLE,J210.A,Lowland,Gulf,4.495259783476505,-6.6275746466749865,-0.03281709046607135
CLMB,J210.A,Lowland,Gulf,-4.605374595755718,-8.933219969612749,-1.5482357420611903
