"SITE","LINE","Obs","Trait","Pred"
"KBSM",667,42.5,"PL",45.3235955879215
"KBSM",668,46.75,"PL",44.6064498238861
"KBSM",669,29,"PL",41.9813256431238
"KBSM",670,42.25,"PL",44.5731372681138
"KBSM",671,NA,"PL",48.6178852089599
"KBSM",672,47,"PL",44.9140154202588
"KBSM",673,45.75,"PL",42.7670791599453
"KBSM",674,48.75,"PL",43.2723058120538
"KBSM",675,43,"PL",45.0424043656903
"KBSM",677,NA,"PL",42.7210593153483
"KBSM",679,49.75,"PL",48.3283520418383
"KBSM",680,37.25,"PL",42.0456191969444
"KBSM",681,57.25,"PL",45.2372381478148
"KBSM",682,37.75,"PL",40.6316624571978
"KBSM",683,42.75,"PL",46.4158827400928
"KBSM",684,48.25,"PL",47.6364666668291
"KBSM",685,39.5,"PL",46.5344658367297
"KBSM",686,45.25,"PL",43.9684754572656
"KBSM",689,NA,"PL",43.7372178359847
"KBSM",690,45.5,"PL",39.2879613654864
"KBSM",691,45.5,"PL",43.4539785581958
"KBSM",692,50.75,"PL",47.0350734781445
"KBSM",693,34.5,"PL",44.91981264755
"KBSM",694,37.75,"PL",43.3122111761956
"KBSM",695,41.75,"PL",43.0216589045887
"KBSM",696,55.75,"PL",43.6390516229543
"KBSM",697,38,"PL",40.5588102655386
"KBSM",698,39,"PL",40.9942118854731
"KBSM",699,39.25,"PL",48.5352367331758
"KBSM",700,37,"PL",42.1174141582152
"KBSM",702,NA,"PL",43.8223424249692
"KBSM",703,36,"PL",48.5553092685332
"KBSM",704,50.75,"PL",44.6741457223266
"KBSM",705,42.25,"PL",45.4276986073813
"KBSM",706,45.25,"PL",43.520547539448
"KBSM",707,NA,"PL",43.9801581872273
"KBSM",708,NA,"PL",43.2558217522388
"KBSM",710,48,"PL",43.1614514326132
"KBSM",711,44,"PL",43.8242714801126
"KBSM",712,43.75,"PL",44.8431217389363
"KBSM",713,36.25,"PL",40.9205806513305
"KBSM",714,NA,"PL",42.3121722309178
"KBSM",715,47.25,"PL",44.3439246034457
"KBSM",716,38.5,"PL",42.424099557629
"KBSM",718,NA,"PL",44.2017451004847
"KBSM",719,52,"PL",45.3327654794214
"KBSM",720,36.5,"PL",46.5369428617502
"KBSM",721,37.75,"PL",43.7993076474284
"KBSM",722,45.75,"PL",46.081305307345
"KBSM",723,NA,"PL",43.4465868335508
"KBSM",724,45.75,"PL",45.3547066476257
"KBSM",725,37.75,"PL",41.9936936495448
"KBSM",726,49.75,"PL",44.7877079775472
"KBSM",729,38.5,"PL",44.1309596282962
"KBSM",730,37.25,"PL",41.9432242743826
"KBSM",731,55.75,"PL",46.9429667183198
"KBSM",732,38.5,"PL",42.3008605582827
"KBSM",733,46,"PL",44.6346177626448
"KBSM",734,48.25,"PL",42.6056755075664
"KBSM",735,47.75,"PL",45.0822532899796
"KBSM",736,44,"PL",41.8096523538937
"KBSM",737,54.75,"PL",43.2041136339822
"KBSM",738,47.75,"PL",42.632378816191
"KBSM",739,36.75,"PL",41.396766590646
"KBSM",740,52.75,"PL",44.3399288931937
"KBSM",742,32.25,"PL",46.7194121385475
"KBSM",743,45.25,"PL",46.1438514212838
"KBSM",744,47.75,"PL",43.9358393317394
"KBSM",745,45.75,"PL",40.1025069741445
"KBSM",746,44.75,"PL",44.7661478347032
"KBSM",748,56.02,"PL",44.5054516344267
"KBSM",749,48.5,"PL",44.16033837389
"KBSM",750,40,"PL",41.5190726940471
"KBSM",751,49.5,"PL",44.0388528684716
"KBSM",752,37.25,"PL",43.0017628080949
"KBSM",753,51,"PL",45.6470661765385
"KBSM",755,44.75,"PL",41.5554793192313
"KBSM",756,45.5,"PL",44.6087912782471
"KBSM",757,39.75,"PL",43.9614160496751
"KBSM",758,48,"PL",42.929398156962
"KBSM",759,36,"PL",45.5208797994939
"KBSM",760,45.25,"PL",41.9680601462104
"KBSM",761,44.75,"PL",44.8615768524076
"KBSM",762,42.25,"PL",47.7074973519906
"KBSM",763,35.5,"PL",43.347379969166
"KBSM",764,46.75,"PL",47.8754900087383
"KBSM",765,50.5,"PL",42.635797332364
"KBSM",766,31.5,"PL",40.6468005694021
"KBSM",767,42.25,"PL",42.7209771724959
"KBSM",768,43.25,"PL",44.1020486103336
"KBSM",769,NA,"PL",42.9052078539317
"KBSM",770,44.75,"PL",43.795417106545
"KBSM",771,37.5,"PL",43.8839552625125
"KBSM",772,45.5,"PL",45.8401307982252
"KBSM",773,48.75,"PL",48.3670838909404
"KBSM",774,53,"PL",37.9340037052695
"KBSM",775,42,"PL",41.8958780750614
"KBSM",776,41,"PL",40.9121605961968
"KBSM",777,33.75,"PL",41.885660494765
"KBSM",778,35.25,"PL",45.1360583160533
"KBSM",779,40,"PL",41.5356860066922
"KBSM",780,51.75,"PL",45.0387946916415
"KBSM",781,NA,"PL",43.3892260949194
"KBSM",782,41.25,"PL",44.2489536335312
"KBSM",783,50.75,"PL",48.9041039837059
"KBSM",784,40.75,"PL",46.7843435788541
"KBSM",785,49.5,"PL",39.8370864225623
"KBSM",786,39.75,"PL",40.5372517780261
"KBSM",787,39.25,"PL",43.2249637935675
"KBSM",788,40,"PL",43.9875666733858
"KBSM",789,41.5,"PL",43.9248102065756
"KBSM",790,45,"PL",43.8948243064535
"KBSM",792,51.75,"PL",42.1818188357874
"KBSM",794,52.75,"PL",41.7287446786022
"KBSM",795,40,"PL",44.4344433180006
"KBSM",796,NA,"PL",43.4074056027752
"KBSM",797,39,"PL",42.0626755506828
"KBSM",799,NA,"PL",45.9816180857198
"KBSM",800,45.5,"PL",42.3897312816518
"KBSM",801,44.25,"PL",40.7898196423379
"KBSM",802,47.5,"PL",48.609812554237
"KBSM",803,40.5,"PL",41.3482375298251
"KBSM",804,33,"PL",40.6592774740868
"KBSM",805,39.75,"PL",41.4485894028008
"KBSM",806,37.75,"PL",39.649848123099
"KBSM",808,43,"PL",47.2685971375877
"KBSM",809,40.5,"PL",44.6837636616469
"KBSM",810,44,"PL",45.4479323832486
"KBSM",811,36.75,"PL",38.5358739046129
"KBSM",812,40,"PL",42.3846653414869
"KBSM",813,36.25,"PL",40.234921284117
"KBSM",814,46.75,"PL",42.9062292788026
"KBSM",815,41.75,"PL",42.4554343656604
"KBSM",816,44.75,"PL",46.4955794747983
"KBSM",817,NA,"PL",48.9673521999009
"KBSM",818,62,"PL",48.213761986027
"KBSM",819,47.5,"PL",45.3333567889412
"KBSM",820,47.5,"PL",42.0998787065224
"KBSM",821,39,"PL",42.8590389869168
"KBSM",822,44,"PL",40.0171730580231
"KBSM",823,47.25,"PL",43.4721730669882
"KBSM",824,49,"PL",45.5948062853941
"KBSM",825,38.75,"PL",48.4132527579553
"PKLE",405,30.5,"PL",43.1538285148097
"PKLE",406,NA,"PL",39.7628198012057
"PKLE",407,43.5,"PL",37.2208836190158
"PKLE",408,36.75,"PL",36.5874603667609
"PKLE",409,33.25,"PL",38.7475422757056
"PKLE",410,31.25,"PL",39.9509766754533
"PKLE",411,37.5,"PL",39.0755676881522
"PKLE",412,49,"PL",38.8745238730142
"PKLE",413,39.5,"PL",38.4395555766654
"PKLE",414,52.25,"PL",40.6468526626875
"PKLE",415,32,"PL",37.6802323456972
"PKLE",416,49.75,"PL",38.5462702662143
"PKLE",417,21.5,"PL",40.9642614387702
"PKLE",418,NA,"PL",37.6302409868336
"PKLE",419,NA,"PL",37.7859180432598
"PKLE",420,45.75,"PL",42.0260589703767
"PKLE",421,30.5,"PL",35.4046668308567
"PKLE",422,24,"PL",38.2032144681394
"PKLE",423,NA,"PL",37.1572550069986
"PKLE",424,20.75,"PL",43.109466915836
"PKLE",425,50.6,"PL",40.2916178949689
"PKLE",426,33.75,"PL",37.9824731891135
"PKLE",427,NA,"PL",37.2734500479102
"PKLE",428,37,"PL",38.2785870193058
"PKLE",429,42.5,"PL",42.0098764245791
"PKLE",431,41.3,"PL",39.8691203499263
"PKLE",432,40.5,"PL",42.3653102557748
"PKLE",433,34,"PL",36.8171755290893
"PKLE",435,52.25,"PL",43.1288395042287
"PKLE",436,48,"PL",37.1577072706431
"PKLE",437,36.55,"PL",40.1556775201777
"PKLE",438,NA,"PL",39.0391281626166
"PKLE",439,38.75,"PL",40.6667955025571
"PKLE",440,48,"PL",35.249301314644
"PKLE",442,57.5,"PL",38.1251624040795
"PKLE",443,35.5,"PL",37.1361877555283
"PKLE",444,37.75,"PL",38.4110425536206
"PKLE",445,40.75,"PL",39.4173837600758
"PKLE",446,34.5,"PL",36.9771740922189
"PKLE",447,30.5,"PL",37.3287945966976
"PKLE",448,36.25,"PL",42.120051445702
"PKLE",449,31.5,"PL",32.4799287133658
"PKLE",450,38,"PL",40.5564409948571
"PKLE",451,36.5,"PL",37.0432485241657
"PKLE",452,33.5,"PL",37.3987345615739
"PKLE",453,35.5,"PL",38.5996893075121
"PKLE",454,NA,"PL",42.4649333279132
"PKLE",455,NA,"PL",39.453201734554
"PKLE",456,43.5,"PL",43.1680826569425
"PKLE",458,45.25,"PL",41.02801886679
"PKLE",459,40,"PL",38.5912070989844
"PKLE",460,31,"PL",41.1574381601357
"PKLE",461,52.75,"PL",36.3696490490806
"PKLE",462,NA,"PL",40.4613160371407
"PKLE",463,47.925,"PL",38.5309687393833
"PKLE",464,45.25,"PL",44.1827591450053
"PKLE",465,44.75,"PL",41.3522980045006
"PKLE",466,36.55,"PL",38.5808553598209
"PKLE",467,31.5,"PL",38.3167299961575
"PKLE",468,45.5,"PL",37.2819971869478
"PKLE",469,38.5,"PL",36.9627644293773
"PKLE",470,44.5,"PL",38.3921087913262
"PKLE",471,57,"PL",39.6830927312904
"PKLE",472,25,"PL",36.9357879833674
"PKLE",473,42,"PL",40.3226834178497
"PKLE",474,33,"PL",40.8429702513944
"PKLE",475,51.25,"PL",43.3825482561912
"PKLE",476,52.55,"PL",37.1862370008909
"PKLE",477,36.5,"PL",37.8733592841252
"PKLE",479,53,"PL",42.9303446800188
"PKLE",480,32.25,"PL",39.5475835535562
"PKLE",482,46.55,"PL",35.2716434364901
"PKLE",483,28.25,"PL",33.4330707372838
"PKLE",484,31.25,"PL",37.1135089304327
"PKLE",485,34,"PL",36.9743397264827
"PKLE",486,42.45,"PL",37.8671859451477
"PKLE",487,34.5,"PL",35.8857729282642
"PKLE",488,40.5,"PL",39.0513352357173
"PKLE",489,37.5,"PL",40.0432940247223
"PKLE",491,46.25,"PL",40.2853240056364
"PKLE",492,46.5,"PL",40.3363680006963
"PKLE",493,31.425,"PL",40.0601041160938
"PKLE",494,50.1,"PL",37.2802432654173
"PKLE",495,36,"PL",40.6329807470358
"PKLE",496,42.15,"PL",39.6255445420652
"PKLE",497,37.75,"PL",33.0751786213299
"PKLE",498,31.5,"PL",38.4594519800686
"PKLE",499,53.25,"PL",36.0630522649574
"PKLE",500,34.5,"PL",40.1450934344546
"PKLE",501,38.95,"PL",41.3055961609464
"PKLE",502,49,"PL",39.6563383245016
"PKLE",503,34.55,"PL",40.7252545050651
"PKLE",504,41.55,"PL",38.4845054795169
"PKLE",505,28.75,"PL",36.199655896493
"PKLE",506,38.5,"PL",40.6491486754713
"PKLE",507,NA,"PL",39.6682376316333
"PKLE",508,37.95,"PL",38.6895034100412
"PKLE",511,45,"PL",37.9654815193364
"PKLE",512,32.95,"PL",38.18969850527
"PKLE",513,31.75,"PL",37.6441035157292
"PKLE",514,30,"PL",38.8721474616237
"PKLE",515,39.5,"PL",35.2244756785127
"PKLE",516,32.6,"PL",39.1054771549002
"PKLE",518,45,"PL",41.2780784490117
"PKLE",519,NA,"PL",41.2158583015348
"PKLE",520,39,"PL",39.6319065625154
"PKLE",521,27.5,"PL",42.6296499146469
"PKLE",522,30.75,"PL",42.1154929282767
"PKLE",523,56.25,"PL",42.5882971635437
"PKLE",524,36.5,"PL",40.45696215797
"PKLE",525,50.75,"PL",41.3956110944437
"PKLE",526,34.95,"PL",37.152661348191
"PKLE",527,31,"PL",37.1058747026352
"PKLE",529,48,"PL",37.3128740283558
"PKLE",530,41.75,"PL",41.3429225411744
"PKLE",531,30.5,"PL",40.2225748067378
"PKLE",532,37.75,"PL",38.7035905944397
"PKLE",533,26.75,"PL",36.8963734149131
"PKLE",534,36,"PL",37.1748484308281
"PKLE",535,39.5,"PL",43.3898863966766
"PKLE",536,34,"PL",36.542109413346
"PKLE",537,45.25,"PL",38.8152862498142
"PKLE",539,27,"PL",39.7950213447926
"PKLE",540,30.5,"PL",38.7110322088681
"PKLE",541,23.45,"PL",38.9822921474861
"PKLE",542,45.25,"PL",41.1926773682936
"PKLE",544,41.75,"PL",42.082850379701
"PKLE",545,50.3,"PL",33.4051155523382
"PKLE",546,39.5,"PL",39.8138579099391
"PKLE",547,45.75,"PL",39.6497311956258
"PKLE",548,29,"PL",40.8114375095198
"PKLE",549,46.85,"PL",43.5438672862939
"PKLE",551,35.5,"PL",36.4112075821337
"PKLE",552,39,"PL",35.2269603239036
"PKLE",553,38.75,"PL",37.7906340133857
"PKLE",555,45.5,"PL",41.8209687592394
"PKLE",556,35.5,"PL",39.1954635165878
"PKLE",557,NA,"PL",38.1728940574194
"PKLE",558,42,"PL",41.2379105272593
"PKLE",559,39.5,"PL",38.3598156663458
"PKLE",560,46,"PL",37.1917352358532
"PKLE",562,39.75,"PL",36.5381697654616
"PKLE",563,31.25,"PL",36.6179875366893
"PKLE",564,50.25,"PL",39.6192892332271
"PKLE",565,24.25,"PL",40.5772770895252
"PKLE",566,32.25,"PL",37.1837696341505
"PKLE",567,39.75,"PL",38.0581889122014
"PKLE",569,52.25,"PL",39.9334736176963
"PKLE",570,40,"PL",34.3277364157557
"PKLE",571,NA,"PL",36.1557596578224
"PKLE",572,34.5,"PL",38.0948005304649
"PKLE",573,33.25,"PL",38.8360714456346
"PKLE",574,34,"PL",37.9078039325028
"PKLE",576,38,"PL",39.2138149547883
"PKLE",577,45.25,"PL",39.5861725531558
"PKLE",578,36.75,"PL",36.2180113361462
"PKLE",579,NA,"PL",38.3938956936181
"PKLE",580,42.65,"PL",37.1329143205633
"PKLE",581,32.05,"PL",36.8933433713042
"PKLE",583,47.5,"PL",35.3511832254226
"PKLE",584,58.75,"PL",42.0730338761014
"PKLE",585,28.75,"PL",33.2357136121685
"PKLE",586,41.75,"PL",42.0155242673707
"PKLE",588,NA,"PL",41.6979805008207
"PKLE",589,40.5,"PL",39.14121026641
"PKLE",592,39.5,"PL",38.1234295238292
"PKLE",593,30.25,"PL",34.545440619488
"PKLE",594,45.75,"PL",39.7969957401803
"PKLE",595,45.5,"PL",40.8813884174327
"PKLE",596,42.5,"PL",41.4849463030001
"PKLE",597,NA,"PL",41.4357275344675
"PKLE",598,25.95,"PL",36.6454606428178
"PKLE",599,35.175,"PL",39.9406836188768
"PKLE",600,38.575,"PL",37.9717130710004
"PKLE",601,44.75,"PL",34.1637564953376
"PKLE",602,56.5,"PL",41.3166858119722
"PKLE",603,28.5,"PL",41.4238529383655
"PKLE",604,41.5,"PL",37.7009360785144
"PKLE",605,50,"PL",36.1824066956909
"PKLE",606,52.5,"PL",40.6587447677588
"PKLE",608,40.25,"PL",37.8199523165815
"PKLE",609,40.5,"PL",41.7374943659942
"PKLE",610,42.5,"PL",40.5663111894622
"PKLE",611,48,"PL",42.4518192860277
"PKLE",612,26.75,"PL",37.9419555581419
"PKLE",613,30.25,"PL",41.6136302261008
"PKLE",614,52,"PL",42.1366885443016
"PKLE",618,44,"PL",41.8649855482651
"PKLE",619,43.75,"PL",42.7097518557298
"PKLE",620,45,"PL",40.2070542862261
"PKLE",621,37,"PL",44.4390027236868
"PKLE",622,50,"PL",40.6917042879278
"PKLE",623,NA,"PL",34.2984181125599
"PKLE",624,NA,"PL",36.7031606660224
"PKLE",625,39.4,"PL",39.6824575029499
"PKLE",627,36.75,"PL",36.1317043157177
"PKLE",628,44,"PL",36.3294229323068
"PKLE",629,44.25,"PL",42.7100241165626
"PKLE",630,NA,"PL",38.0996955714079
"PKLE",632,45.1,"PL",39.6408989698969
"PKLE",633,33.25,"PL",35.4569861329338
"PKLE",634,45,"PL",40.7990924149105
"PKLE",635,44,"PL",38.8550389874902
"PKLE",636,40.5,"PL",38.7417171690656
"PKLE",637,23,"PL",39.9823960600332
"PKLE",638,31.95,"PL",36.3531567074781
"PKLE",639,34.25,"PL",39.4964629230575
"PKLE",640,35,"PL",43.2449760935703
"PKLE",641,38,"PL",36.4315050361002
"PKLE",642,44.5,"PL",37.7447684468878
"PKLE",643,30.5,"PL",33.6972926516671
"PKLE",644,40.5,"PL",41.1837658915486
"PKLE",645,NA,"PL",39.1116673127186
"PKLE",647,35,"PL",39.5275970503538
"PKLE",648,34.075,"PL",43.0592639310664
"PKLE",649,32.5,"PL",36.7445196994022
"PKLE",652,NA,"PL",41.7973597106102
"PKLE",654,44.7,"PL",39.5105942583139
"PKLE",655,32,"PL",40.1798708989692
"PKLE",656,45,"PL",42.2792356055215
"PKLE",657,41.75,"PL",35.6260559479272
"PKLE",658,53.25,"PL",36.2700515906781
"PKLE",660,32,"PL",36.17346960521
"PKLE",661,30.5,"PL",40.3350414514325
"PKLE",663,35.75,"PL",35.8051388572688
"PKLE",664,48.75,"PL",37.40558170897
"PKLE",666,41,"PL",38.6911659519585
"PKLE",667,45.75,"PL",38.7238766316519
"PKLE",668,47,"PL",38.1362590867899
"PKLE",669,27,"PL",35.3816066868542
"PKLE",670,56,"PL",40.6881970787052
"PKLE",671,NA,"PL",42.1476944718637
"PKLE",672,36,"PL",39.9161856217235
"PKLE",673,30,"PL",37.2424365165657
"PKLE",674,45,"PL",39.2578374034717
"PKLE",675,39.25,"PL",40.0445745671551
"PKLE",677,44.775,"PL",37.6383611044061
"PKLE",679,51.75,"PL",41.2018202407244
"PKLE",680,28.75,"PL",37.7487902691934
"PKLE",681,51.3,"PL",40.8108810008903
"PKLE",682,32.75,"PL",35.763360877836
"PKLE",683,34,"PL",42.4014143315108
"PKLE",684,53.5,"PL",40.5099348657151
"PKLE",685,34.25,"PL",41.9931845833034
"PKLE",686,43,"PL",39.1001738779038
"PKLE",689,32.5,"PL",39.7227494274027
"PKLE",690,25.5,"PL",34.2052631545442
"PKLE",691,44.25,"PL",38.783169085596
"PKLE",692,43.25,"PL",42.0819034863757
"PKLE",693,42.5,"PL",40.622983719799
"PKLE",694,42.75,"PL",36.712492219926
"PKLE",695,34.5,"PL",36.5514681674925
"PKLE",696,48.5,"PL",39.7541114335457
"PKLE",697,32.5,"PL",36.0175290121123
"PKLE",698,37.4,"PL",35.9115136745309
"PKLE",699,42.75,"PL",44.1088795862513
"PKLE",700,NA,"PL",37.6910570112908
"PKLE",702,34,"PL",38.1681715624162
"PKLE",703,32.5,"PL",43.0306666251536
"PKLE",704,43.45,"PL",39.5914475113844
"PKLE",705,38,"PL",41.5427584179727
"PKLE",706,30.75,"PL",39.6356073500394
"PKLE",707,NA,"PL",39.9656897786453
"PKLE",708,30.75,"PL",39.3708815628302
"PKLE",710,42.9,"PL",37.6368087892336
"PKLE",711,40.5,"PL",38.8264416815774
"PKLE",712,23.25,"PL",37.5870617186489
"PKLE",713,33.25,"PL",35.2664097887775
"PKLE",714,28,"PL",37.443870651556
"PKLE",715,35.75,"PL",39.6731151308459
"PKLE",716,41.5,"PL",36.8994569142495
"PKLE",718,39.475,"PL",39.2039153019494
"PKLE",719,49.5,"PL",39.6785946168684
"PKLE",720,50,"PL",42.5224744531682
"PKLE",721,45.5,"PL",38.8461376556596
"PKLE",722,45,"PL",40.5566626639655
"PKLE",723,40.25,"PL",36.1905268132634
"PKLE",724,NA,"PL",41.3402382390437
"PKLE",725,33,"PL",36.7324574285874
"PKLE",726,41.5,"PL",37.5316479572598
"PKLE",729,34.25,"PL",37.0044278271823
"PKLE",730,41.75,"PL",35.4730335372864
"PKLE",731,NA,"PL",41.8602685073776
"PKLE",732,39.75,"PL",37.3476905665139
"PKLE",733,49.5,"PL",40.6201493540628
"PKLE",734,52.5,"PL",38.5912070989844
"PKLE",735,45.5,"PL",39.4280824274266
"PKLE",736,38,"PL",37.3832952069692
"PKLE",737,27,"PL",38.6628323805558
"PKLE",738,45,"PL",38.617910407609
"PKLE",739,33,"PL",36.3140683797038
"PKLE",740,48,"PL",38.8152862498142
"PKLE",742,38.25,"PL",42.7049437299655
"PKLE",743,NA,"PL",41.0611532103416
"PKLE",744,NA,"PL",39.6390104039884
"PKLE",745,49,"PL",35.1046771756093
"PKLE",746,36.5,"PL",39.768318036168
"PKLE",748,52.5,"PL",40.6205114450181
"PKLE",749,39.25,"PL",38.506167511337
"PKLE",750,25.8,"PL",36.5212428955118
"PKLE",751,39.75,"PL",36.7827928481842
"PKLE",752,35,"PL",38.9872943995129
"PKLE",753,46.75,"PL",41.6325977679565
"PKLE",755,37.5,"PL",37.5410109106493
"PKLE",756,29.75,"PL",40.7238510888386
"PKLE",757,45.25,"PL",39.5350589027506
"PKLE",758,20.5,"PL",38.2585886843623
"PKLE",759,39,"PL",40.5230500009587
"PKLE",760,43.75,"PL",37.0997585668486
"PKLE",761,39,"PL",40.3202955989813
"PKLE",762,50.2,"PL",41.107778395721
"PKLE",763,NA,"PL",36.8771892320698
"PKLE",764,45.25,"PL",42.2213191461853
"PKLE",765,51.25,"PL",37.1111546889844
"PKLE",766,27.5,"PL",36.6323321608201
"PKLE",767,44.5,"PL",37.7678071807272
"PKLE",768,34,"PL",37.502329654064
"PKLE",769,35.05,"PL",37.3805652105521
"PKLE",770,33.75,"PL",39.2541358531187
"PKLE",771,NA,"PL",39.0156536831507
"PKLE",772,46.5,"PL",38.5840707779379
"PKLE",773,46.25,"PL",43.8258026375141
"PKLE",774,35.6,"PL",32.2798328427165
"PKLE",775,34.25,"PL",37.6180032440572
"PKLE",776,29.75,"PL",35.8294623852546
"PKLE",777,NA,"PL",36.8878306962298
"PKLE",778,29.5,"PL",38.0095265149393
"PKLE",779,27.75,"PL",37.5212175981101
"PKLE",780,60,"PL",41.0243262830595
"PKLE",781,36.25,"PL",38.962868947995
"PKLE",782,32.5,"PL",37.6492346772616
"PKLE",783,51.5,"PL",45.0191637942974
"PKLE",784,NA,"PL",42.8994033894455
"PKLE",785,43.5,"PL",35.4107292756378
"PKLE",786,24,"PL",36.1108946311016
"PKLE",787,NA,"PL",38.2717938017987
"PKLE",788,33.5,"PL",39.034396681617
"PKLE",789,46.5,"PL",39.9103417979936
"PKLE",790,NA,"PL",38.8969945079182
"PKLE",792,NA,"PL",37.2286488440186
"PKLE",794,31.65,"PL",37.4319157508512
"PKLE",795,35,"PL",39.5661417386388
"PKLE",796,44.75,"PL",38.4542356110065
"PKLE",797,38.4,"PL",36.4085046881298
"PKLE",799,52.5,"PL",41.113316506358
"PKLE",800,27,"PL",38.0929023539008
"PKLE",801,43,"PL",36.7753512337559
"PKLE",802,33.5,"PL",42.955641691684
"PKLE",803,32.7,"PL",37.070362698821
"PKLE",804,36.5,"PL",36.2329203271624
"PKLE",805,37,"PL",36.9073081493745
"PKLE",806,34,"PL",35.2234909761745
"PKLE",808,32.5,"PL",40.668878181318
"PKLE",809,40.5,"PL",40.3869347338959
"PKLE",810,36,"PL",39.923289739869
"PKLE",811,26.5,"PL",34.1095167576884
"PKLE",812,NA,"PL",35.258133540373
"PKLE",813,27.25,"PL",35.2370914855817
"PKLE",814,50.25,"PL",39.0212890893941
"PKLE",815,30.4,"PL",37.7846248930607
"PKLE",816,40,"PL",42.6106392853898
"PKLE",817,NA,"PL",41.8408203987869
"PKLE",818,51.5,"PL",43.3454604066652
"PKLE",819,NA,"PL",40.335526990406
"PKLE",820,NA,"PL",38.0854102979404
"PKLE",821,41.5,"PL",38.3177577334905
"PKLE",822,33.25,"PL",34.9344748470809
"PKLE",823,NA,"PL",39.4577046584062
"PKLE",824,32.5,"PL",40.6416362936254
"PKLE",825,34.25,"PL",42.8886101145758
"CLMB",405,15,"PBN",27.4049250230639
"CLMB",406,27,"PBN",27.2343083318413
"CLMB",407,29,"PBN",30.6085163266533
"CLMB",408,26,"PBN",26.0335049631784
"CLMB",409,24,"PBN",28.0191302448233
"CLMB",410,23.5,"PBN",28.2532773565985
"CLMB",411,22,"PBN",27.5667055155657
"CLMB",412,30,"PBN",34.078768800574
"CLMB",413,26,"PBN",28.1301900429767
"CLMB",414,25,"PBN",27.2124063573259
"CLMB",415,17.5,"PBN",25.9140465311977
"CLMB",416,NA,"PBN",26.7937168758974
"CLMB",417,28.5,"PBN",27.1445701637088
"CLMB",418,24.5,"PBN",22.6246544607979
"CLMB",419,28.5,"PBN",28.9516408427092
"CLMB",420,28.5,"PBN",27.3106364205445
"CLMB",421,28,"PBN",26.0970148679683
"CLMB",422,19.5,"PBN",23.0680309144001
"CLMB",423,24.5,"PBN",28.6987512465792
"CLMB",424,34.5,"PBN",29.2418360919963
"CLMB",425,24,"PBN",26.5382879656731
"CLMB",426,23.5,"PBN",28.7494613897383
"CLMB",427,NA,"PBN",26.6368177208216
"CLMB",428,26.5,"PBN",26.9098524724941
"CLMB",429,22.5,"PBN",26.6434120868409
"CLMB",431,30,"PBN",30.3065776513085
"CLMB",432,23.5,"PBN",28.89732826419
"CLMB",433,25.5,"PBN",26.1541085214822
"CLMB",435,37.5,"PBN",30.3374779683327
"CLMB",436,28,"PBN",24.5238927027062
"CLMB",437,24,"PBN",32.7128911020393
"CLMB",438,28,"PBN",27.5045067828808
"CLMB",439,20,"PBN",29.7598118427787
"CLMB",440,NA,"PBN",29.4228408355017
"CLMB",442,25.5,"PBN",29.0297976538641
"CLMB",443,27.5,"PBN",30.0213097627468
"CLMB",444,37,"PBN",23.7101274171109
"CLMB",445,23,"PBN",28.1480444771374
"CLMB",446,23.5,"PBN",24.7077694904683
"CLMB",447,40.5,"PBN",30.4461531873864
"CLMB",448,27,"PBN",27.4292601780736
"CLMB",449,21,"PBN",22.278481315122
"CLMB",450,21.5,"PBN",26.7410318300292
"CLMB",451,22.5,"PBN",21.9837277518556
"CLMB",452,24.5,"PBN",28.3477648984816
"CLMB",453,35,"PBN",27.5157080800678
"CLMB",454,28,"PBN",28.2870214640055
"CLMB",455,26,"PBN",23.6849219761391
"CLMB",456,27.5,"PBN",29.4925120200427
"CLMB",458,21.5,"PBN",26.2183002894073
"CLMB",459,23.5,"PBN",27.7728606482438
"CLMB",460,26.5,"PBN",31.8655593631297
"CLMB",461,31,"PBN",27.5819755054469
"CLMB",462,29.5,"PBN",29.2856471483723
"CLMB",463,37.5,"PBN",22.9950257258428
"CLMB",464,25,"PBN",29.2525661553816
"CLMB",465,28.5,"PBN",32.3023922944458
"CLMB",466,29,"PBN",30.9487993662528
"CLMB",467,NA,"PBN",25.6806828062761
"CLMB",468,25,"PBN",26.5130960557816
"CLMB",469,NA,"PBN",27.7281590622337
"CLMB",470,27,"PBN",28.348386803434
"CLMB",471,40.25,"PBN",29.4651972624225
"CLMB",472,24,"PBN",27.8715104853397
"CLMB",473,34.5,"PBN",27.9869578675839
"CLMB",474,27.5,"PBN",25.2414300338393
"CLMB",475,23.5,"PBN",29.3153730157747
"CLMB",476,21.5,"PBN",30.1602103617235
"CLMB",477,24.5,"PBN",22.421685732841
"CLMB",479,26.5,"PBN",28.5377042405699
"CLMB",480,27,"PBN",27.7160004396511
"CLMB",482,25.5,"PBN",30.2396237698953
"CLMB",483,23,"PBN",27.8335691049794
"CLMB",484,19,"PBN",21.447824340717
"CLMB",485,25,"PBN",26.7271190755385
"CLMB",486,29,"PBN",27.8312239314253
"CLMB",487,35,"PBN",24.7575292071152
"CLMB",488,22,"PBN",26.3562853953716
"CLMB",489,31,"PBN",25.779453843054
"CLMB",491,27.5,"PBN",26.8468717598628
"CLMB",492,25,"PBN",28.6535255784789
"CLMB",493,NA,"PBN",30.5579106504243
"CLMB",494,32.5,"PBN",29.8322179044723
